Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
853001	技能1-连段A2快速		3.7	0.6	Attack01					10	6				4					
853002	技能2-连段A2慢速		4.7	0.5	Attack02					10	6				4					
853003	技能3-连段C		5.1	0.6	Attack03					10	6				4					
853004	待定		0	0	Stand2					10	6				4					
853005	技能5-连段C2待机起		3.2	0.6	Attack05					10	6				4					
853006	技能6-连段B1		3.8	0.3	Attack06					10	6				4					
853007	技能7-连段B2前扑		2.8	0.8	Attack07					10	6				4					
853008	技能8-后跳		0.9	0.2	Attack97					10	6				4					
853009	技能9-恶心心爬行		0.6	0	Attack91					10	6				4					
853010	技能10-连段A1		3.4	0.4	Attack10					10	6				4					
853011	技能11-断左臂-头槌		7.1	0.5	Attack11					10	6				4					
853012	技能12-扔炸弹		3	0.5	Attack12			853029		10	6				4					
853013	技能13-不稳定激光		10.5	0.8	Attack13					10	6				4					
853014	技能14-前冲扑地		2.8	0.4	Attack14					10	6				4					
853015	技能15-断右臂-头槌		7.1	0.5	Attack15					10	6				4					
853016	技能16-左边受击接攻击		3.5	0.4	Attack16		853033			10	6				4					
853017	技能17-右边受击接攻击		3.5	0.4	Attack17		853033			10	6				4					
853018	技能18-右移动攻击		4.1	0.3	Attack18					10	6				4					
853019	技能19-左移动攻击		2.3	0.9	Attack19					10	6				4					
853020	技能20-180度攻击		2.5	0.5	Attack20					10	6				4					
853021	技能21-背后受击接断左腿		3.8	0.4	Attack31		853033			10	6				4					
853022	技能22-背后受击接断右腿		3.8	0.4	Attack32		853033			10	6				4					
853023	技能23-左腿被打爆		5.7	0.4	Attack35					10	6				4					
853024	技能24-右腿被打爆		5.7	0.4	Attack37					10	6				4					
853025	待定		0	0	Stand2					10	6				4					
853026	表演用技能-180度攻击		2.5	0.5	Attack20					10	6				4					
853027	表演用技能-前冲扑地		2.8	0.4	Attack14					10	6				4					
853028	表演用技能-连段B2前扑		2.8	0.8	Attack07					10	6				4					
853029	表演用技能-连段A1		3.4	0.4	Attack10					10	6				4					
853101	技能1-后撤二连		4.2	0.6	Attack21					10	6				4					
853102	技能2-前冲二连		3	0.3	Attack22					10	6				4					
853103	技能3-中距离三连		3.95	0.75	Attack23					10	6				4					
853104	技能4-飞天穿越		3.3	0	Attack24		853105	853106		10	6				4					
853105	技能5-开花激光		5.9	0	Attack25					10	6				4					
853106	技能6-普攻三连		4.5	0.2	Attack26					10	6				4					
853107	技能7-超新星爆炸		9.5	0.8	Attack27					10	6				4					
853108	技能8-疯狂连击		5.5	0	Attack28					10	6				4					
853109	技能9-左移动攻击		2.4	0.1	Attack29					10	6				4					
853110	技能10-右移动攻击		3.9	0.1	Attack30					10	6				4					
853111	技能11-中距离三连前半		2.9	0	Attack41					10	6				4					
853112	技能12-中距离三连后半		2.7	0	Attack42					10	6				4					
853113	技能13-前冲二连去掉前冲慢速版		3.5	0.3	Attack43					10	6				4					
853114	技能14-飞天穿越后半		3	0	Attack40		853105	853106		10	6				4					
853115	装子弹用		2.5	0	Attack45					10	6				4					
853116	技能16-普攻三连前段		2.9	0	Attack46					10	6				4					
853117	技能17-右后撤攻击去掉扬土		3.3	0	Attack47					10	6				4					
853118	技能18-疯狂五连断臂版		5.5	0	Attack48					10	6				4					
853119	技能19-左移动攻击单连版		2.3	0	Attack49					10	6				4					
853120	技能20-待机衔接技能		1	0	Stand2					10	6				4					
853121	技能21-大破		8.2	0	Attack33					10	6				4					
853122	技能22-受击		999	0	Attack34					10	6				4					
853123	技能23-长右手攻击		4.5	0	Attack36					10	6				4					
853401	炸弹-掏出待机		9999	0	Attack05					10	6				4					
853402	炸弹-离体飞行		9999	0	Attack10					10	6				4					
853403	炸弹-从后背跳出来		10	0	Attack09					10	6				4					
853404	炸弹-离体飞行		9999	0	Attack07			853055		10	7				4					
855001	旧日之女-噩梦爆发		5.5	2	Attack01					10	6				4					
855002	旧日之女-飓风左		5	0	Attack05					10	6				4					
855003	旧日之女-受击前置		4.1	0	Attack03		855015			10	6				4					
855004	旧日之女-受击		2.5	0	Attack04			855016		10	6				4					
855005	旧日之女-飓风右		5.1	0	Attack15					10	6				4					
855006	旧日之女-水柱		7.5	0	Attack06					10	6				4					
855007	旧日之女-建筑		8.7	0	Attack07					10	6				4					
855008	旧日之女-追踪弹		13.9	0	Attack08					10	6				4					
855009	旧日之女-眼睛总控		4.6	0	Attack09					10	6				4					
855010	旧日之女-打子弹用的		5	0	Attack10					10	6				4					
855011	旧日之女-挣扎		12.3	0	Attack11					10	6				4					
855012	旧日之女-告别		50	0	Attack12					10	6				4					
855013	旧日之女-告别结束loop		9999	0	Attack13					10	6				4					
855014	旧日之女-投掷左		2.6	0	Attack27					10	6				4					
855015	旧日之女-投掷右		2.1	0	Attack28					10	6				4					
855016	旧日之女-性能测试A		9999	0	Attack13					10	6				4					
855017	旧日之女-性能测试B		9999	0	Attack13					10	6				4					
855018	旧日之女-性能测试C		9999	0	Attack13					10	6				4					
855019	旧日之女-眼睛闪光		1	0	Stand2					10	6				4					
855020	旧日之女-投掷直接放下		3.5	0	Attack29					10	6				4					
855021	旧日之女-出水柱技能时间无限		9999	0	Stand2					10	6				2					
855101	摩托-左倾		999	0	Runl					10	7				4					
855102	摩托-右倾		999	0	Runr					10	7				4					
855103	摩托-闪避		999	0	Move1					10	7				4					
855104	摩托-射击		999	0	Runr					10	7				4					
855301	蓄力攻击-进入		0.6	0	Attack01		855069			10	0				4					
855302	闪避1	5	0.9	0	Move1		100090|855035	100094		10	6				4	0.5				
855303	受击		1.1	0	Attack21					10	6				4					
855304	高跳		2.8	0	Attack11		855011	855039		10	2				4					
855305	高跳攻击		3.5	0	Attack12		855013|855061|855981	855014|855062		10	6				4					
855306	蓄力攻击循环		9999	0	Attack02		855006	855066		10	6				4					
855307	蓄力攻击-结束发射		0.6	0.9	Attack03		855025	855070		10	6				4					
