Id	Name	SkillType	CastTime	AfterTime	Animation	StandStage	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime	SkillPriority	Snapshot	SkillAnimationPriority	CoexistSkills
909301	花灯巡游		4.4	0	Attack11		909337	909309		10	0				0					
909302	咸鱼突刺-蓄力		1	0	Attack08					10	0				4					
909303	咸鱼突刺-冲锋		9999	0	Attack09			909311		10	6			1	4					
909304	咸鱼突刺-收手		1	0	Attack10			700031		10	4			0	0					
909305	咸鱼突刺-撞墙		1	0	Hit3			700031		10	0				0					
909306	咸鱼突刺-眩晕		4.5	0	Stun					10	0				0					
909307	进入隐身		1.5	0	Attack03		700230|909325|909329	909322		10	4				0					
909308	解除隐身		1.5	0	Attack05		700249|909326|909320|909321|909324|909330	900007		10	4				0					
909309	无灯巡游		3.6	0	Attack01					10	7				0					
909310	花灯巡游-眩晕		4.5	0	Stun					10	0				0					
909311	培养皿跳出		1.9	0	Attack12					10	2				0					
909312	培养皿待机		9999	0	Attack13					10	2				0					
909401	左挥钳		1.7	0	Attack01					10	2				4					
909402	右挥钳		1.7	0	Attack02					10	2				4					
909403	电磁力场		2.5	0	Attack03					10	4				4					
909404	扑杀		1.6	0	Attack05					10	6				4					
909405	晕眩		1.3	0	Stun					10	0				0					
909406	甩尾		2	0	Attack06					10	4				4					
909407	出场1		1.8	0	Attack08					10	2				0					
909408	出场2		9999	0	Attack09					10	2				0					
909409	出场3		9999	0	Attack10					10	2				0					
909410	出场4		1.8	0	Attack11					10	2				0					
909411	走跳1		2.4	0	Attack07					10	2				0					
845001	右扫接左扫接突刺		4.2	0	Attack46					10	4				4					
845002	三阶段鸟变兽爆气		2.53	0	Attack19					10	4				4					
845003	绕场而飞		13.45	0	Attack01					10	4				4					
845004	后闪		1	0	Attack02					10	4				4					
845005	旋风斩		3.4	0	Attack03					10	4				4					
845006	防御反击旋风斩		3.5	0	Attack16					10	4				4					
845007	防御前		0.8	0	Attack30					10	4				4					
845008	防御中（待增加减伤逻辑）		2	0	Attack31					10	4				4					
845009	防御结束		0.9	0	Attack32					10	4				4					
845010	腾空前		1.2	0	Attack36					10	4				4					
845011	腾空中		2	0	Attack37		845035			10	6				4					
845012	腾空结束		1.7	0	Attack38		845036			10	4				4					
845013	横切		2	0	Attack10					10	4				4					
845014	纵切		1.9	0	Attack11					10	4				4					
845015	狼嚎		2.8	0	Attack01					10	4				4					
845016	绕场而飞俯冲攻击		5.1	0	Attack50					10	6				4					
845017	防御中受击		1.9	0	Attack49					10	4				4					
845018	横扫甩尾		2.6	0	Attack05					10	4				4					
845019	鞭刃空翻		1.4	0	Attack04					10	4				4					
845020	跳劈		2.6	0	Attack06					10	4				4					
845021	三阶段鸟变兽爆气		2	0	Attack30			845198		10	4				4					
845022	绕场巡演		4	0	Attack15					10	4				4					
845023	导弹射击		1.8	0	Attack13					10	4				4					
845024	跳砸前		1	0	Attack31					10	4				4					
845025	起跳		1.2	0	Attack32					10	4				4					
845026	落地		0.9	0	Attack33		845036			10	4				4					
845027	冲锋前		0.9	0	Attack34					10	4				4					
845028	冲锋中		6	0	Attack35					10	6				4					
