Id	SkillId	Level	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubSkillId[5]	SubSkillId[6]	SubSkillId[7]	SubSkillId[8]	SubSkillId[9]	SubSkillId[10]	SubSkillId[11]	SubSkillId[12]	SubSkillId[13]	SubSkillId[14]	SubSkillId[15]	SubSkillId[16]	SubSkillId[17]	SubSkillId[18]	SubSkillId[19]	SubSkillId[20]	SubSkillId[21]	SubSkillId[22]	SubSkillId[23]	SubSkillId[24]	SubSkillId[25]	SubSkillId[26]	SubSkillId[27]	SubSkillId[28]	SubSkillId[29]	SubSkillId[30]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]	SubMagicId[5]	SubMagicId[6]	SubMagicId[7]	SubMagicId[8]	SubMagicId[9]	SubMagicId[10]	SubMagicId[11]	SubMagicId[12]	SubMagicId[13]	SubMagicId[14]	SubMagicId[15]	SubMagicId[16]	SubMagicId[17]	SubMagicId[18]	SubMagicId[19]	SubMagicId[20]	SubMagicId[21]	SubMagicId[22]	SubMagicId[23]	SubMagicId[24]	SubMagicId[25]	SubMagicId[26]	SubMagicId[27]	SubMagicId[28]	SubMagicId[29]	SubMagicId[30]	Ability	ResonanceAbility	PlusAbility
1	101201	1					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									0	25	25
2	101201	2					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									5	50	50
3	101201	3					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									10	75	75
4	101201	4					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									15	100	100
5	101201	5					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									20	125	125
6	101201	6					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									25	150	150
7	101201	7					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									30	175	175
8	101201	8					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									35	200	200
9	101201	9					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									40	225	225
10	101201	10					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									45	250	250
11	101201	11					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									52	275	275
12	101201	12					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									60	300	300
13	101201	13					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									67	0	0
14	101201	14					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									75	0	0
15	101201	15					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									82	0	0
16	101201	16					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									90	0	0
17	101201	17					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									97	0	0
18	101201	18					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									105	0	0
19	101201	19					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									110	0	0
20	101201	20					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									115	0	0
21	101201	21					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									120	0	0
22	101201	22					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									125	0	0
23	101201	23					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									130	0	0
24	101201	24					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									135	0	0
25	101201	25					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									140	0	0
26	101201	26					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									145	0	0
27	101201	27					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									150	0	0
28	101201	28					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									155	0	0
29	101201	29					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									160	0	0
30	101201	30					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									165	0	0
31	101201	31					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									170	0	0
32	101201	32					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									175	0	0
33	101201	33					100101	100102	100103	100134	100135	100136																									100101	100102	100103	100144	100145	100146																									180	0	0
