Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
102701021	2	1	0		15	0.1	0	0	-150	2	-2.7	3.5	0			1	1	1	0.5
102702021	2	1	0		5	0.1	0	0	-50	2	-2.7	2.2	0			1	1		
102702031	6	1.3	0		8	0.13	0		-60	2	-2.7	3.5	0			1	1		
102703021	3	1.3	0		20	0.1	0	0	-150	2.5	-2.5	15	0	0.4			1	1	1.2
102704031	3	1	0.1		20	0.1	0	0	-150	2	-2.7	4	0			1	1	1	0.5
102704041	3	1	0.2		20	0.1	0	0	-150	2	-2.7	7	0				1	1	0.5
102705011	5	1	0.2		8	0.2	1		-40	6	-4	4	0			1	1	1	0.6
102706011	5	1	0.2		8	0.2	1		-40	6	-4	4	0			1	1	1	0.6
102707011	3	1	0.2		8	0.2	1	0	-40	6	-4	5	0			1	1	1	0.6
102708021	2	1	0				1	0		0	-1	0	0						
102708091	1	0.4	0		4	0.12	1	0	-30	1	-3.5	2	0			1	1		
102709021	2	1	0				1	0		0	-1	0	0						
102709031	2	1	0				1	0		1.5	-2	3	0						
102709091	1	0.4	0		4	0.12	1	0	-30	1	-3.5	2	0			1	1		
102710021	3	0.4	0		0.5	0.12	1	0	-30	0	0	-30	20	0.4		1	1	1	1.5
102710031	2	1	0				1	0		1.5	-2	3	0						
102710091	1	0.4	0		4	0.12	1	0	-30	1	-3.5	2	0			1	1		
102711071	2	1	0				1	0		0	-1	0	0			1	1		
102712071	2	1	0				1	0		0	-1	0	0			1	1		
102712081	2	1	0				1	0		1.5	-2	3	0						
102713071	2	1	0				1	0		0	-1	0	0			1	1		
102713081	2	1	0				1	0		0	-1	0	0			1	1		
102715011	1	1	0.2		10	0.2	1	0	-50	2	-2.7	2.2	0			1	1		
102715141	5	1.3	0		10	0.2	1		-50	4	-3.5	3.5	0						
102716011	3	1.3	0		6	0.2	1	0	-30	4	-3.5	3.5	0			1	1		
102716021	3	1.3	0		6	0.2	1	0	-30	1	-3.5	3.5	0			1	1		
102719021	3	1	0				1	0		0	-1	0	0						
102719031	2	1	0				1	0		1.5	-2	3	0						
102725021	2	1	0		15	0.1	0	0	-150	2	-2.7	3.5	0			1	1	1	0.5
102728031	3	1	0.2		5	0.1	1	0	-150	0.2	-10	8	0			1	1	1	0.1
102728041	3	1	0.2		5	0.1	1	0	-150	0.2	-10	8	0			1	1	1	2
102728051	3	1	0.2		5	0.1	1	0	-150	0.2	-10	8	0			1	1	1	3
102729021	3	1	0		5	0.1	0	0	-150	0	0	2.3	0			0	1		
102730021	3	1	0		5	0.1	0	0	-150	0	0	2.3	0			0	1		
102730031	3	1	0		5	0.1	0	0	-150	0	0	2.3	0			0	1		
102730061	3	1	0		5	0.1	0	0	-150	2	-0.4	2.3	2.3		99999	0	1		
102731031	3	1	0.2		5	0.1	1	0	-150	0.2	-10	25	25	0.6		1	1	1	0
102732021	3	1	0		5	0.1	1	0	-150	0.2	-10	5	4	0.2		1	1	1	0
102736021	3	1	0		5	0.1	0	0	-150	0	0	2.3	0			0	1		
102736031	3	1	0		5	0.1	0	0	-150	0	0	2.3	0			0	1		
102738031	3	1	0		5	0.1	1	0	-150	0.2	-10	10	0			0	1	1	0.2
102738041	3	1	0		5	0.1	1	0	-150	0.2	-10	12	0			0	1	1	1.4
102739011	3	1	0.2		5	0.1	1	0	-150	0.2	-10	-8	8			1	1	1	0
102739021	3	1	0.2		5	0.1	1	0	-150	0.2	-10	-8	8			1	1	1	0
102739031	3	1	0.2		5	0.1	1	0	-150	0.2	-10	-8	8			1	1	1	0
102739041	3	1	0.2		5	0.1	1	0	-150	5	-20	14	0			1	1	1	0.2
102741051	1	0.4	0		1	0.12	1	0	-30	1	-3.5	2	0			1	1		
102742051	1	0.4	0		1	0.12	1	0	-30	1	-3.5	2	0			1	1		
102743051	1	0.4	0		4	0.12	1	0	-30	1	-3.5	2	0			1	1		
102744041	3	1	0.7				1	0		0	1	7.5	0			1	1		
102745041	3	1	0.7				1	0		0	1	7.5	0			1	1		
102746041	3	1	0.7				1	0		0	1	7.5	0			1	1		
102748031	3	1	0		7	0.45	0	0	-15.6	5	-35	15	0	0.2		0	1	1	0.1
102748071	3	0	0		7	0.45	0	0	-15.6	0	-35	-20	20			0	1	1	0.8
102763011	3	1	0				1	0		4	-1	0	0						
102765021	3	1.3	0.3		20	0.1	0	0	-150	1	-2.7	4	0	-60		1	1		
102766021	5	1.3	0		8	0.2	1		-40	4	-3.5	3.5	0						
102766071	2	1	0				1	0		0	-1	0	0			1	1		
102766081	2	1	0				1	0		1.5	-2	3	0						
102767031	3	1	0.2		5	0.1	1	0	-150	0.2	-10	8	0			1	1	1	0.1
102767041	3	1	0.2		5	0.1	1	0	-150	0.2	-10	8	0			1	1	1	2
102767051	3	1	0.2		5	0.1	1	0	-150	0.2	-10	8	0			1	1	1	3
102799021	2	1	0		15	0.1	0	0	-150	2	-2.7	3.5	0			1	1	1	0.5
