Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
870101031	1	0.2	0				1	0		1.5	-2	3	0						
870102031	1	0.2	0				1	0		1.5	-2	3	0						
870103041	1	0.6	0				1	0		1.5	-2	3	0						
870103131	1	0.6	0				1	0		1.5	-2	3	0						
870104031	1	0.6	0				1	0		1.5	-2	3	0						
870107081	4	0.8	0	2	10	0.8	1	3	5	10	-10	0	0						
870111031	4	0.8	0	2	10	0.8	1	3	5	10	-10	0	0						
870202121	1	0.6	0				1	0		1.5	-2	3	0						
870301011	1	0.6	0				1	0		1.5	-2	3	0						
870302011	1	0.6	0				1	0		1.5	-2	3	0						
870303011	1	0.6	0				1	0		1.5	-2	3	0						
870304011	1	0.6	0				1	0		1.5	-2	3	0						
873101041	5	0.6	0		1	1	1		0	1.5	-2	3	0						
873102031	4	0.6	0	2	5	0.6	1	3	0	5	-10	0	0						
873103021	5	0.6	0		1	1	1		0	1.5	-2	3	0						
873103061	3	0.6	0				1	1		2	-2	6	0						
873103101	4	0.6	0	2	4	0.6	1	3	-1	10	-5	0	7						
873105061	5	0.6	0		0	0	1		0	1.5	-2	3	0						
873105081	3	0.6	0				1	1		10	-10	6	0						
873106101	1	0.6	0				1	0		1.5	-2	3	0						
873107061	4	0.8	0	2	10	0.4	1	3	-10	10	-5	0	0						
873107081	4	0.8	0	2	10	0.4	1	3	-10	10	-5	0	0						
873108021	5	0.6	0				1			1.5	-2	3	0						
873108041	6	0.6	0				1			1.5	-2	3	0						
873108081	3	0.6	0				1	1		5	-5	5	0						
873109061	4	0.8	0	2	5	0.8	1	3	5	10	-5	0	7						
873110021	6	0.6	0				1			1.5	-2	3	0						
873110041	5	0.6	0				1			1.5	-2	3	0						
873110051	4	0.6	0	2	5	0.6	1	3	5	10	-5	0	7						
873113041	3	0.6	0		5	0.6	1	1	5	10	-5	7	0						
873301061	5	0.7	0		15	0.2	1		-8	1.5	-2	3	0						
873301071	3	0.7	0				1	1		5	-3	7	0						
873302011	5	1	0				1			1.5	-2	3	0						
873302021	2	0.7	0				1	0		1.5	-2	3	0						
873303011	6	0.7	0				1			1.5	-2	3	0						
873303021	5	0.7	0				1			1.5	-2	3	0						
873303031	4	0.7	0	2	15	0.7	1	3	-8	10	-5	0	0						
873304011	6	0.25	0				1			1.5	-2	3	0						
873304021	5	0.7	0				1			1.5	-2	3	0						
873304031	6	0.7	0				1			1.5	-2	3	0						
873304041	4	0.7	0	2	20	0.7	1	3	-20	15	-15	0	0						
873304051	6	0.7	0				1			1.5	-2	3	0						
873304061	6	0.7	0				1			1.5	-2	3	0						
873305011	5	0.7	0		6	0.1	1		-6	1.5	-2	3	0						
873305021	2	0.7	0		6	0.1	1	0	-6	1.5	-2	3	0						
873305031	1	0.7	0		6	0.1	1	0	-6	1.5	-2	3	0						
873305041	4	0.7	0	2	15	0.7	1	3	-8	15	-15	0	0						
873306151	5	0.7	0		15	0.2	1		-8	1.5	-2	3	0						
873307051	5	0.7	0				1			1.5	-2	3	0						
873307061	2	0.7	0		6	0.1	1	0	-6	1.5	-2	3	0						
873311011	3	0.5	0		10	0.4	1	1		15	-13	5	0						
873312011	5	0.8	0.2				1			1.5	-2	3	0						
873312021	6	0.8	0.2				1			1.5	-2	3	0						
873312031	5	0.8	0.2				1			1.5	-2	3	0						
873312041	6	0.8	0.2				1			1.5	-2	3	0						
873312051	5	0.8	0.2				1			1.5	-2	3	0						
873315011	5	0.7	0				1			1.5	-2	3	0						
873315021	3	0.7	0				1	1		1	-2	5	0						
873315031	3	0.7	0		30	0.7	1	1	-25	20	-15	7	0						
873316011	3	0.5	0.7		10	0.4	1	1		15	-13	5	0						
873316021	3	0.5	0.7		10	0.4	1	1		15	-13	5	0						
873316031	3	0.5	0.7		10	0.4	1	1		15	-13	5	0						
