Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
994100011	5	0.3	0				1			1.5	-2	3	0						
994100051	5	0.3	0				1			1.5	-2	3	0						
994100061	4	0.6	0	2	10	0.3	1	3											
994100071	5	0.3	0				1			1.5	-2	3	0						
994100121	0	0	0				1			1.5	-2	3	0						
994100131	0	0	0				1			1.5	-2	3	0						
994100161	0	0	0				1			1.5	-2	3	0						
994100171	0	0	0				1			1.5	-2	3	0						
994100181	0	0	0				1			1.5	-2	3	0						
994100191	0	0	0				1			1.5	-2	3	0						
994100201	0	0	0				1			1.5	-2	3	0						
994110011	5	0.6	0				1			1.5	-2	3	0						
994201011	5	0.8	0.2		10		1			1.5	-2	3	0						
994203011	5	0.8	0.2		10		1			1.5	-2	3	0						
994500011	1	0.3	0				1	0		1.5	-2	3	0						
994500101	5	0.6	0				1			1.5	-2	3	0						
994500151	3	0.3	0		20	0.2	1	1	-100	0	0	4.242640687	0						
994701011	5	0.8	0.2		10		1			1.5	-2	3	0						
994703011	5	0.8	0.2		10		1			1.5	-2	3	0						
994704071	3	0.2	0				1	1		1.5	-2	3	0						
904001011	3	0.5	0		10	0.6	1	1	-15	10	-16	5.5	0						
904002011	5	0.6	0		15	0.1	1		-50	1.5	-2	3	0						
904003011	5	0.6	0		20	0.1	1		-50	1.5	-2	3	0						
904004011	5	0.6	0		15	0.1	1		-30	1.5	-2	3	0						
904005011	4	0.6	0	2	10	0.5	1	3		18	-30	5	0						
904501011	6	0.6	0		15	0.1	1		-100	1.5	-2	3	0						
904502011	3	0.5	0		10	0.45	1	1	-10	10	-15	5.196152423	0						
904503011	2	0.6	0		15	0.1	1	0	-100	1.5	-2	3	0						
904506011	2	0.6	0		10	0.5	1	0		1.5	-2	3	0						
904506041	5	0.6	0				1			1.5	-2	3	0						
904506061	4	0.6	0	2	26	1	1	3	-15										
904514011	3	0.5	0		10	0.45	1	1	-10	10	-10	5.196152423	0						
904515011	2	0.6	0				1	0		1.5	-2	3	0						
904515031	5	0.6	0				1			1.5	-2	3	0						
904515051	4	0.6	0	2	25	1	1	3	-15										
904519011	6	0.6	0		15	0.1	1		-100	1.5	-2	3	0						
904521011	3	0.5	0		10	0.45	1	1	-10	10	-10	5.196152423	0						
904552011	3	1.5	0		15	0.1	1	1	-100	15	-100	5.477225575	0						
904553011	2	0.6	0		15	0.1	1	0	-100	1.5	-2	3	0						
904554011	2	0.6	0				1	0		1.5	-2	3	0						
904555011	3	0.5	0		10	0.45	1	1	-10	10	-10	5.196152423	0						
904556011	2	0.6	0		10		1	0		1.5	-2	3	0						
904556051	5	0.6	0				1			1.5	-2	3	0						
904556071	4	0.6	0	2	26	1	1	3	-15										
904559011	3	0.5	0		10	0.45	1	1	-10	10	-10	5.196152423	0						
904564011	4	0.6	0	2	26	1	1	3	-15										
904564031	4	0.6	0	2	26	1	1	3	-15										
904567011	4	0.6	0	2	26	1	1	3	-15										
904601011	1	0.6	0				1	0		1.5	-2	3	0						
904601021	2	0.6	0				1	0		1.5	-2	3	0						
904609011	3	0.5	0		10	0.45	1	1	-10	10	-10	5.196152423	0						
904612021	1	0.3	0				1	0		1.5	-2	3	0						
904612031	1	0.3	0				1	0		1.5	-2	3	0						
904612041	1	0.3	0				1	0		1.5	-2	3	0						
904612051	1	0.3	0				1	0		1.5	-2	3	0						
904612061	1	0.3	0				1	0		1.5	-2	3	0						
904612071	1	0.3	0				1	0		1.5	-2	3	0						
904612081	1	0.3	0				1	0		1.5	-2	3	0						
904612091	1	0.3	0				1	0		1.5	-2	3	0						
904612101	1	0.3	0				1	0		1.5	-2	3	0						
904612111	1	0.3	0				1	0		1.5	-2	3	0						
904612121	1	0.3	0				1	0		1.5	-2	3	0						
904612131	1	0.3	0				1	0		1.5	-2	3	0						
961808041	3	0.2	0				1	1		1.5	-2	3	0						
