Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
846001051	3	0.8	0				1	1		20	-25	5	0						
846001061	3	0.8	0				1	1		20	-25	5	0						
846001961	1	0.4	0				1	0		20	-25	5	0						
846001951	2	0.4	0				1	0		20	-25	5	0						
846001941	1	0.4	0				1	0		20	-25	5	0						
846002081	6	0.8	0		15	0.4	1		-7	20	-25	5	0						
846002091	3	0.8	0				1	1		20	-25	5	0						
846003051	5	0.8	0				1			20	-25	5	0						
846004061	3	0.8	0				1	1		20	-25	5	0						
846005071	2	0.3	0				1	0		1.5	-2	3	0						
846005081	1	0.3	0		6	0.2	1	0	-2	1.5	-2	3	0						
846005091	1	0.3	0		6	0.2	1	0	-2	1.5	-2	3	0						
846006021	5	0.6	0				1			1.5	-2	3	0						
846007171	3	0.8	0				1	1		20	-25	5	0						
846010041	2	0.6	0				1	0		20	-25	5	0						
846011041	5	0.8	0				1			20	-25	5	0						
846015041	5	0.8	0				1			20	-25	5	0						
846015051	5	0.8	0				1			20	-25	5	0						
846016051	6	0.8	0		8	0.2	1		-2	20	-25	5	0						
846101011	5	0.8	0				1			20	-25	5	0						
846101961	6	0.3	0				1			1.5	-2	3	0						
846102161	3	0.8	0				1	1		20	-25	5	0						
846102201	6	0.6	0				1			1.5	-2	3	0						
846102231	6	0.6	0				1			1.5	-2	3	0						
846102261	6	0.6	0				1			1.5	-2	3	0						
846102971	6	0.2	0				1			1.5	-2	3	0						
846102981	5	0.2	0				1			1.5	-2	3	0						
846102991	6	0.2	0				1			1.5	-2	3	0						
846103071	1	0.6	0				1	0		1.5	-2	3	0						
846103991	1	0.6	0				1	0		1.5	-2	3	0						
846104261	3	0.8	0				1	1		20	-25	5	0						
846104971	1	0.1	0				1	0		1.5	-2	3	0						
846104981	1	0.1	0				1	0		1.5	-2	3	0						
846104991	2	0.1	0				1	0		1.5	-2	3	0						
846111011	3	0.8	0				1	1		20	-25	5	0						
846114421	5	0.8	0				1			20	-25	5	0						
846114431	3	0.8	0				1	1		20	-25	5	0						
846114961	2	0.1	0				1	0		1.5	-2	3	0						
846114971	2	0.1	0				1	0		1.5	-2	3	0						
846114981	2	0.1	0				1	0		1.5	-2	3	0						
846114991	5	0.25	0				1			1.5	-2	3	0						
