Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
855503081	5	0.5	0				1			2	-2.7	1.8	0						
855506061	2	0.3	0				1	0		1.5	-2	3	0						
855506071	2	0.3	0				1	0		1.5	-2	3	0						
855507031	5	0.6	0		10	0.2	1		-8	1.5	-2	3	0						
855508061	1	0.2	0				1	0		2	-2.7	1.8	0						
855508071	5	0.4	0		10	0.1	1		-8	2	-2.7	3	0						
855508081	6	0.6	0		10	0.1	1		-5	2	-2.7	3	0						
855509081	1	0.2	0				1	0		2	-2.7	1.8	0						
855509091	5	0.2	0				1			2	-2.7	1.8	0						
855509101	6	0.4	0		10	0.1	1		-8	2	-2.7	3	0						
855509111	5	0.6	0		10	0.1	1		-5	2	-2.7	3	0						
855516161	5	0.4	0				1			1.5	-2	3	0						
855516171	3	0.8	0		8	0.1	1	1	-10	10	-8	5	0						
855519061	1	0.4	0				1	0		2	-2.7	1.8	0						
855519071	5	0.4	0				1			2	-2.7	3	0						
855519081	6	0.6	0				1			2	-2.7	3	0						
855520061	5	0.2	0				1			1	-1.5	5	0						
855604121	4	0.8	0	2	20	1	1	3	-20	3	-1.7	3	2						
855605051	5	0.4	0				1			1.5	-2	3	0						
855606091	4	0.4	0	2	10	1	1	3	-20	5	-3	3	2						
855606101	5	0.6	0				1			1.5	-2	3	0						
855606111	3	0.8	0		8	0.2	1	1	-10	8	-10	8	0						
855606121	4	0.6	0	2	20	1	1	3	-20	3	-1.7	3	2						
855607091	6	0.1	0		10	0.2	1		-8	2	-2.7	3	0						
855607101	3	0.1	0				1	1		1	-2.7	5	0						
855607111	4	0.2	0	2	10	0.5	1	3	-5	5	-2.7	3	0						
855607121	5	0.2	0				1			6	-2	8	0						
855608051	4	0.2	0	2	10	0.5	1	3	-5	5	-2.7	3	0						
855609051	6	0.2	0		5	0.2	1			1.5	-2	3	0						
855610151	5	0.2	0		5	0.2	1			1.5	-2	3	0						
855610161	6	0.2	0		5	0.2	1			1.5	-2	3	0						
855611251	5	0.2	0		5	0.2	1			1.5	-2	3	0						
855611261	6	0.2	0		5	0.2	1			1.5	-2	3	0						
855611271	5	0.2	0		5	0.2	1			1.5	-2	3	0						
855611281	6	0.2	0		5	0.2	1			1.5	-2	3	0						
855611291	6	0.2	0		5	0.2	1			1.5	-2	3	0						
855611311	5	0.2	0		5	0.2	1			1.5	-2	3	0						
855612041	6	0.8	0		5	0.5	1		-5	5	-2.7	3	0						
855614141	2	0.2	0				1	0		1.5	-2	3	0						
855614151	3	0.6	0				1	1		-10	-10	5	0						
855617101	3	0.8	0		10	0.2	1	1	-10	20	-10	5	0						
855619051	3	0.2	0		8	0.2	1	1	-10	15	-10	5	0						
855619131	3	0.2	0		8	0.2	1	1	-10	15	-10	5	0						
855619141	3	0.2	0		8	0.2	1	1	-10	15	-10	5	0						
855619151	3	0.2	0		8	0.2	1	1	-10	15	-10	5	0						
855620051	6	0.2	0				1			5	-2.7	3	0						
855623121	3	0.8	0		8	0.2	1	1	-10	8	-10	8	0						
