Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
103301031	1	1	0				0	0		1.5	-2	3	0						
103302031	2	1	0				0	0		1.5	-2	3	0						
103303051	1	0.2	0		10	0.2	0	0	-50	1.5	-2	3	0						
103304041	3	0.8	0				0	3		0	0	5	3	0.5					
103305051	3	1	0				0	3		0	0	3.5	0	0.5					
103306041	7	1	0				0			0	0	-50	50	0.155					
103308051	1	1	0				1	0		1.5	-2	3	0						
103309051	1	1	0				1	0		1.5	-2	3	0						
103310051	1	1	0				1	0		1.5	-2	3	0						
103322091	3	1	0				1	3		0	0	4	2						
103323121	2	1	0				1	0		1.5	-2	3	0						
103325091	3	1	0				1	3		0	0	4	2						
103326121	2	1	0				1	0		1.5	-2	3	0						
103328091	3	1	0				1	3		0	0	4	2						
103332051	1	1	0				1	0		1.5	-2	3	0						
103336221	1	1	0				1	0		1.5	-2	3	0						
103337221	1	1	0				1	0		1.5	-2	3	0						
103338221	1	1	0				1	0		1.5	-2	3	0						
103339221	1	1	0				1	0		1.5	-2	3	0						
103340221	1	1	0				1	0		1.5	-2	3	0						
103341221	1	1	0				1	0		1.5	-2	3	0						
103342021	1	1	0				1	0		1.5	-2	3	0						
103342031	1	1	0				1	0		1.5	-2	3	0						
103342061	3	1	0				1	3		0	0	4	1						
103346111	3	1	0				1	3		0	0	3.5	0	0.5					
103310971	1	1	0				1	0		1.5	-2	3	0						
103341881	1	1	0				1	0		1.5	-2	3	0						
103305981	3	1	0				0	3		0	0	3.5	0	0.5					
103306981	7	1	0				0			0	0	-50	50	0.155					
103328981	3	1	0				1	3		0	0	4	2						
103326981	5	1	0				1			1.5	-2	3	0						
