Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
991106041	5	0.3	0							1.5	-2	3	0						
991106061	5	0.3	0							1.5	-2	3	0						
991106081	1	0.3	0					0		1.5	-2	3	0						
991106491	1	0.8	0					0		1.5	-2	3	0						
991106631	6	0.8	0		1	0.3	1		0	1.5	-2	3	0						
991106771	4	0.8	0	2	2	1	1	3	0										
991106811	4	0.8	0	2	2	1	1	3	0										
991106841	5	0.2	0				1			1.5	-2	3	0						
991106871	5	0.2	0				1			1.5	-2	3	0						
991106901	5	0.8	0							1.5	-2	1	1						
991106921	1	0.8	0					0		1.5	-2	3	0						
991107721	1	0.8	0					0		1.5	-2	3	0						
991107801	1	0.8	0					0		1.5	-2	3	0						
991107811	1	0.8	0					0		1.5	-2	3	0						
991107821	1	0.8	0					0		1.5	-2	3	0						
