Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
908301021	6	0.8	0				1			1.5	-2	3	0						
908302041	6	0.8	0		3	0.5	1			1.5	-2	3	0						
908303041	5	0.8	0				1			1.5	-2	3	0						
908304021	5	0.8	0				1			1.5	-2	3	0						
908305041	6	0.8	0				1			1.5	-2	3	0						
908401041	1	0.4	0		2	0.8	1	0		1.5	-2	3	0						
908402031	4	0.8	0	2	3	0.8	1	3											
908505011	2	0.8	0		0	0	0	0	0	1.5	-2	3	0						
908507011	1	0.8	0		0	0	0	0	0	1.5	-2	3	0						
908508011	2	0.8	0		0	0	0	0	0	1.5	-2	3	0						
908701031	6	0.8	0				0			1.5	-2	3	0						
908702031	3	0.8	0				0	1		20	-40	4	0						
908703021	6	0.8	0				0			1.5	-2	3	0						
908703031	3	0.8	0				0	1		20	-40	4	0						
908704031	3	0.8	0				0	1		20	-40	4	0						
908705041	5	0.8	0				0			1.5	-2	3	0						
908705051	5	0.8	0				0			1.5	-2	3	0						
908705061	3	0.8	0				0	1		20	-40	4	0	1					
908708021	3	0.8	0				0	1		15	-15	4	0	1					
908714981	1	0.35	0				1	0		1.5	-2	3	0						
908714991	2	0.35	0				1	0		1.5	-2	3	0						
908801011	5	0.4	0				1			1.5	-2	3	0						
908801021	1	0.3	0				1	0		1.5	-2	3	0						
908802011	3	0.8	0				1	1		10	-10	4	0	1					
908804021	3	0.8	0				1	1		0	0	10	0	1					
908807041	3	0.8	0				1	1		6	-6	3	0	1					
908811011	3	0.8	0				1	1		10	-10	4	0	1					
908812021	3	0.8	0				1	1		10	-10	4	0	1					
908814011	1	0.8	0				1	0		1.5	-2	3	0						
908815011	3	0.8	0				1	1		6	-6	4	0	1					
908816011	3	0.8	0				1	1		6	-6	4	0	1					
908817011	3	0.8	0				1	1		6	-6	4	0	1					
908601041	2	0.15	0				1	0		1.5	-2	3	0						
908601051	1	0.15	0				1	0		1.5	-2	3	0						
908602021	3	0.8	0				1	1		1.5	-2	2	0						
908901041	4	0.8	0	2			1	3											
908901051	5	0.35	0				1			1.5	-2	3	0						
908902021	2	0.4	0				1	0		1.5	-2	3	0						
908902041	1	0.4	0				1	0		1.5	-2	3	0						
908905031	4	0.8	0	2			1	3											
908914011	4	0.8	0	2			1	3											
909006011	4	0.8	0	2			0	3											
909007021	4	0.8	0	2			1	3											
909008021	4	0.8	0	2			1	3											
909201021	6	0.5	0				1			1.5	-2	3	0						
909102021	2	0.4	0				1	0		1.5	-2	3	0						
909103061	2	0.4	0				1	0		1.5	-2	3	0						
909103071	6	0.8	0				1			1.5	-2	3	0						
909103081	2	0.4	0				1	0		1.5	-2	3	0						
909103091	2	0.4	0				1	0		1.5	-2	3	0						
909103101	3	0.8	0		5	1	1	1		15	-20	5	0						
909104101	3	0.8	0				1	1		10	-15	5	0						
909105031	6	0.8	0				1			1.5	-2	3	0						
909106031	4	0.8	0	2			1	3											
909106041	4	0.8	0	2			1	3											
909109031	5	0.5	0				1			1.5	-2	3	0						
909110031	5	0.3	0				1			1.5	-2	3	0						
909110041	3	0.6	0		5	1	1	1		15	-20	5	0						
909112021	3	0.6	0		5	1	1	1		15	-20	5	0						
909114021	5	0.8	0				1			1.5	-2	3	0						
909114041	3	0.6	0		5	1	1	1		15	-20	5	0						
909115051	6	0.8	0				1			1.5	-2	3	0						
