Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
131101011	2	1	0		4	0.2	1	0	0	2	-2.7	2.2	1						
131102011	1	1	0		3	0.2	1	0	0	2	-2.7	2.2	1						
131102021	5	1	0		4	0.1	1		0	2	-2.7	2.2	1						
131103011	1	1	0		3	0.2	1	0	0	2	-2.7	2.2	1						
131103021	2	1	0		3	0.2	1	0	0	2	-2.7	2.2	1						
131103031	3	1.3	1.3		4	0.1	1	3	0	2	-1	6	1.5	1					
131104011	5	1	0.4		10	0.15	1		-50	0	-1	2	1						
131104021	5	1	0.4		10	0.15	1		-50	0	-1	2	1						
131104051	5	1	0.4		10	0.15	1		-50	0	-1	2	1						
131104061	5	1	0.4		10	0.15	1		-50	0	-1	2	1						
131104131	5	1	0.4		10	0.15	1		-50	0	-1	2	1						
131105011	4	1	0.2	2	10	0.2	1	3	-5	12	-8	0	2	0.5					
131106011	5	1	0		4	0.1	1		0	2	-2.7	2.2	1						
131111051	1	1	0				1	0		0	-1	2	1						
131111061	2	1	0				1	0		2	-10	2	0						
131111071	1	1	0				1	0		2	-10	2	0						
131111081	2	1	0				1	0		2	-10	2	0						
131111101	5	1	0		10	0.15	1		-50	2	-10	2	0						
131112051	1	1	0				1	0		0	-1	2	1						
131112061	2	1	0				1	0		2	-10	2	0						
131112071	1	1	0				1	0		2	-10	2	0						
131112081	2	1	0				1	0		2	-10	2	0						
131112101	5	1	0		10	0.15	1		-50	2	-10	2	0						
131113071	2	1	0				1	0		2	-10	2	0						
131113081	1	1	0				1	0		0	-1	2	1						
131113091	2	1	0				1	0		2	-10	2	0						
131113101	1	1	0				1	0		2	-10	2	0						
131113111	2	1	0				1	0		2	-10	2	0						
131113131	5	1	0		10	0.15	1		-50	2	-10	2	0						
131114071	2	1	0				1	0		2	-10	2	0						
131114081	1	1	0				1	0		0	-1	2	1						
131114091	2	1	0				1	0		2	-10	2	0						
131114101	1	1	0				1	0		2	-10	2	0						
131114111	2	1	0				1	0		2	-10	2	0						
131114131	5	1	0		10	0.15	1		-50	2	-10	2	0						
131121081	1	1	0				1	0		1.5	-2	3	0						
131121101	5	1	0				1			1.5	-2	3	0						
131122081	1	1	0				1	0		1.5	-2	3	0						
131122101	5	1	0				1			1.5	-2	3	0						
131123081	1	1	0				1	0		1.5	-2	3	0						
131123101	5	1	0				1			1.5	-2	3	0						
131124081	1	1	0				1	0		1.5	-2	3	0						
131124101	5	1	0				1			1.5	-2	3	0						
131131031	1	1	0				1	0		2	-10	2	0						
131131041	2	1	0.1				1	0		0	-1	0.2	0						
131132031	1	1	0				1	0		2	-10	2	0						
131132041	2	1	0.1				1	0		0	-1	0.2	0						
131133071	6	1	0				1			2	-10	2	0						
131133081	1	1	0				1	0		2	-10	2	0						
131133091	2	1	0.1				1	0		0	-1	0.2	0						
131134071	6	1	0				1			2	-10	2	0						
131134081	1	1	0				1	0		2	-10	2	0						
131134091	2	1	0.1				1	0		0	-1	0.2	0						
131139031	2	1	0				1	0		2	-10	2	0						
131143021	5	1	0				1			2	-10	2	0						
131144021	6	1	0				1			2	-10	2	0						
131145021	5	1	0				1			2	-10	2	0						
131146021	6	1	0				1			2	-10	2	0						
131147021	5	1	0				1			2	-10	2	0						
131150071	6	1	0				1			2	-10	2	0						
131151041	6	1	0				1			2	-10	2	0						
131154071	5	1	0				1			2	-10	2	0						
131155041	6	1	0				1			2	-10	2	0						
131156061	5	1	0				1			2	-10	2	0						
131157041	5	1	0				1			2	-10	2	0						
131158061	5	1	0				1			2	-10	2	0						
131159041	5	1	0				1			2	-10	2	0						
131160061	5	1	0				1			2	-10	2	0						
131161041	5	1	0				1			2	-10	2	0						
131162071	5	1	0				1			2	-10	2	0						
131163051	5	1	0				1			2	-10	2	0						
131164031	5	1	0				1			2	-10	2	0						
131170071	2	1	0				1	0		2	-10	2	0						
131170081	1	1	0				1	0		0	-1	2	1						
131170091	2	1	0				1	0		2	-10	2	0						
131170101	1	1	0				1	0		2	-10	2	0						
131170111	2	1	0				1	0		2	-10	2	0						
131170131	5	1	0		10	0.15	1		-50	2	-10	2	0						
131172081	1	1	0				1	0		1.5	-2	3	0						
131172101	5	1	0				1			1.5	-2	3	0						
131173071	6	1	0				1			2	-10	2	0						
131173081	1	1	0				1	0		2	-10	2	0						
