Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
873601071	2	0.6	0				1	0		1.5	-2	3	0						
873602071	2	0.6	0				1	0		1.5	-2	3	0						
873603071	2	0.6	0				1	0		1.5	-2	3	0						
873604081	2	0.6	0				1	0		1.5	-2	3	0						
873605091	2	0.6	0				1	0		1.5	-2	3	0						
873607031	5	0.6	0				1			1.5	-2	3	0						
873607081	5	0.6	0				1			1.5	-2	3	0						
873608091	2	0.6	0				1	0		1.5	-2	3	0						
873608101	2	0.6	0				1	0		1.5	-2	3	0						
873611091	2	0.6	0				1	0		1.5	-2	3	0						
873611101	2	0.6	0				1	0		1.5	-2	3	0						
873614081	2	0.6	0				1	0		1.5	-2	3	0						
873615081	2	0.6	0				1	0		1.5	-2	3	0						
874106171	2	0.6	0				1	0		1.5	-2	3	0						
874106181	2	0.6	0				1	0		1.5	-2	3	0						
874106191	2	0.6	0				1	0		1.5	-2	3	0						
874106201	2	0.6	0				1	0		1.5	-2	3	0						
874106211	2	0.6	0				1	0		1.5	-2	3	0						
874106221	2	0.6	0				1	0		1.5	-2	3	0						
874106231	2	0.6	0				1	0		1.5	-2	3	0						
874106241	2	0.6	0				1	0		1.5	-2	3	0						
874109171	2	0.5	0				1	0		1.5	-2	3	0						
874109181	2	0.5	0				1	0		1.5	-2	3	0						
874109191	2	0.5	0				1	0		1.5	-2	3	0						
874109201	2	0.5	0				1	0		1.5	-2	3	0						
874109211	2	0.5	0				1	0		1.5	-2	3	0						
874109221	2	0.5	0				1	0		1.5	-2	3	0						
874109231	2	0.5	0				1	0		1.5	-2	3	0						
874109241	2	0.5	0				1	0		1.5	-2	3	0						
874112051	6	0.8	0				1			1.5	-2	3	0						
874112061	6	0.8	0				1			1.5	-2	3	0						
874112071	6	0.8	0				1			1.5	-2	3	0						
874112081	6	0.8	0				1			1.5	-2	3	0						
874117171	2	0.6	0				1	0		1.5	-2	3	0						
874117181	2	0.6	0				1	0		1.5	-2	3	0						
874117191	2	0.6	0				1	0		1.5	-2	3	0						
874117201	2	0.6	0				1	0		1.5	-2	3	0						
874117211	2	0.6	0				1	0		1.5	-2	3	0						
874117221	2	0.6	0				1	0		1.5	-2	3	0						
