Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
853001041	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853002041	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853003101	5	0.6	0				1			1.5	-2	3	0						
853003111	6	0.6	0				1			1.5	-2	3	0						
853003121	4	0.6	0	2	2	1	1	3	0										
853005041	4	0.6	0	2	2	1	1	3	0										
853006131	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853006141	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853007051	5	0.6	0				1			1.5	-2	3	0						
853010101	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853010111	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853011061	5	0.6	0				1			1.5	-2	3	0						
853012051	4	0.6	0	2	2	1	1	3	0										
853013041	4	0.6	0	2			1	3											
853013051	4	0.6	0	2			1	3											
853013061	4	0.6	0	2			1	3											
853013071	4	0.6	0	2			1	3											
853013081	4	0.6	0	2			1	3											
853013091	4	0.6	0	2			1	3											
853014081	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853014091	6	0.6	0		1	0.3	1		0	1.5	-2	3	0						
853015061	5	0.6	0				1			1.5	-2	3	0						
853016031	6	0.6	0				1			1.5	-2	3	0						
853018061	4	0.6	0	2	1	1	1	3	0										
853019071	4	0.6	0	2	1	1	1	3	0										
853020061	4	0.6	0	2	1	1	1	3	0										
853021051	6	0.6	0				1			1.5	-2	3	0						
853022051	5	0.6	0				1			1.5	-2	3	0						
853101051	6	0.6	0				1			1.5	-2	3	0						
853101061	4	0.6	0	2	1	1	1	3	0										
853102071	6	0.6	0				1			1.5	-2	3	0						
853102081	5	0.6	0				1			1.5	-2	3	0						
853103081	5	0.6	0				1			1.5	-2	3	0						
853103091	6	0.6	0				1			1.5	-2	3	0						
853103101	4	0.6	0	2	1	1	1	3	0										
853104091	6	0.6	0				1			1.5	-2	3	0						
853104131	4	0.6	0	2	1	1	1	3	0										
853105081	3	0.6	0		15	0.7	1	1	-5	15	-10	9	9						
853105091	3	0.6	0		15	0.7	1	1	-5	15	-10	9	9						
853106091	5	0.6	0				1			1.5	-2	3	0						
853106101	5	0.6	0				1			1.5	-2	3	0						
853107061	3	1.2	0.6				1	1		5	-5	13	10			1			
853108051	5	0.6	0		2	0.5	1		0	1.5	-2	3	0						
853108061	6	0.6	0		2	0.5	1		0	1.5	-2	3	0						
853108071	5	0.6	0		2	0.5	1		0	1.5	-2	3	0						
853108081	6	0.6	0		2	0.5	1		0	1.5	-2	3	0						
853108091	4	0.6	0	2	5	1	1	3	-1										
853109041	5	0.6	0				1			1.5	-2	3	0						
853109051	5	0.6	0				1			1.5	-2	3	0						
853110031	4	0.6	0	2	2	1	1	3	-1										
853111081	5	0.6	0				1			1.5	-2	3	0						
853112091	6	0.6	0				1			1.5	-2	3	0						
853112101	4	0.6	0	2	1	1	1	3	0										
853113071	6	0.6	0				1			1.5	-2	3	0						
853113081	5	0.6	0				1			1.5	-2	3	0						
853114081	4	0.6	0	2	5	1	1	3	-1										
853117031	5	0.6	0				1			1.5	-2	3	0						
853119041	5	0.6	0				1			1.5	-2	3	0						
853121111	6	0.6	0				1			1.5	-2	3	0						
853121121	5	0.6	0				1			1.5	-2	3	0						
853123071	5	0.6	0				1			1.5	-2	3	0						
853123121	5	0.6	0				1			1.5	-2	3	0						
853501111	6	0.6	0				1			1.5	-2	3	0						
853501121	5	0.6	0				1			1.5	-2	3	0						
853501131	6	0.6	0		1	0.5	1		0	1.5	-2	3	0						
853502071	5	0.6	0		5	1	1		0	1.5	-2	3	0						
853502111	4	0.6	0	2			1	3											
853503081	5	0.6	0				1			1.5	-2	3	0						
853503091	6	0.6	0		1	1	1		0	1.5	-2	3	0						
853504081	4	0.6	0	2			1	3											
853505071	4	0.6	0	2			1	3											
853506051	4	0.6	0	2			1	3											
853506061	4	0.6	0	2			1	3											
853506071	4	0.6	0	2			1	3											
853507031	4	0.6	0	2			1	3											
853509111	4	0.6	0	2			1	3											
853511101	6	0.6	0				1			1.5	-2	3	0						
853511111	5	0.6	0		1	1	1		0	1.5	-2	3	0						
853511121	5	0.6	0		1	1	1		0	1.5	-2	3	0						
853511131	6	0.6	0		1	1	1		0	1.5	-2	3	0						
853514031	4	0.6	0	2	5	1	1	3	-5						1				
853515031	4	0.6	0	2	5	1	1	3	-5						1				
853516081	4	0.6	0	2	10	1	1	3	-10						1				
853522051	2	0.6	0		10	0.1	1	0	0	1.5	-2	3	0						
853523061	6	0.6	0				1			1.5	-2	3	0						
853524071	6	0.6	0				1			1.5	-2	3	0						
853525061	4	0.6	0	2			1	3											
853533101	4	0.6	0	2			1	3											
853602161	1	0.6	0				1	0		1.5	-2	3	0						
853602171	6	0.6	0				1			1.5	-2	3	0						
853604061	4	0.6	0	2	2	1	1	3	0										
853605041	4	0.6	0	2			1	3											
853605051	5	0.6	0				1			1.5	-2	3	0						
853605061	4	0.6	0	2			1	3											
853605071	4	0.6	0	2			1	3											
853606071	5	0.6	0				1			1.5	-2	3	0						
853607051	6	0.6	0				1			1.5	-2	3	0						
853607061	4	0.6	0	2			1	3											
853608071	3	0.6	0				1	1		1.5	-2	3	0		5				
853609031	3	0.6	0				1	1		1.5	-2	3	0						
853610061	4	0.6	0	2			1	3											
853612031	4	0.8	0	2			1	3							1				
853613031	4	0.8	0	2			1	3							1				
855701121	6	0.6	0				1			1.5	-2	3	0						
855701131	5	0.6	0				1			1.5	-2	3	0						
855701141	4	0.6	0	2	1	1	1	3	-1										
855702121	6	0.6	0				1			1.5	-2	3	0						
855702131	5	0.6	0				1			1.5	-2	3	0						
855702141	4	0.6	0	2	1	1	1	3	-1										
855703101	6	0.6	0				1			1.5	-2	3	0						
855703111	4	0.6	0	2	1	1	1	3	-1										
855704041	4	0.6	0	2	5	1	1	3	-5										
855704061	4	0.6	0	2	5	1	1	3	-5										
