Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
960111061	3	0.8	0					1		15	0	5.5	0						
960111071	3	0.8	0					1		0	0	3.5	0						
960111081	3	0.8	0					1		10	0	8	0						
960111101	3	0.8	0					1		150	0	80	0						
960111111	3	0.8	0					1		3	0	2	0						
960111121	4	5	0	2	1	0.1		3	0										
960111181	3	0.8	0					1		15	0	10	0						
960111241	1	0.8	0				0	0		1.5	-2	3	0						
960111251	2	0.5	0				0	0		1.5	-2	3	0						
960111261	6	0.8	0							1.5	-2	3	0						
960111271	5	0.8	0							1.5	-2	3	0						
960111401	6	0.8	0		14	0.15			-60	1.5	-2	3	0						
960111441	3	1	2				0	1		0	0	10.5	0			1	1		
960111461	6	0.8	0		20	0.1			-100	1.5	-2	3	0						
