Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
205021021	1	1	0				1	0		1.5	-2	3	0						
205023301	2	1	0				1	0		1.5	-2	3	0						
205043101	1	1	0				1	0		1.5	-2	3	0						
205061011	1	1	0				1	0		1.5	-2	3	0						
205082101	1	1	0				1	0		1.5	-2	3	0						
205090421	1	1	0		30	0.25	1	0	-120	10	-30	2.3	0						
205099041	1	1	0				1	0		1.5	-2	3	0						
205100031	1	1	0				1	0		1.5	-2	3	0						
205102011	1	1	0				1	0		1.5	-2	3	0						
206005051	4	1	0	2	10	0.1	1	3											
206201031	1	1	0				1	0		1.5	-2	3	0						
206210061	1	1	0				1	0		1.5	-2	3	0						
206210071	1	1	0				1	0		1.5	-2	3	0						
206210081	1	1	0				1	0		1.5	-2	3	0						
206210091	1	1	0				1	0		1.5	-2	3	0						
206308041	1	1	0				1	0		1.5	-2	3	0						
206310071	1	1	0				1	0		1.5	-2	3	0						
206311071	1	1	0				1	0		1.5	-2	3	0						
206311101	1	1	0				1	0		1.5	-2	3	0						
206312071	1	1	0				1	0		1.5	-2	3	0						
100201011	1	1	0				1	0		2	-2.7	1.7	1						
100202011	1	1	0				1	0		2	-2.7	1.7	1						
100203011	1	1	0				1	0		2	-2.7	1.7	1						
100204011	3	1	0				1	3		3.8	-2.7	5.7	1						
100205011	3	1	0				1	3		3.9	-2.7	6.3	1						
100206011	3	1	0				1	3		4	-2.7	6.5	1						
100207071	1	1	0		-2	0.1	1	0		0	-1	1.8	1						
100207081	4	1	0	2			1	3		2	-4	0	50						
100208011	1	1	0		6	0.12	0	0	-50	2	-2.7	2.3	1						
100209011	2	1	0		6	0.12	0	0	-50	2	-2.7	2	1						
100209021	6	1	0		10	0.1	0		-100	2	-2.7	2.6	1						
100210011	5	1	0		6	0.12	0		-50	2	-2.7	3.5	1						
100211011	6	1	0		10	0.125	0		-80	2	-2.7	2.8	1						
100212011	1	1	0		5	0.1	0	0	-50	2	-2.7	2.1	1						
100212021	1	1	0		5	0.1	0	0	-50	2	-2.7	2.3	1						
100213011	3	1	0				0	3		5.7	-6	5	1						
100214011	1	1	0		8	0.1	1	0	-80	2	-2.7	2.4	1						
100214031	1	1	0		8	0.1	1	0	-80	2	-2.7	2.5	1						
100215011	2	1	0		10	0.1	1	0	-100	2	-2.7	2.4	1						
100215031	2	1	0		10	0.1	1	0	-100	2	-2.7	2.5	1						
100216011	1	1	0		8	0.1	1	0	-80	2	-2.7	2.1	1						
100216031	1	1	0		8	0.1	1	0	-80	2	-2.7	2.1	1						
100216061	6	1	0		12	0.2	1		-60	3	-2	2.6	1						
100217021	5	1	0		15	0.2	1		-75	4.5	-2	5	1						
100220041	1	1	0		28	0.14	1	0	-200	2	-2.7	1.8	1						
100221041	1	1	0		28	0.14	1	0	-200	2	-2.7	1.8	1						
100222041	1	1	0		28	0.14	1	0	-200	2	-2.7	1.8	1						
100224011	1	1	0				1	0		2	-2.7	2.3	1						
100225011	1	1	0				1	0		2	-2.7	1.6	1						
100225021	1	1	0				1	0		2	-2.7	1.8	1						
100225061	2	1	0				1	0		2	-2.7	1.6	1						
100225071	2	1	0				1	0		2	-2.7	1.8	1						
100225111	2	1	0				1	0		2	-2.7	1.5	1						
100225121	2	1	0				1	0		2	-2.7	1.5	1						
100225131	5	1	0				1			2	-2.7	2	1						
100225171	6	1	0				1			4	-2	4	1						
100230031	2	1	0				0	0		2	-2.7	2.3	1						
100230041	6	1	0		15	0.2	0		-75	2	-2.7	2.3	1						
100231011	1	1	0		7	0.14	0	0	-50	2	-2.7	2.3	1						
100232011	1	1	0		7	0.14	1	0	-50	2	-2.7	2.1	1						
100232031	1	1	0		7	0.14	1	0	-50	2	-2.7	2.1	1						
