Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed	Rebound	IgnoreImmuneLevel	KeepBeHitFlyUp	ForceBeHit	ResetBeHitFlyHeight	BeHitFlyHeight
960109011	5	0.8	0							1.5	-2	3	0						
960109211	5	0.8	0							1.5	-2	3	0						
960109281	1	1	0				0	0		2	-6	0	12						
960109291	4	1	0	2	8	0.2	0	3	-10										
960109321	5	0.8	0							1.5	-2	3	0						
960109331	2	0.8	0					0		1.5	-2	3	0						
960109351	2	1	0				0	0		1.5	-2	3	0						
960109361	3	1	0		40	1	0	1	-30	20	-6	10	12						
960109411	3	0.2	0				0	1		20	-50	5	0						
960109711	1	0.3	0				1	0		1.5	-2	3	0						
