Id	GroupId	Type	NpcName	NpcHalfIconPath	Contents	CueId	ContentsSkip	OptionTitle[1]	Optionskip[1]	OptionTitle[2]	Optionskip[2]
1	101	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Commandant, please allow me to remind you that each operation is accompanied by a variety of missions.		2				
2	101	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	After completing the mission, you will receive a large number of supplies. Please make sure that you collect them in time.		3				
3	101	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	This will help us acquire advanced equipment earlier, which will be useful in future operations.		4				
4	101	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Let us do so next.						
5	102	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Commandant, thanks to everyone's hard work, I can finally rejoin the fight!		6				
6	102	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Before that, please upgrade and tune me, then assign the battle position for me.		7				
7	102	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Commandant... I can't wait to fight alongside with everyone together.						
8	103	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Commandant, we Constructs will become more proficient as we fight in more battles.		9				
9	103	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Please level me up to further unleash my strength.		10				
10	103	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Please pay attention to my performance in the next battle.						
11	104	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Hello there, Commandant of Gray Ravens. I'm Celica, Secretary of the Babylonia Parliament.		12				
12	104	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Please allow me to quickly bring you up to speed.		13				
13	104	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Beginner missions have now been set for all first-timer squads in this operation. Squads can earn extra supplies by completing these goals.		14				
14	104	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	It's time to prepare for the sortie!						
15	105	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Commandant. The Constructs have their own military ranks.		16				
16	105	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	It not only symbolizes honor, but raising their ranks will also increase their performance.		17				
17	105	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Complete specific missions to promote a Construct.		18				
18	105	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	I look forward to bringing honor to the team, Commandant.						
19	1	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Commandant, battles can be long and difficult. In return for your daily efforts...		20				
20	1	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Signing in will earn you supplies every day! They will help you in your journey.		21				
21	1	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	The supply center has prepared a special weapon for you as your first sign-in reward.		22				
22	1	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Gray Raven will always be with you, Commandant!						
23	2	1	Lee	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Commandant, you should have your own mission board, right?		24				
24	2	1	Lee	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	In addition to your main missions, there are daily missions that can be completed for that day.		25				
25	2	1	Lee	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Don't underestimate these mission rewards!		26				
26	2	1	Lee	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Now, let's take a look at the mission board.						
27	3	1	???	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Hello, Commandant of the Gray Raven squad!		28				
28	3	1	???	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Who am I? Don't you worry about that. We'll meet soon.		29				
29	3	1	???	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Now, I know what you're thinking...		30				
30	3	1	???	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	You want more Constructs to join your squad, right?		31				
31	3	1	???	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	The supply center has prepared R&D Tickets for you. Go to claim them!						
32	111	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	As battles get more difficult, we need to ensure a steady flow of supplies.		33				
33	111	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Keep it up and complete your major missions.		34				
34	111	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	This will ensure that we have enough resources as our enemies get tougher.		35				
35	111	1	Lucia	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Let's strive for humanity together, Commandant.						
36	106	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Outside of main missions, you can also have your Constructs take part in training programs.		37				
37	106	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Training allows us to gain experience in simulation battles.		38				
38	106	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Please remember to schedule training sessions for us in the future.						
39	4	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	A new support squad has arrived in the region, Commandant. They are eager to meet with you.		40				
40	4	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	In addition to delivering supplies, they will also trade resources with you.		41				
41	4	1	Liv	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Let's try trading something with them.						
42	5	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Hello, Commandant! How are you getting along with the Constructs of Gray Raven?		43				
43	5	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Still getting used to the battle mechanics?		44				
44	5	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Don't worry, I have some tutorials that can help you out.		45				
45	5	1	Celica	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	You are also welcome to participate in various challenges.		46				
