Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
400000000	3				900018	200009	220006	400000004	400000005	400003212	400000006	400000007																																										
400000004	0		DoGetRoleActivateNpc	1#2001|1																																																		
400000005	3																																																					
400003212	0		DoSetInt	1#40004|0																																																		
400000006	0		DoSetUiActive	1#2001|188|0																																																		
400000007	3				400000008	400000009	400000010	400000011	400003149	400003150	400000012	400000013																																										
400000008	0		DoSetInt	1#11021|1																																																		
400000009	0		DoSetInt	1#1105|300																																																		
400000010	0		DoSetNpcId	1#1921|81200																																																		
400000011	0		DoSetMagicId	1#1201|812018																																																		
400003149	0		DoSetMagicId	1#1202|812019																																																		
400003150	0		DoSetMagicId	1#1203|761229																																																		
400000012	0		DoSetInt	1#1202|0																																																		
400000013	1				400000014	400000017																																																
400000014	2				400000015	400000016																																																
400000015	0		CheckMapPosition	B101																																																		
400000016	0	1	DoGetMapPosition	1#1101|1#1102|B101																																																		
400000017	2				400000018	400000019																																																
400000018	0		CheckMapPosition	PB1																																																		
400000019	0	1	DoGetMapPosition	1#1103|1#1104|PB1																																																		
400000027	2				200000	400000029																																																
400000029	3				220007	400000021																																																
400000021	2				400000022	400000023	400000024	400003148																																														
400000022	0		CheckInt	1#40001|10|1																																																		
400000023	0		CheckPassTime	1#40002|0																																																		
400000024	1				400000025	400003129	400003136	400003141	400003145																																													
400000025	2				400000026	400000030	400000031	400003125	400003126	400003127	400003128																																											
400000026	0		CheckInt	1#11021|5|1																																																		
400000030	0		DoSetNpcNote	1#3001|700|1																																																		
400000031	0		DoSetNpcNote	1#3001|812001|100																																																		
400003125	0		DoMagic	1#3001|1#3001|0|800208																																																		
400003126	0		DoMagic	1#3001|1#3001|0|800216																																																		
400003127	0		DoMagic	1#3001|1#3001|0|800204																																																		
400003128	0		DoMagic	1#3001|1#3001|0|800211																																																		
400003129	2				400003130	400003131	400003132	400003133	400003134	400003135																																												
400003130	0		CheckInt	1#11021|4|1																																																		
400003131	0		DoSetNpcNote	1#3001|700|1																																																		
400003132	0		DoSetNpcNote	1#3001|812001|100																																																		
400003133	0		DoMagic	1#3001|1#3001|0|800218																																																		
400003134	0		DoMagic	1#3001|1#3001|0|800205																																																		
400003135	0		DoMagic	1#3001|1#3001|0|800212																																																		
400003136	2				400003137	400003138	400003139	400003140																																														
400003137	0		CheckInt	1#11021|3|1																																																		
400003138	0		DoSetNpcNote	1#3001|812001|100																																																		
400003139	0		DoMagic	1#3001|1#3001|0|800216																																																		
400003140	0		DoMagic	1#3001|1#3001|0|800204																																																		
400003141	2				400003142	400003143	400003144																																															
400003142	0		CheckInt	1#11021|2|1																																																		
400003143	0		DoSetNpcNote	1#3001|812001|100																																																		
400003144	0		DoMagic	1#3001|1#3001|0|800215																																																		
400003145	2				400003146	400003147																																																
400003146	0		CheckInt	1#11021|1|1																																																		
400003147	0		DoSetNpcNote	1#3001|812001|100																																																		
400003148	0		DoSetInt	1#40001|20																																																		
400000032	3				900018	200009	220006	400000036	400000037	400003213	400000038	400000039																																										
400000036	0		DoGetRoleActivateNpc	1#2001|1																																																		
400000037	3																																																					
400003213	0		DoSetInt	1#40004|0																																																		
400000038	0		DoSetUiActive	1#2001|188|0																																																		
400000039	3				400000040	400000041	400000042	400000043	400000044	400000045	400000046	400000047																																										
400000040	0		DoSetInt	1#11021|2																																																		
400000041	0		DoSetInt	1#1105|300																																																		
400000042	0		DoSetNpcId	1#1921|81200																																																		
400000043	0		DoSetMagicId	1#1201|812018																																																		
400000044	0		DoSetMagicId	1#1202|812019																																																		
400000045	0		DoSetMagicId	1#1203|761229																																																		
