Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
460000000	3				900018	200009	460000003	460000004	460000013	460004011	460004012	460000014	460002525																																									
460000003	0		DoGetTime	1#39990|900																																																		
460000004	2				460000005	460000006	460000007	460000008	460000009	460000010	460000011	460000012																																										
460000005	0		DoGetRoleActivateNpc	1#2001|1																																																		
460000006	0		DoAddNpc	0|1#4001|2006|1|15|T101|0|0|S1|0|0|0																																																		
460000007	0		DoAddNpc	0|1#4002|2006|1|15|T102|0|0|S1|0|0|0																																																		
460000008	0		DoAddNpc	0|1#4003|2006|1|15|T103|0|0|S1|0|0|0																																																		
460000009	0		DoSetUiActive	1#2001|32|0																																																		
460000010	0		DoSetUiButtonState	1#2001|15|0																																																		
460000011	0		DoSetUiButtonState	1#2001|16|0																																																		
460000012	0		DoSetUiButtonState	1#2001|17|0																																																		
460000013	0		DoSetInt	1#40001|0																																																		
460004011	0		DoSetInt	1#40003|0																																																		
460004012	0		DoSetInt	1#40004|0																																																		
460000014	0		DoGetTime	1#40011|0																																																		
460000015	2				200000	460000017	460000018																																															
460000017	0		DoGetRoleActivateNpc	1#2001|1																																																		
460000018	3				200006	200023	460000021																																															
460000021	1				460000022	460000028	460000036	460000044	460000057	460000066	460000085	460000094	460000102	460000112	460000122	460000143																																						
460000022	2				460000023	460000024	460000025	460000026	460000027																																													
460000023	0		CheckInt	1#40001|0|1																																																		
