Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
370000000	3				900018	370000002	370000003	370000004	370000005	370000028	370000014	370000388																																										
370000002	0		DoSetInt	1#30001|3																																																		
370000003	0		DoSetInt	4#94001|5																																																		
370000004	0		DoSetInt	4#93015|2000																																																		
370000005	0		DoSetInt	4#93023|5																																																		
370000028	0		DoGetTime	1#111|999																																																		
370000014	0		DoGetTime	1#123|5																																																		
370000030	3				370000031	370000021	370000015																																															
370000031	0		DoGetRoleActivateNpc	1#2002|1																																																		
370000021	2				370000022	370000023	370000025																																															
370000022	0		CheckInt	1#30001|3|1																																																		
370000023	0		DoAddNpc	0|1#3001|8120900|200|2|ZX1|0|0|PB1|0|0|0																																																		
370000025	0		DoSetInt	1#30001|1																																																		
370000015	2				370000016	370000085																																																
370000016	0		CheckInt	1#30001|1|1																																																		
370000085	0		DoMoveToNpc	1#3001|1#2002|0|0																																																		
370000079	3				900018	370000092	370000093	370000094	370000095	370000097	370000008	370000007	370000018	370000049	370000047																																							
370000092	0		DoSetInt	1#30000|0																																																		
370000093	0		DoSetInt	4#93023|29																																																		
370000094	0		DoSetInt	4#93015|0																																																		
370000095	0		DoSetInt	4#94001|0																																																		
370000097	0		DoStartFightTime																																																			
370000008	0		DoSetInt	4#93030|15																																																		
370000007	0		DoGetTime	1#1|2																																																		
370000018	0		DoGetRoleActivateNpc	1#2001|1																																																		
370000049	0		DoGetMapPosition	1#504|1#505|HD1																																																		
370000047	0		DoSetInt	1#500|0																																																		
370000101	3				370000033	370000009	370000048	370000065	370000036	370000026	370000042																																											
370000033	2				370000034																																																	
370000034	0		CheckPassTime	1#1|0																																																		
370000009	2				370000010	370000035	370000011	370000019	370000024	370000012	370000017																																											
370000010	0		CheckInt	1#30000|0|1																																																		
370000035	0		CheckPassTime	1#1|1																																																		
370000011	0		DoAddNpc	0|1#3002|8750|100|2|B101|0|0|ZX1|0|0|0																																																		
370000019	0		DoGetNpcPosition	1#3002|1#100|1#101																																																		
370000024	0		DoAddNpc	0|1#3001|2006|100|2|B101|0|0|B101|0|0|0																																																		
370000012	0		DoMagic	1#3001|1#3001|0|900053																																																		
370000017	0		DoSetInt	1#30000|1																																																		
370000048	2				370000055	370000060	370000056	370000064	370000058	370000059																																												
370000055	0		CheckInt	1#500|0|1																																																		
370000060	0		CheckNpc	1#3002																																																		
