Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
470000000	3				900018	200009	470000003	470000004	470000005	470000006	470002981	470002982	470000749	470001409	470003061	470003062	470003063	470000007	470000016	470008798	470000018	470000021	470000025	470001099	470000507																													
470000003	0		DoGetTime	1#39990|600																																																		
470000004	0		DoGetFightMonsterLevel	1#30011|3																																																		
470000005	0		DoGetFightMonsterLevel	1#30012|2																																																		
470000006	0		DoGetFightMonsterLevel	1#30013|1																																																		
470002981	0		DoSetInt	4#74858401|0																																																		
470002982	0		DoSetInt	4#74858400|105																																																		
470000749	0		DoSetInt	4#74860601|100																																																		
470001409	0		DoSetInt	4#74864301|200																																																		
470003061	0		DoSetInt	4#74864302|300																																																		
470003062	0		DoSetInt	4#74864303|400																																																		
470003063	0		DoSetInt	4#74864304|500																																																		
470000007	2				470000009	470000011	470003158	470000030	470000289	470008725	470000013	470000014	470000015	470009419	470009598	470008746	470000211	470009592																																				
470000009	0		DoSetInt	4#94001|0																																																		
470000011	0		DoAbortSkill	1#2001|1																																																		
470003158	0		DoMagic	1#2001|1#2001|0|740133																																																		
470000030	0		DoMagic	1#2001|1#2001|0|740163																																																		
470000289	0		DoAddNpc	0|1#2002|78511|80|1|PB1|0|0|S1|0|0|0																																																		
470008725	0		DoAbortSkill	1#2002|1																																																		
470000013	0		DoMagic	1#2002|1#2002|0|740163																																																		
470000014	0		DoMagic	1#2002|1#2002|0|710193																																																		
470000015	0		DoMagic	1#2002|1#2002|0|710195																																																		
470009419	0		DoMagic	1#2002|1#2002|0|851404																																																		
470009598	0		DoMagic	1#2002|1#2002|0|851452																																																		
470008746	0		DoControlNpc	1#2001|1#2002|0																																																		
470000211	0		DoSetHeight	1#2002|40|0|0|0																																																		
470009592	0		DoSetCommonInteractionBtnActivity	64|0																																																		
470000016	2				470000017	470000281	470002601	470000282	470000457	470000458	470000459	470000460	470000461	470000462	470000761	470000463	470001671	470002363	470002364	470002365	470002366	470009510																																
470000017	0		DoActivateVCam	FOV60|0|0|0|110.8069|17.15943|33.17922|-0.398|144.411|0|0|0|1																																																		
470000281	0		DoSetSceneObjectActive	1|Obstacle01|Ob01|1|0																																																		
470002601	0		DoSetSceneObjectActive	1|Obstacle01|DeOb09|1|0																																																		
470000282	0		DoSetAreaToObstacle	ShineBorder|1																																																		
470000457	0		DoSetAreaToObstacle	DeOc01|1																																																		
470000458	0		DoSetAreaToObstacle	DeOc02|1																																																		
470000459	0		DoSetAreaToObstacle	DeOc03|1																																																		
470000460	0		DoSetAreaToObstacle	DeOc04|1																																																		
470000461	0		DoSetAreaToObstacle	DeOc05|1																																																		
470000462	0		DoSetAreaToObstacle	DeOc06|1																																																		
470000761	0		DoSetAreaToObstacle	DeOc07|1																																																		
470000463	0		DoSetAreaToObstacle	DeDoor|1																																																		
470001671	0		DoShowSceneEffect	Walklayer01|1																																																		
470002363	0		DoCreateObstacle	1#81001|1#2001|115|115.18|172.63|0																																																		
