Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
360000000	3				900018	900017	360000003	360000004	360000005	360000006	360000007	360000008	360000009	360000010	360000011	360000012	360000013	360000014	360000015	360000016	360000017	360000018																																
360000003	0		DoGetTime	1#1|0																																																		
360000004	0		DoSetInt	1#2|420																																																		
360000005	0		DoSubInt	1#3|1#2|30																																																		
360000006	0		DoSubInt	1#4|1#2|10																																																		
360000007	0		DoGetTime	1#52|0																																																		
360000008	0		DoSetInt	1#50|0																																																		
360000009	0		DoSetInt	1#51|10																																																		
360000010	0		DoSetInt	1#30000|0																																																		
360000011	0		DoSetInt	4#93015|0																																																		
360000012	0		DoSetInt	4#94001|5																																																		
360000013	0		DoStartFightTime																																																			
360000014	0		DoGetFightMonsterLevel	1#30011|3																																																		
360000015	0		DoGetFightMonsterLevel	1#30012|2																																																		
360000016	0		DoGetFightMonsterLevel	1#30013|1																																																		
360000017	0		DoGetFightMonsterLevel	1#100|4																																																		
360000018	1				360000019	360000022	360000025																																															
360000019	2				360000020	360000021																																																
360000020	0		CheckInt	1#100|1|1																																																		
360000021	0		DoSetInt	4#93023|1																																																		
360000022	2				360000023	360000024																																																
360000023	0		CheckInt	1#100|2|1																																																		
360000024	0		DoSetInt	4#93023|1																																																		
360000025	2				360000026	360000027																																																
360000026	0		CheckInt	1#100|3|1																																																		
360000027	0		DoSetInt	4#93023|2																																																		
360000028	3				360000029	360000039	360000044	360000051	360000056	360000061	360000074	360000082																																										
360000029	2				360000030	360000031	360000035	360000373	360000036	360000037	360000038																																											
360000030	0		CheckInt	1#30000|0|1																																																		
360000031	3				360000032																																																	
360000032	2				360000033	360000034																																																
360000033	0		CheckInt	1#30013|0|1																																																		
360000034	0		DoSetInt	1#30013|5																																																		
360000035	0		DoAddNpc	0|1#3001|87010|1#30013|2|ZX1|0|0|PB1|0|0|0																																																		
360000373	3				360000374																																																	
360000374	2				360000375	360000376																																																
360000375	0		CheckInt	1#100|1|1																																																		
360000376	0		DoMagic	1#3001|1#3001|1|873163																																																		
360000036	0		DoSetInt	4#94001|5																																																		
360000037	0		DoGetTime	1#53|1#2																																																		
360000038	0		DoSetInt	1#30000|1																																																		
360000039	2				360000040	360000041	360000042	360000043																																														
360000040	0		CheckInt	1#30000|1|1																																																		
360000041	0	1	CheckNpc	1#3001																																																		
360000042	0		DoGetTime	1#1|0																																																		
360000043	0		DoSetInt	1#30000|3																																																		
360000044	2				360000045	360000046	360000047	360000048	360000049	360000050																																												
360000045	0		CheckInt	1#30000|3|1																																																		
360000046	0		CheckPassTime	1#1|0																																																		
360000047	0		DoSetInt	4#94001|4																																																		
360000048	0		DoSetFightResultState	1																																																		
360000049	0		DoGetTime	1#1|6																																																		
360000050	0		DoSetInt	1#30000|2																																																		
360000051	2				360000052	360000053	360000054	360000055																																														
360000052	0		CheckInt	1#50|0|1																																																		
360000053	0		CheckPassTime	1#52|1#3																																																		
360000054	0		DoTipsShow	8110001|0|0																																																		
360000055	0		DoSetInt	1#50|1																																																		
360000056	2				360000057	360000058	360000059	360000060																																														
360000057	0		CheckInt	1#50|1|1																																																		
360000058	0		CheckPassTime	1#52|1#4																																																		
360000059	0		DoShowCountDown	1#51																																																		
360000060	0		DoSetInt	1#50|2																																																		
360000061	2				360000062	360000063	360000064	360000070	360000071	360000072	360000073																																											
360000062	0		CheckInt	1#50|0|3																																																		
360000063	0	1	CheckInt	1#50|3|1																																																		
360000064	1				360000065	360000067																																																
360000065	2				360000066																																																	
360000066	0		DoGetAllPlayerDeath																																																			
360000067	2				360000068	360000069																																																
360000068	0		CheckPassTime	1#53|0																																																		
360000069	0		DoTipsShow	8110002|0|0																																																		
360000070	0		DoGetTime	1#1|3																																																		
360000071	0		DoSetFightResultState	2																																																		
360000072	0		DoSetInt	1#50|3																																																		
360000073	0		DoSetInt	1#30000|2																																																		
360000074	2				360000075	360000076	360000077	360000078	360000079	360000080	360000081																																											
360000075	0		CheckInt	1#30000|1|1																																																		
360000076	0		CheckInt	1#50|3|1																																																		
360000077	0		CheckPassTime	1#1|0																																																		
360000078	0		DoSetInt	4#94001|0																																																		
360000079	0		DoShowFightUi	0																																																		
360000080	0		DoGetTime	1#1|10																																																		
360000081	0		DoSetInt	1#30000|2																																																		
360000082	2				360000083	360000084	360000085	360000086	360000087																																													
360000083	0		CheckInt	1#30000|2|1																																																		
360000084	0		CheckPassTime	1#1|0																																																		
360000085	0		DoSettleFight																																																			
360000086	0		DoShowSummary																																																			
360000087	0		DoExitFight																																																			
360000088	3				900018	900017	360000091	360000092	360000093	360000094	360000095	360000096	360000097	360000098	360000099	360000100	360000101	360000102	360000103	360000104	360000105	360000106																																
360000091	0		DoGetTime	1#1|0																																																		
360000092	0		DoSetInt	1#2|420																																																		
360000093	0		DoSubInt	1#3|1#2|30																																																		
360000094	0		DoSubInt	1#4|1#2|10																																																		
360000095	0		DoGetTime	1#52|0																																																		
