Id	GroupId	Weight	RiftStageIds[1]	RiftStageIds[2]	RiftStageIds[3]
1	101	10000	10101		
2	101	10000	10102		
3	101	10000	10103		
4	101	10000	10104		
5	201	10000	20101		
6	201	10000	20102		
7	201	10000	20103		
8	201	10000	20104		
9	301	10000	30101		
10	301	10000	30102		
11	301	10000	30103		
12	301	10000	30104		
13	401	10000	40101		
14	401	10000	40102		
15	401	10000	40103		
16	401	10000	40104		
17	501	10000	50101		
18	601	10000	60101		
19	601	10000	60102		
20	601	10000	60103		
21	601	10000	60104		
22	701	10000	70101		
23	701	10000	70102		
24	701	10000	70103		
25	701	10000	70104		
26	801	10000	80101		
27	801	10000	80102		
28	801	10000	80103		
29	801	10000	80104		
30	901	10000	90101		
31	901	10000	90102		
32	901	10000	90103		
33	901	10000	90104		
34	1001	10000	100101	100102	
35	1101	10000	110101		
36	1101	10000	110102		
37	1101	10000	110103		
38	1101	10000	110104		
39	1201	10000	120101		
40	1201	10000	120102		
41	1201	10000	120103		
42	1201	10000	120104		
43	1301	10000	130101		
44	1301	10000	130102		
45	1301	10000	130103		
46	1301	10000	130104		
47	1401	10000	140101		
48	1401	10000	140102		
49	1401	10000	140103		
50	1401	10000	140104		
51	1501	10000	150101		
52	1601	10000	160101		
53	1601	10000	160102		
54	1601	10000	160103		
55	1601	10000	160104		
56	1701	10000	170101		
57	1701	10000	170102		
58	1701	10000	170103		
59	1701	10000	170104		
60	1801	10000	180101		
61	1801	10000	180102		
62	1801	10000	180103		
63	1801	10000	180104		
64	1901	10000	190101		
65	1901	10000	190102		
66	1901	10000	190103		
67	1901	10000	190104		
68	2001	10000	200101	200102	
69	2101	10000	210101		
70	2101	10000	210102		
71	2101	10000	210103		
72	2101	10000	210104		
73	2201	10000	220101		
74	2201	10000	220102		
75	2201	10000	220103		
76	2201	10000	220104		
77	2301	10000	230101		
78	2301	10000	230102		
79	2301	10000	230103		
80	2301	10000	230104		
81	2401	10000	240101		
82	2401	10000	240102		
83	2401	10000	240103		
84	2401	10000	240104		
85	2501	10000	250101		
86	2601	10000	260101		
87	2601	10000	260102		
88	2601	10000	260103		
89	2601	10000	260104		
90	2701	10000	270101		
91	2701	10000	270102		
92	2701	10000	270103		
93	2701	10000	270104		
94	2801	10000	280101		
95	2801	10000	280102		
96	2801	10000	280103		
97	2801	10000	280104		
98	2901	10000	290101		
99	2901	10000	290102		
100	2901	10000	290103		
101	2901	10000	290104		
102	3001	10000	300101	300102	
103	3101	10000	310101		
104	3101	10000	310102		
105	3101	10000	310103		
106	3101	10000	310104		
107	3201	10000	320101		
108	3201	10000	320102		
109	3201	10000	320103		
110	3201	10000	320104		
111	3301	10000	330101		
112	3301	10000	330102		
113	3301	10000	330103		
114	3301	10000	330104		
115	3401	10000	340101		
116	3401	10000	340102		
117	3401	10000	340103		
118	3401	10000	340104		
119	3501	10000	350101		
120	3601	10000	360101		
121	3601	10000	360102		
122	3601	10000	360103		
123	3601	10000	360104		
124	3701	10000	370101		
125	3701	10000	370102		
126	3701	10000	370103		
127	3701	10000	370104		
128	3801	10000	380101		
129	3801	10000	380102		
130	3801	10000	380103		
131	3801	10000	380104		
132	3901	10000	390101		
133	4001	10000	400101	400102	
134	4101	10000	410101		
135	4101	10000	410102		
136	4101	10000	410103		
137	4101	10000	410104		
138	4102	10000	410201		
139	4102	10000	410202		
140	4102	10000	410203		
141	4102	10000	410204		
142	4201	10000	420101		
143	4201	10000	420102		
144	4201	10000	420103		
145	4201	10000	420104		
146	4202	10000	420201		
147	4202	10000	420202		
148	4202	10000	420203		
149	4202	10000	420204		
150	4301	10000	430101		
151	4301	10000	430102		
152	4301	10000	430103		
153	4301	10000	430104		
154	4302	10000	430201		
155	4302	10000	430202		
156	4302	10000	430203		
157	4302	10000	430204		
158	4401	10000	440101		
159	4401	10000	440102		
160	4401	10000	440103		
161	4401	10000	440104		
162	4402	10000	440201		
163	4402	10000	440202		
164	4402	10000	440203		
165	4402	10000	440204		
166	4501	10000	450101		
167	4601	10000	460101		
168	4601	10000	460102		
169	4601	10000	460103		
170	4601	10000	460104		
171	4602	10000	460201		
172	4602	10000	460202		
173	4602	10000	460203		
174	4602	10000	460204		
175	4701	10000	470101		
176	4701	10000	470102		
177	4701	10000	470103		
178	4701	10000	470104		
179	4702	10000	470201		
180	4702	10000	470202		
181	4702	10000	470203		
182	4702	10000	470204		
183	4801	10000	480101		
184	4801	10000	480102		
185	4801	10000	480103		
186	4801	10000	480104		
187	4802	10000	480201		
188	4802	10000	480202		
189	4802	10000	480203		
190	4802	10000	480204		
191	4901	10000	490101		
192	4901	10000	490102		
193	4901	10000	490103		
194	4901	10000	490104		
195	4902	10000	490201		
196	4902	10000	490202		
197	4902	10000	490203		
198	4902	10000	490204		
199	5001	10000	500101	500102	
200	5101	10000	510101		
201	5101	10000	510102		
202	5101	10000	510103		
203	5101	10000	510104		
204	5102	10000	510201		
205	5102	10000	510202		
206	5102	10000	510203		
207	5102	10000	510204		
208	5201	10000	520101		
209	5201	10000	520102		
210	5201	10000	520103		
211	5201	10000	520104		
212	5202	10000	520201		
213	5202	10000	520202		
214	5202	10000	520203		
215	5202	10000	520204		
216	5301	10000	530101		
217	5301	10000	530102		
218	5301	10000	530103		
219	5301	10000	530104		
220	5302	10000	530201		
221	5302	10000	530202		
222	5302	10000	530203		
223	5302	10000	530204		
224	5401	10000	540101		
225	5401	10000	540102		
226	5401	10000	540103		
227	5401	10000	540104		
228	5402	10000	540201		
229	5402	10000	540202		
230	5402	10000	540203		
231	5402	10000	540204		
232	5501	10000	550101		
233	5601	10000	560101		
234	5601	10000	560102		
235	5601	10000	560103		
236	5601	10000	560104		
237	5602	10000	560201		
238	5602	10000	560202		
239	5602	10000	560203		
240	5602	10000	560204		
241	5701	10000	570101		
242	5701	10000	570102		
243	5701	10000	570103		
244	5701	10000	570104		
245	5702	10000	570201		
246	5702	10000	570202		
247	5702	10000	570203		
248	5702	10000	570204		
249	5801	10000	580101		
250	5801	10000	580102		
251	5801	10000	580103		
252	5801	10000	580104		
253	5802	10000	580201		
254	5802	10000	580202		
255	5802	10000	580203		
256	5802	10000	580204		
257	5901	10000	590101		
258	5901	10000	590102		
259	5901	10000	590103		
260	5901	10000	590104		
261	5902	10000	590201		
262	5902	10000	590202		
263	5902	10000	590203		
264	5902	10000	590204		
265	6001	10000	600101	600102	600103
266	6101	10000	610101		
267	6101	10000	610102		
268	6101	10000	610103		
269	6101	10000	610104		
270	6102	10000	610201		
271	6102	10000	610202		
272	6102	10000	610203		
273	6102	10000	610204		
274	6201	10000	620101		
275	6201	10000	620102		
276	6201	10000	620103		
277	6201	10000	620104		
278	6202	10000	620201		
279	6202	10000	620202		
280	6202	10000	620203		
281	6202	10000	620204		
282	6301	10000	630101		
283	6301	10000	630102		
284	6301	10000	630103		
285	6301	10000	630104		
286	6302	10000	630201		
287	6302	10000	630202		
288	6302	10000	630203		
289	6302	10000	630204		
290	6401	10000	640101		
291	6401	10000	640102		
292	6401	10000	640103		
293	6401	10000	640104		
294	6402	10000	640201		
295	6402	10000	640202		
296	6402	10000	640203		
297	6402	10000	640204		
298	6501	10000	650101		
299	6601	10000	660101		
300	6601	10000	660102		
301	6601	10000	660103		
302	6601	10000	660104		
303	6602	10000	660201		
304	6602	10000	660202		
305	6602	10000	660203		
306	6602	10000	660204		
307	6701	10000	670101		
308	6701	10000	670102		
309	6701	10000	670103		
310	6701	10000	670104		
311	6702	10000	670201		
312	6702	10000	670202		
313	6702	10000	670203		
314	6702	10000	670204		
315	6801	10000	680101		
316	6801	10000	680102		
317	6801	10000	680103		
318	6801	10000	680104		
319	6802	10000	680201		
320	6802	10000	680202		
321	6802	10000	680203		
322	6802	10000	680204		
323	6901	10000	690101		
324	6901	10000	690102		
325	6901	10000	690103		
326	6901	10000	690104		
327	6902	10000	690201		
328	6902	10000	690202		
329	6902	10000	690203		
330	6902	10000	690204		
331	7001	10000	700101	700102	700103
332	7101	10000	710101		
333	7101	10000	710102		
334	7101	10000	710103		
335	7101	10000	710104		
336	7102	10000	710201		
337	7102	10000	710202		
338	7102	10000	710203		
339	7102	10000	710204		
340	7103	10000	710301		
341	7103	10000	710302		
342	7103	10000	710303		
343	7103	10000	710304		
344	7201	10000	720101		
345	7201	10000	720102		
346	7201	10000	720103		
347	7201	10000	720104		
348	7202	10000	720201		
349	7202	10000	720202		
350	7202	10000	720203		
351	7202	10000	720204		
352	7203	10000	720301		
353	7203	10000	720302		
354	7203	10000	720303		
355	7203	10000	720304		
356	7301	10000	730101		
357	7301	10000	730102		
358	7301	10000	730103		
359	7301	10000	730104		
360	7302	10000	730201		
361	7302	10000	730202		
362	7302	10000	730203		
363	7302	10000	730204		
364	7303	10000	730301		
365	7303	10000	730302		
366	7303	10000	730303		
367	7303	10000	730304		
368	7401	10000	740101		
369	7401	10000	740102		
370	7401	10000	740103		
371	7401	10000	740104		
372	7402	10000	740201		
373	7402	10000	740202		
374	7402	10000	740203		
375	7402	10000	740204		
376	7403	10000	740301		
377	7403	10000	740302		
378	7403	10000	740303		
379	7403	10000	740304		
380	7501	10000	750101		
381	7601	10000	760101		
382	7601	10000	760102		
383	7601	10000	760103		
384	7601	10000	760104		
385	7602	10000	760201		
386	7602	10000	760202		
387	7602	10000	760203		
388	7602	10000	760204		
389	7603	10000	760301		
390	7603	10000	760302		
391	7603	10000	760303		
392	7603	10000	760304		
393	7701	10000	770101		
394	7701	10000	770102		
395	7701	10000	770103		
396	7701	10000	770104		
397	7702	10000	770201		
398	7702	10000	770202		
399	7702	10000	770203		
400	7702	10000	770204		
401	7703	10000	770301		
402	7703	10000	770302		
403	7703	10000	770303		
404	7703	10000	770304		
405	7801	10000	780101		
406	7801	10000	780102		
407	7801	10000	780103		
408	7801	10000	780104		
409	7802	10000	780201		
410	7802	10000	780202		
411	7802	10000	780203		
