Id	GroupId	Weight	MonsterIds[1]	MonsterIds[2]	MonsterIds[3]	MonsterIds[4]	MonsterIds[5]	Desc
1	100101	10000	10010101					
2	100101	10000	10010102					
3	100101	10000	10010103					
4	100101	10000	10010104					
5	100101	10000	10010105					
6	100101	10000	10010106					
7	100111	10000	10011101					
8	100111	10000	10011102					
9	100111	10000	10011103					
10	100111	10000	10011104					
11	100111	10000	10011105					
12	100111	10000	10011106					
13	100121	10000	10012101					
14	100121	10000	10012102					
15	100121	10000	10012103					
16	100121	10000	10012104					
17	100121	10000	10012105					
18	101101	10000	10110101					
19	101101	10000	10110102					
20	101101	10000	10110103					
21	101101	10000	10110104					
22	101101	10000	10110105					
23	101101	10000	10110106					
24	101111	10000	10111101					
25	101111	10000	10111102					
26	101111	10000	10111103					
27	101111	10000	10111104					
28	101111	10000	10111105					
29	101111	10000	10111106					
30	101121	10000	10112101					
31	101121	10000	10112102					
32	101121	10000	10112103					
33	101121	10000	10112104					
34	101121	10000	10112105					
35	102101	10000	10210101					
36	102101	10000	10210102					
37	102101	10000	10210103					
38	102101	10000	10210104					
39	102101	10000	10210105					
40	102101	10000	10210106					
41	102111	10000	10211101					
42	102111	10000	10211102					
43	102111	10000	10211103					
44	102111	10000	10211104					
45	102111	10000	10211105					
46	102111	10000	10211106					
47	102121	10000	10212101					
48	102121	10000	10212102					
49	102121	10000	10212103					
50	102121	10000	10212104					
51	102121	10000	10212105					
52	103101	10000	10310101					
53	103101	10000	10310102					
54	103101	10000	10310103					
55	103101	10000	10310104					
56	103101	10000	10310105					
57	103101	10000	10310106					
58	103111	10000	10311101					
59	103111	10000	10311102					
60	103111	10000	10311103					
61	103111	10000	10311104					
62	103111	10000	10311105					
63	103111	10000	10311106					
64	103121	10000	10312101					
65	103121	10000	10312102					
66	103121	10000	10312103					
67	103121	10000	10312104					
68	103121	10000	10312105					
69	104101	10000	10410101					
70	104101	10000	10410102					
71	104101	10000	10410103					
72	104101	10000	10410104					
73	104101	10000	10410105					
74	104101	10000	10410106					
75	104111	10000	10411101					
76	104111	10000	10411102					
77	104111	10000	10411103					
78	104111	10000	10411104					
79	104111	10000	10411105					
80	104111	10000	10411106					
81	104121	10000	10412101					
82	104121	10000	10412102					
83	104121	10000	10412103					
84	104121	10000	10412104					
85	104121	10000	10412105					
86	105101	10000	10510101					
87	105101	10000	10510102					
88	105101	10000	10510103					
89	105101	10000	10510104					
90	105101	10000	10510105					
91	105101	10000	10510106					
92	105111	10000	10511101					
93	105111	10000	10511102					
94	105111	10000	10511103					
95	105111	10000	10511104					
96	105111	10000	10511105					
97	105111	10000	10511106					
98	105121	10000	10512101					
99	105121	10000	10512102					
100	105121	10000	10512103					
101	105121	10000	10512104					
102	105121	10000	10512105					
103	106101	10000	10610101					
104	106101	10000	10610102					
105	106101	10000	10610103					
106	106101	10000	10610104					
107	106101	10000	10610105					
108	106101	10000	10610106					
109	106111	10000	10611101					
110	106111	10000	10611102					
111	106111	10000	10611103					
112	106111	10000	10611104					
113	106111	10000	10611105					
114	106111	10000	10611106					
115	106121	10000	10612101					
116	106121	10000	10612102					
117	106121	10000	10612103					
118	106121	10000	10612104					
119	106121	10000	10612105					
120	107101	10000	10710101					
121	107101	10000	10710102					
122	107101	10000	10710103					
123	107101	10000	10710104					
124	107101	10000	10710105					
125	107101	10000	10710106					
126	107111	10000	10711101					
127	107111	10000	10711102					
128	107111	10000	10711103					
129	107111	10000	10711104					
130	107111	10000	10711105					
131	107111	10000	10711106					
132	107121	10000	10712101					
133	107121	10000	10712102					
134	107121	10000	10712103					
135	107121	10000	10712104					
136	107121	10000	10712105					
137	108101	10000	10810101					
138	108101	10000	10810102					
139	108101	10000	10810103					
140	108101	10000	10810104					
141	108101	10000	10810105					
142	108101	10000	10810106					
143	108111	10000	10811101					
144	108111	10000	10811102					
145	108111	10000	10811103					
146	108111	10000	10811104					
147	108111	10000	10811105					
148	108111	10000	10811106					
149	108121	10000	10812101					
150	108121	10000	10812102					
151	108121	10000	10812103					
152	108121	10000	10812104					
153	108121	10000	10812105					
154	200501	10000	20050101	20050102	20050103	20050104	20050105	
155	200511	10000	20051101	20051102	20051103	20051104	20051105	
156	200521	10000	20052101					
157	201501	10000	20150101	20150102	20150103	20150104	20150105	
158	201511	10000	20151101	20151102	20151103	20151104	20151105	
159	201521	10000	20152101					
160	202501	10000	20250101	20250102	20250103	20250104	20250105	
161	202511	10000	20251101	20251102	20251103	20251104	20251105	
162	202521	10000	20252101					
163	203501	10000	20350101	20350102	20350103	20350104	20350105	
164	203511	10000	20350101	20350102	20350103	20350104	20350105	
165	203521	10000	20352101					
166	204501	10000	20450101	20450102	20450103	20450104	20450105	
167	204511	10000	20451101	20451102	20451103	20451104	20451105	
168	204521	10000	20452101					
169	205501	10000	20550101	20550102	20550103	20550104	20550105	
170	205511	10000	20551101	20551102	20551103	20551104	20551105	
171	205521	10000	20552101					
172	206501	10000	20650101	20650102	20650103	20650104	20650105	
173	206511	10000	20651101	20651102	20651103	20651104	20651105	
174	206521	10000	20652101					
175	207501	10000	20750101	20750102	20750103	20750104	20750105	
176	207511	10000	20751101	20751102	20751103	20751104	20751105	
177	207521	10000	20752101					
178	208501	10000	20850101	20850102	20850103	20850104	20850105	
179	208511	10000	20851101	20851102	20851103	20851104	20851105	
180	208521	10000	20852101					
181	209001	10000	20900101	20900102	20900103	20900104	20900105	
182	209011	10000	20901101	20901102	20901103	20901104	20901105	
183	209021	10000	20902101					
184	209031	10000	20902102					
185	301001	10000	30100101	30100102				
186	301011	10000	30101101					
187	301002	10000	30100201	30100202				
188	301012	10000	30101201					
189	302001	10000	30200101	30200102				
190	302011	10000	30201101					
191	302002	10000	30200201	30200202				
192	302012	10000	30201201					
193	303001	10000	30300101	30300102				
194	303011	10000	30301101					
195	303002	10000	30300201	30300202				
196	303012	10000	30301201					
197	304001	10000	30400101	30400102				
198	304011	10000	30401101					
199	304002	10000	30400201	30400202				
200	304012	10000	30401201					
201	305001	10000	30500101	30500102				
202	305011	10000	30501101					
203	305002	10000	30500201	30500202				
204	305012	10000	30501201					
205	306001	10000	30600101	30600102				
206	306011	10000	30601101					
207	306002	10000	30600201	30600202				
208	306012	10000	30601201					
209	306003	10000	30600301	30600302				
210	306013	10000	30601301					
211	307001	10000	30700101	30700102				
212	307011	10000	30701101					
213	307002	10000	30700201	30700202				
214	307012	10000	30701201					
215	307003	10000	30700301	30700302				
216	307013	10000	30701301					
217	308001	10000	30800101	30800102				
218	308011	10000	30801101					
219	308002	10000	30800201					
220	308003	10000	30800301					
221	309101	10000	30910101	30910102				
222	309111	10000	30911101					
223	309121	10000	30912101					
224	309102	10000	30910201	30910202				
225	309112	10000	30911201					
226	309122	10000	30912201					
227	309103	10000	30910301	30910302				
228	309113	10000	30911301					
229	309123	10000	30912301					
230	309201	10000	30920101	30920102				
231	309211	10000	30921101					
232	309221	10000	30922101					
233	309202	10000	30920201	30920202				
234	309212	10000	30921201					
235	309222	10000	30922201					
236	309203	10000	30920301	30920302				
237	309213	10000	30921301					
238	309223	10000	30922301					
239	309301	10000	30930101	30930102				
240	309311	10000	30931101					
241	309321	10000	30932101					
242	309302	10000	30930201	30930202				
243	309312	10000	30931201					
244	309322	10000	30932201					
245	309303	10000	30930301	30930302				
246	309313	10000	30931301					
247	309323	10000	30932301					
248	309401	10000	30940101	30940102				
249	309411	10000	30941101					
250	309421	10000	30942101					
251	309402	10000	30940201					
252	309412	10000	30941201					
253	309422	10000	30942201					
254	309403	10000	30940301					
255	309413	10000	30941301					
256	309423	10000	30942301					
257	309501	10000	30950101	30950102				
258	309511	10000	30951101					
259	309521	10000	30952101					
260	309502	10000	30950201	30950202				
261	309512	10000	30951201					
262	309522	10000	30952201					
263	309503	10000	30950301	30950302				
264	309513	10000	30951301					
265	309523	10000	30952301					
