Id	GroupId	EventId	Weight	NodeRepeatable	GameRepeatable	ConditionId
1	1001	101	617	0	0	
2	1001	102	617	0	0	
3	1001	103	617	0	0	
4	1001	104	617	0	0	
5	1001	105	617	0	0	
6	1001	106	300	0	0	
7	1001	107	300	0	0	
8	1001	108	300	0	0	
9	1001	109	300	0	0	
10	1001	110	1000	0	0	1004047
11	1001	112	300	0	0	1004046
12	1001	144	400	0	1	
13	1001	145	400	0	1	
14	1001	150	5000	0	0	1004045
15	1001	148	617	0	0	
16	1002	101	617	0	0	
17	1002	102	617	0	0	
18	1002	103	617	0	0	
19	1002	104	617	0	0	
20	1002	105	617	0	0	
21	1002	106	300	0	0	
22	1002	107	300	0	0	
23	1002	108	300	0	0	
24	1002	109	300	0	0	
25	1002	111	1000	0	0	1004047
26	1002	112	750	0	0	1004046
27	1002	144	400	0	1	
28	1002	145	400	0	1	
29	1002	113	750	0	0	1004045
30	1002	114	750	0	0	1004047
31	1002	150	5000	0	0	1004045
32	1002	149	300	0	0	
33	1002	157	617	0	0	
34	1002	166	750	0	0	
35	1003	115	750	0	0	
36	1003	116	740	0	0	
37	1003	117	740	0	0	
38	1003	118	740	0	0	
39	1003	119	740	0	0	
40	1003	120	750	0	0	1004046
41	1003	121	750	0	0	1004045
42	1003	122	750	0	0	1004047
43	1003	144	400	0	1	
44	1003	145	400	0	1	
45	1003	158	750	0	0	
46	1003	159	740	0	0	
47	1003	167	750	0	0	
48	1004	123	750	0	0	
49	1004	124	617	0	0	
50	1004	125	617	0	0	
51	1004	126	617	0	0	
52	1004	127	617	0	0	
53	1004	128	4000	0	0	1004046
54	1004	129	750	0	0	1004046
55	1004	130	750	0	0	1004045
56	1004	144	400	0	1	
57	1004	145	400	0	1	
58	1004	160	750	0	0	
59	1004	161	617	0	0	
60	1004	164	617	0	0	
61	1004	168	750	0	0	
62	1005	131	750	0	0	
63	1005	132	750	0	0	
64	1005	133	617	0	0	
65	1005	134	617	0	0	
66	1005	135	617	0	0	
67	1005	136	617	0	0	
68	1005	137	617	0	0	
69	1005	138	4000	0	0	1004046
70	1005	139	1500	0	0	1004046
71	1005	144	400	0	1	
72	1005	145	400	0	1	
73	1005	165	617	0	0	
74	1006	143	200	0	0	
75	3001	140	200	0	0	
76	3002	141	999999999	0	0	1004045
77	3002	146	1	0	0	
78	5001	142	999999999	0	0	1004045
79	5001	147	1	0	0	
80	10071	144	10000	0	1	
81	10071	145	10000	0	1	
82	10072	151	10000	0	0	
83	10073	152	10000	0	0	
84	10074	153	10000	0	0	
85	10075	154	10000	0	0	
86	20001	155	999999999	0	0	1004045
87	20001	156	1	0	0	
