Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	ImmuneHitLevel	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	HasSprintTilt	HasSprintToStand	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
9971	88		3	1	大机器人				0		Mb1RobotarmorMd030001		1		1	1				0.7	1	0.7		900000	1	30	2	2	2	0		0.3	8			1#997161|2#997162|3#997163|4#997164|5#997165|6#997166	1#1#15|2#1#15|3#1#15						4.1										3			1		99710098	99710096	99710094	99710092		9971	997117	900008	100027	900011	970006							997101	997102	997103	997104	997105	997106	997107	997108	997109	997110	997111	997112	997113	997114	997115	997116	997117	997118	997119	997120	997121	997122	997123	997124	997125	997126	997127	997128																																																																								
9050	6		3	1	十字架				0		Me1YijuzhongduanMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.7	10										2.7										3			1		90500098	90500096	90500094	90500092		9050	700027	905034	905048									905001	905002	905003	905004	905005	905006	905007	905008	905009	905010	905011	905012	905013	905014	905015	905016																																																																																				
9973	6		3	1	十字架-分裂体				0		Me1YijuzhongduanMd000002		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.7	10										0										3			1								700230											997301	997302	997303																																																																																																	
9974	8171		3		四维幕墙	1			0				1		1.7	1.7	0.1	1		1.5	1	1.5			0	5	0.8	2	1.5	0		0.3	20	0									0.1										3			1.7		99740098	99740096	99740094	99740092			800004	905026	800047																																																																																																												
9047	2		3	1	追踪者（精英级）				0		Mo1YijuyeyaMd000001		1		1.2	1.2				1	1	1			0	5	1.1	2	1.5			0.3	10										0.05	0									3			1.2		90470098	90470096	90470094	90470092		9047	900007	900008	100027	900011	900051	730061						904701	904702	904703	904704																																																																																																
9048	2		3	1	重构保安（精英级）				0		Mo1YijushaojiejipaoMd000001		1		0.8	0.8				1.5	1	1			0	5	0.8	2	1.5			0.3	10										0.05	0									3			0.8		90480098	90480096	90480094	90480092		9048	900007	900008	100027	900011	900051							904801	904802	904803																																																																																																	
9049	2		3	1	侦查机（精英级）				0		Mo1YijukongzhongjianshiqiMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5			0.3	10										0.05	0									3			1		90490098	90490096	90490094	90490092		9049	900007	900008	100027	900011	900051							904901	904902	904903																																																																																																	
9060	9060	9300	3	1	分解单元				0		Me1YihefenjiedanyuanMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.2	0									3			1		90600098	90600096	90600094	90600092		9060	900007	900008	100027	900011	900051							906001	906002	906003	906004	906005	906006	906007	906008	906009	906010	906011	906012	906013	906014	906015	906016	906017	906018																																																																																		
9061	9060	9300	3	1	修复单元				0		Me1YihexiufudanyuanMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.2	0									3			1		90610098	90610096	90610094	90610092		9061	900007	900008	100027	900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906110	906111	906112	906113	906114	906115	906116																																																																																				
9062	9060	9300	3	1	火力单元				0		Me1YihehuolidanyuanMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.2	0									3			1		90620098	90620096	90620094	90620092		9062	900007	900008	100027	900011	900051							906201	906202	906203	906204	906205	906206	906207	906208	906209	906210	906211	906212	906213	906214																																																																																						
