Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	ImmuneHitLevel	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	HasSprintTilt	HasSprintToStand	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
9310	9310	9399	3	3	Treant	1			0		Mo1ShujingMd010001		1		1.5	1.7				1	1	1			0	5	0.8	2	1.5	0			10										2.1										3			1.5		93100098	93100096	93100094	93100092		9310	900007	900008	100027	900011	900051		745158	745159	745193			931001	931002	931003	931004	931005	931006	931007	931008	931009	931010	931011	931012	931013	931014																																																																																						
9316	9316	9398	3	2	Gung-hoer	1			0		Mo1GangsterMd000001		1		1	1.1				1	1	1			0	5	0.8	2	1.5	0			10										1.1										3			1		93160098	93160096	93160094	93160092		9316	900007	900008	100027	900011	900051							931601	931602	931603	931604	931605	931606	931607	931608	931609	931610	931611	931612	931613																																																																																							
9318	9318	9398	3	1	Auto Cannon	1			0		Mo1HetipaotaiMd010001		1		2.5	2				1	1	1			0	5	0.8	2	1.5	0			10										1.7										3			2.5		93180098	93180096	93180094	93180092		9318	900007	900008	100027	900011	900051							931801	931802	931803	931804	931805	931806	931807	931808	931809	931810	931811	931812	931813	931814	931815																																																																																					
9319	9319	9398	3	1	Ambulance	1			0		Mo1HetiyiliaojiMd010001		1		2.1	2				1	1	1			0	5	0.8	2	1.5	0			10										1.5										3			2.1		93190098	93190096	93190094	93190092		9319	900007	900008	100027	900011	900051							931901	931902	931903	931904	931905	931906	931907	931908	931909																																																																																											
9315	4		1	1	Defense Tower				0		Mt1FangyutaMd000001		1		1	1				1	1	1			0	3	0.8	2	1.5				10										0										3		1			93150098	93150096	93150094	93150092																																																																																																																	
9321	9318	9398	3	1	Auto Cannon (Ally)	1			0		Mo1HetipaotaiyoujunMd010001		1		2	2				1	1	1			0	5	0.8	2	1.5	0			10										1.7										3			2		93210098	93210096	93210094	93210092		9321	900007	900008	100027	900011	900051							932101	932102	932103	932104	932105	932106	932107	932108	932109	932110																																																																																										
9323	9323	9398	3	2	Delivery Person	1			0		Me1HetigongzuojiqiMd010001		1		1	1.1				1	1	1			0	5	0.8	2	1.5	0			10										1.5										3			1		93230098	93230096	93230094	93230092		9323	900007	900008	100027	900011	900051							932301	932302	932303	932304	932305	932306	932307	932308																																																																																												
9325	9325	9299	2	1	Signal Light Phantom				0		Me1LampmonsterMd000001	0	2	932503	25	1.1		1		1	1	1			1	30	0.8	2	15	0			10										2.6										3	0		25		93250098	93250096	93250094	93250092		9325	900007	900008	100027	900011	900051	932500						932501	932502	932503	932504	932505	932506	932507	932508	932509	932510	932511	932512	932513	932514	932515	932516	932517	932518	932519	932520	932521	932522	932523	932524	932525	932526	932527	932528	932529	932530	932531	932532	932533	932534	932535	932536	932537	932538	932539	932540																																																												
9326			2	1	Signal Light Phantom (Extreme)				0				1		1	1	0.2			1	1	1			1	30	0.8	2	15	0			10																				3	0		1								932390																																																																																																														
9327			2	1	Light Monster - Part 2				0				1		1	1	0			1	1	1			1	30	0.8	2	15	0			10																				3	0		1								932390																																																																																																														
