Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	ImmuneHitLevel	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	HasSprintTilt	HasSprintToStand	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
4001	4001	9	4001	1	Q版露西亚鸦羽				0		Q4LuxiyaMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400101|2#400102|3#400103	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4001	400101	400106										400101	400102	400103	400104	400105	400106	400107	400108	400109	400110	400111	400112	400113	400114	400115	400116	400117	400118	400119	400120	400121	400122	400123	400124	400125	400126	400127	400128	400129	400130	400131	400132	400133	400134	400135	400136	400137	400138	400139																																																													
4002	4001	9	4002	1	Q版赛琳娜岚音				0		Q3SailinnaMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400201|2#400202|3#400203	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4002	400201											400201	400202	400203	400204	400205	400206	400207	400208	400209	400210	400211	400212	400213	400214	400215	400216	400217	400218	400219	400220	400221	400222	400223	400224	400225	400226	400227	400228	400229	400230	400231	400232	400233	400234	400235	400236	400237	400238																																																														
4003	4001	9	4003	1	Q版露娜银冕				0		Q3LunaMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400301|2#400302|3#400303	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4003	400301											400301	400302	400303	400304	400305	400306	400307	400308	400309	400310	400311	400312	400313	400314	400315	400316	400317	400318	400319	400320	400321	400322	400323	400324	400325	400326	400327	400328	400329	400330	400331	400332	400333	400334	400335	400336	400337	400338																																																														
4004	4001	9	4004	1	Q版超丽芙				0		Q4LifuMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400401|2#400402|3#400403	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4004	400401											400401	400402	400403	400404	400405	400406	400407	400408	400409	400410	400411	400412	400413	400414	400415	400416	400417	400418	400419	400420	400421	400422	400423	400424	400425	400426	400427	400428	400429	400430	400431	400432	400433	400434	400435	400436	400437	400438																																																														
4005	4001	9	4005	1	Q版薇拉绯耀				0		Q3WeilaMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400501|2#400502|3#400503	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4005	400501											400501	400502	400503	400504	400505	400506	400507	400508	400509	400510	400511	400512	400513	400514	400515	400516	400517	400518	400519	400520	400521	400522	400523	400524	400525	400526	400527	400528	400529	400530	400531	400532	400533	400534	400535	400536	400537																																																															
4006	4001	9	4006	1	Q版库洛姆荣光				0		Q3KuluomuMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400601|2#400602|3#400603	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4006	400601											400601	400602	400603	400604	400605	400606	400607	400608	400609	400610	400611	400612	400613	400614	400615	400616	400617	400618	400619	400620	400621	400622	400623	400624	400625	400626	400627	400628	400629	400630	400631	400632	400633	400634	400635	400636	400637	400638																																																														
4007	4001	9	4007	1	Q版罗兰戏炎				0		Q2LuolanMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400701|2#400702|3#400703	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4007	400701											400701	400702	400703	400704	400705	400706	400707	400708	400709	400710	400711	400712	400713	400714	400715	400716	400717	400718	400719	400720	400721	400722	400723	400724	400725	400726	400727	400728	400729	400730	400731	400732	400733	400734	400735	400736	400737																																																															
4008	4001	9	4008	1	Q版里乱数				0		Q3LiangMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400801|2#400802|3#400803	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4008	400801											400801	400802	400803	400804	400805	400806	400807	400808	400809	400810	400811	400812	400813	400814	400815	400816	400817	400818	400819	400820	400821	400822	400823	400824	400825	400826	400827	400828	400829	400830	400831	400832	400833	400834	400835	400836	400837	400838																																																														
4009	4001	9	4009	1	Q版常羽游麟				0		Q1ChangyuMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#400901|2#400902|3#400903	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4009	400901											400901	400902	400903	400904	400905	400906	400907	400908	400909	400910	400911	400912	400913	400914	400915	400916	400917	400918	400919	400920	400921	400922	400923	400924	400925	400926	400927																																																																									
4010	4001	9	4010	1	Q版万事明觉				0		Q2WanshiMd010011		1		0.2	1				1	1	1			0				1.5	0	0	0.3	10			1#401001|2#401002|3#401003	1#1#15|2#1#15|3#1#15						1.6				1						3			0.2							4010	401001											401001	401002	401003	401004	401005	401006	401007	401008	401009	401010	401011	401012	401013	401014	401015	401016	401017	401018	401019	401020	401021	401022	401023	401024	401025	401026	401027	401028	401029	401030	401031	401032	401033	401034	401035	401036	401037																																																															
