Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	ImmuneHitLevel	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	HasSprintTilt	HasSprintToStand	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
9630	4		3	1	Ambulance	1			0		Mt1JiuhucheMd000001		0			10				0.76	1	0.76			0	3	0.8	2	1.5			0	0									0	0	0									3			3																																																																																																																						
96300				2	Battle Royale Cube Experiment				0				1		1	1.75	0.1	1	1	1	1	1			0	5	0.8	2	1.5	0		0									1	1	0										3			1								710195	741410	741412																																																																																																												
96301				2	Condensing Tide N				0		Mo1YouyongjiaoguanMd000001		1		1	1	0.1	1	1	1	1	1.5			0	5	0.8	2	1.5	0		0									1	1	0	0									3			1		963010098	963010096	963010094	963010092			710195	741410	741427	700028	700029			741461	700030	700020	741436																																																																																																				
96302				2	Candle Light N				0		Mo1YouyongjiaoguanMd000001		1		1	1	0.1	1	1	1	1	1.5			0	5	0.8	2	1.5	0		0									1	1	0	0									3			1		963020098	963020096	963020094	963020092			710195	741410	741425	700028	700029	701022	710076	741461	700030	700020	741434																																																																																																				
96303				2	Halting Trap N				0		Mo1YouyongjiaoguanMd000001		1		1	1	0.1	1	1	1	1	1			0	5	0.8	2	1.5	0		0									1	1	0	0									3			1		963030098	963030096	963030094	963030092			710195	741430	700028	700029	701022			741461		700020	741438																																																																																																				
96304				2	Frail Obstacle α				0		Mt1BRBreakableBox01		1		1	1.75	0.1	1	1	1	1	3.5			0	5	0.8	2	1.5	0		0									1	1	0										3			1		963040098	963040096	963040094	963040092			710195	741433				741464	700027	741461	741449	710076	701022																																																																																																				
96305				2	Battle Royale Wall 1 (Unbreakable)				0		Mt1BRUnbreakableBox01		1		1	1.75	0.1	1	1	1	1	3.5			0	5	0.8	2	1.5	0		0									1	1	0										3			1								710195	741433	715587					741461		710076	701022																																																																																																				
96306				2	Frail Obstacle β				0		Mt1BRBreakableBox02		1		1	1.75	0.1	1	1	1	1	3.5			0	5	0.8	2	1.5	0		0									1	1	0										3			1		963060098	963060096	963060094	963060092			710195	741433				741464	700027	741461	741449	710076	701022																																																																																																				
96307				2	Battle Royale Wall 2 (Unbreakable)				0		Mt1BRUnbreakableBox02		1		1	1.75	0.1	1	1	1	1	3.5			0	5	0.8	2	1.5	0		0									1	1	0										3			1								710195	741433	715587					741461		710076	701022																																																																																																				
96308				2	Frail Obstacle γ				0		Mt1BRBreakableBox02		1		1	1.75	0.1	1	1	1	1	3.5			0	5	0.8	2	1.5	0		0									1	1	0										3			1		963080098	963080096	963080094	963080092			710195	741433				741464	700027	741461	741449	710076	701022																																																																																																				
96309				2	Battle Royale Wall 3 (Unbreakable)				0		Mt1BRUnbreakableBox03		1		1	1.75	0.1	1	1	1	1	3.5			0	5	0.8	2	1.5	0		0									1	1	0										3			1								710195	741433	715587					741461		710076	701022																																																																																																				
