Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	Cos[1]	Sin[1]	OffsetX[2]	OffsetZ[2]	Cos[2]	Sin[2]	OffsetX[3]	OffsetZ[3]	Cos[3]	Sin[3]	OffsetX[4]	OffsetZ[4]	Cos[4]	Sin[4]	OffsetX[5]	OffsetZ[5]	Cos[5]	Sin[5]	OffsetX[6]	OffsetZ[6]	Cos[6]	Sin[6]	OffsetX[7]	OffsetZ[7]	Cos[7]	Sin[7]	OffsetX[8]	OffsetZ[8]	Cos[8]	Sin[8]	OffsetX[9]	OffsetZ[9]	Cos[9]	Sin[9]	OffsetX[10]	OffsetZ[10]	Cos[10]	Sin[10]	OffsetX[11]	OffsetZ[11]	Cos[11]	Sin[11]	OffsetX[12]	OffsetZ[12]	Cos[12]	Sin[12]	OffsetX[13]	OffsetZ[13]	Cos[13]	Sin[13]	OffsetX[14]	OffsetZ[14]	Cos[14]	Sin[14]	OffsetX[15]	OffsetZ[15]	Cos[15]	Sin[15]	OffsetX[16]	OffsetZ[16]	Cos[16]	Sin[16]	OffsetX[17]	OffsetZ[17]	Cos[17]	Sin[17]	OffsetX[18]	OffsetZ[18]	Cos[18]	Sin[18]	OffsetX[19]	OffsetZ[19]	Cos[19]	Sin[19]	OffsetX[20]	OffsetZ[20]	Cos[20]	Sin[20]	OffsetX[21]	OffsetZ[21]	Cos[21]	Sin[21]	OffsetX[22]	OffsetZ[22]	Cos[22]	Sin[22]	OffsetX[23]	OffsetZ[23]	Cos[23]	Sin[23]	OffsetX[24]	OffsetZ[24]	Cos[24]	Sin[24]	OffsetX[25]	OffsetZ[25]	Cos[25]	Sin[25]	OffsetX[26]	OffsetZ[26]	Cos[26]	Sin[26]	OffsetX[27]	OffsetZ[27]	Cos[27]	Sin[27]	OffsetX[28]	OffsetZ[28]	Cos[28]	Sin[28]	OffsetX[29]	OffsetZ[29]	Cos[29]	Sin[29]	OffsetX[30]	OffsetZ[30]	Cos[30]	Sin[30]	OffsetX[31]	OffsetZ[31]	Cos[31]	Sin[31]	OffsetX[32]	OffsetZ[32]	Cos[32]	Sin[32]	OffsetX[33]	OffsetZ[33]	Cos[33]	Sin[33]	OffsetX[34]	OffsetZ[34]	Cos[34]	Sin[34]	OffsetX[35]	OffsetZ[35]	Cos[35]	Sin[35]	OffsetX[36]	OffsetZ[36]	Cos[36]	Sin[36]	OffsetX[37]	OffsetZ[37]	Cos[37]	Sin[37]	OffsetX[38]	OffsetZ[38]	Cos[38]	Sin[38]	OffsetX[39]	OffsetZ[39]	Cos[39]	Sin[39]	OffsetX[40]	OffsetZ[40]	Cos[40]	Sin[40]	OffsetX[41]	OffsetZ[41]	Cos[41]	Sin[41]	OffsetX[42]	OffsetZ[42]	Cos[42]	Sin[42]	OffsetX[43]	OffsetZ[43]	Cos[43]	Sin[43]	OffsetX[44]	OffsetZ[44]	Cos[44]	Sin[44]	OffsetX[45]	OffsetZ[45]	Cos[45]	Sin[45]	OffsetX[46]	OffsetZ[46]	Cos[46]	Sin[46]	OffsetX[47]	OffsetZ[47]	Cos[47]	Sin[47]	OffsetX[48]	OffsetZ[48]	Cos[48]	Sin[48]	OffsetX[49]	OffsetZ[49]	Cos[49]	Sin[49]	OffsetX[50]	OffsetZ[50]	Cos[50]	Sin[50]	OffsetX[51]	OffsetZ[51]	Cos[51]	Sin[51]	OffsetX[52]	OffsetZ[52]	Cos[52]	Sin[52]	OffsetX[53]	OffsetZ[53]	Cos[53]	Sin[53]	OffsetX[54]	OffsetZ[54]	Cos[54]	Sin[54]	OffsetX[55]	OffsetZ[55]	Cos[55]	Sin[55]	OffsetX[56]	OffsetZ[56]	Cos[56]	Sin[56]	OffsetX[57]	OffsetZ[57]	Cos[57]	Sin[57]	OffsetX[58]	OffsetZ[58]	Cos[58]	Sin[58]	OffsetX[59]	OffsetZ[59]	Cos[59]	Sin[59]	OffsetX[60]	OffsetZ[60]	Cos[60]	Sin[60]	OffsetX[61]	OffsetZ[61]	Cos[61]	Sin[61]	OffsetX[62]	OffsetZ[62]	Cos[62]	Sin[62]	OffsetX[63]	OffsetZ[63]	Cos[63]	Sin[63]	OffsetX[64]	OffsetZ[64]	Cos[64]	Sin[64]	OffsetX[65]	OffsetZ[65]	Cos[65]	Sin[65]	OffsetX[66]	OffsetZ[66]	Cos[66]	Sin[66]	OffsetX[67]	OffsetZ[67]	Cos[67]	Sin[67]	OffsetX[68]	OffsetZ[68]	Cos[68]	Sin[68]	OffsetX[69]	OffsetZ[69]	Cos[69]	Sin[69]	OffsetX[70]	OffsetZ[70]	Cos[70]	Sin[70]	OffsetX[71]	OffsetZ[71]	Cos[71]	Sin[71]	OffsetX[72]	OffsetZ[72]	Cos[72]	Sin[72]	OffsetX[73]	OffsetZ[73]	Cos[73]	Sin[73]	OffsetX[74]	OffsetZ[74]	Cos[74]	Sin[74]	OffsetX[75]	OffsetZ[75]	Cos[75]	Sin[75]	OffsetX[76]	OffsetZ[76]	Cos[76]	Sin[76]	OffsetX[77]	OffsetZ[77]	Cos[77]	Sin[77]	OffsetX[78]	OffsetZ[78]	Cos[78]	Sin[78]	OffsetX[79]	OffsetZ[79]	Cos[79]	Sin[79]	OffsetX[80]	OffsetZ[80]	Cos[80]	Sin[80]	OffsetX[81]	OffsetZ[81]	Cos[81]	Sin[81]	OffsetX[82]	OffsetZ[82]	Cos[82]	Sin[82]	OffsetX[83]	OffsetZ[83]	Cos[83]	Sin[83]	OffsetX[84]	OffsetZ[84]	Cos[84]	Sin[84]	OffsetX[85]	OffsetZ[85]	Cos[85]	Sin[85]	OffsetX[86]	OffsetZ[86]	Cos[86]	Sin[86]	OffsetX[87]	OffsetZ[87]	Cos[87]	Sin[87]	OffsetX[88]	OffsetZ[88]	Cos[88]	Sin[88]	OffsetX[89]	OffsetZ[89]	Cos[89]	Sin[89]	OffsetX[90]	OffsetZ[90]	Cos[90]	Sin[90]	OffsetX[91]	OffsetZ[91]	Cos[91]	Sin[91]	OffsetX[92]	OffsetZ[92]	Cos[92]	Sin[92]	OffsetX[93]	OffsetZ[93]	Cos[93]	Sin[93]	OffsetX[94]	OffsetZ[94]	Cos[94]	Sin[94]	OffsetX[95]	OffsetZ[95]	Cos[95]	Sin[95]	OffsetX[96]	OffsetZ[96]	Cos[96]	Sin[96]	OffsetX[97]	OffsetZ[97]	Cos[97]	Sin[97]	OffsetX[98]	OffsetZ[98]	Cos[98]	Sin[98]	OffsetX[99]	OffsetZ[99]	Cos[99]	Sin[99]	OffsetX[100]	OffsetZ[100]	Cos[100]	Sin[100]	OffsetX[101]	OffsetZ[101]	Cos[101]	Sin[101]	OffsetX[102]	OffsetZ[102]	Cos[102]	Sin[102]	OffsetX[103]	OffsetZ[103]	Cos[103]	Sin[103]	OffsetX[104]	OffsetZ[104]	Cos[104]	Sin[104]	OffsetX[105]	OffsetZ[105]	Cos[105]	Sin[105]	OffsetX[106]	OffsetZ[106]	Cos[106]	Sin[106]	OffsetX[107]	OffsetZ[107]	Cos[107]	Sin[107]	OffsetX[108]	OffsetZ[108]	Cos[108]	Sin[108]	OffsetX[109]	OffsetZ[109]	Cos[109]	Sin[109]	OffsetX[110]	OffsetZ[110]	Cos[110]	Sin[110]	OffsetX[111]	OffsetZ[111]	Cos[111]	Sin[111]	OffsetX[112]	OffsetZ[112]	Cos[112]	Sin[112]	OffsetX[113]	OffsetZ[113]	Cos[113]	Sin[113]	OffsetX[114]	OffsetZ[114]	Cos[114]	Sin[114]	OffsetX[115]	OffsetZ[115]	Cos[115]	Sin[115]	OffsetX[116]	OffsetZ[116]	Cos[116]	Sin[116]	OffsetX[117]	OffsetZ[117]	Cos[117]	Sin[117]	OffsetX[118]	OffsetZ[118]	Cos[118]	Sin[118]	OffsetX[119]	OffsetZ[119]	Cos[119]	Sin[119]	OffsetX[120]	OffsetZ[120]	Cos[120]	Sin[120]	OffsetX[121]	OffsetZ[121]	Cos[121]	Sin[121]	OffsetX[122]	OffsetZ[122]	Cos[122]	Sin[122]	OffsetX[123]	OffsetZ[123]	Cos[123]	Sin[123]	OffsetX[124]	OffsetZ[124]	Cos[124]	Sin[124]	OffsetX[125]	OffsetZ[125]	Cos[125]	Sin[125]	OffsetX[126]	OffsetZ[126]	Cos[126]	Sin[126]	OffsetX[127]	OffsetZ[127]	Cos[127]	Sin[127]	OffsetX[128]	OffsetZ[128]	Cos[128]	Sin[128]	OffsetX[129]	OffsetZ[129]	Cos[129]	Sin[129]	OffsetX[130]	OffsetZ[130]	Cos[130]	Sin[130]	OffsetX[131]	OffsetZ[131]	Cos[131]	Sin[131]	OffsetX[132]	OffsetZ[132]	Cos[132]	Sin[132]	OffsetX[133]	OffsetZ[133]	Cos[133]	Sin[133]	OffsetX[134]	OffsetZ[134]	Cos[134]	Sin[134]	OffsetX[135]	OffsetZ[135]	Cos[135]	Sin[135]	OffsetX[136]	OffsetZ[136]	Cos[136]	Sin[136]	OffsetX[137]	OffsetZ[137]	Cos[137]	Sin[137]	OffsetX[138]	OffsetZ[138]	Cos[138]	Sin[138]	OffsetX[139]	OffsetZ[139]	Cos[139]	Sin[139]
Mo1QingjiejiqiMd010001	Attack01	0	62	0.016667	0	0	1	0	0	0.0184	1	0	0	0.0375	1	0	0	0.0511	1	0	0	0.072	1	0	0	0.1091	1	0	0	0.108	1	0	0	-0.0193	1	0	0	-0.385	1	0	0	-0.6603	1	0	0	-0.796	1	0	0	-0.8692	1	0	0	-0.894	1	0	0	-0.9014	1	0	0	-0.8967	1	0	0	-0.8831	1	0	0	-0.8639	1	0	0	-0.8422	1	0	0	-0.8211	1	0	0	-0.7974	1	0	0	-0.7678	1	0	0	-0.7343	1	0	0	-0.699	1	0	0	-0.6639	1	0	0	-0.631	1	0	0	-0.6018	1	0	0	-0.586	1	0	0	-0.595	1	0	0	-0.613	1	0	0	-0.622	1	0	0	-0.604	1	0	0	-0.5559	1	0	0	-0.204	1	0	0	0.352	1	0	0	0.449	1	0	0	0.468	1	0	0	0.479	1	0	0	0.4816	1	0	0	0.474	1	0	0	0.4575	1	0	0	0.432	1	0	0	0.373	1	0	0	0.2778	1	0	0	0.1766	1	0	0	0.1	1	0	0	0.0606	1	0	0	0.0428	1	0	0	0.0326	1	0	0	0.021	1	0	0	0.0129	1	0	0	0.0075	1	0	0	0.0021	1	0	0	-0.005	1	0	0	-0.0126	1	0	0	-0.018	1	0	0	-0.0191	1	0	0	-0.018	1	0	0	-0.0151	1	0	0	-0.0118	1	0	0	-0.0082	1	0	0	-0.0044	1	0	0	-0.001	1	0	0	0	1	0																																																																																																																																																																																																																																																																																																																
Mo1QingjiejiqiMd010001	Attack02	0	27	0.033333	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.0023	1	0	0	-0.0066	1	0	0	-0.0123	1	0	0	-0.0188	1	0	0	-0.0256	1	0	0	-0.0321	1	0	0	-0.0378	1	0	0	-0.0422	1	0	0	-0.0446	1	0	0	-0.0447	1	0	0	-0.042	1	0	0	-0.036	1	0	0	-0.0262	1	0	0	-0.012	1	0	0	0.0122	1	0	0	0.087	1	0	0	0.2008	1	0	0	0.318	1	0	0	0.4086	1	0	0	0.479	1	0	0	0.5427	1	0	0	0.604	1	0	0	0.646	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																												
Mo1QingjiejiqiMd010001	Attack03	0	138	0.016667	0	0	1	0	0	-0.0112	1	0	0	-0.019	1	0	0	-0.0534	1	0	0	-0.153	1	0	0	-0.3166	1	0	0	-0.47	1	0	0	-0.5409	1	0	0	-0.5594	1	0	0	-0.5555	1	0	0	-0.5325	1	0	0	-0.4956	1	0	0	-0.449	1	0	0	-0.3821	1	0	0	-0.288	1	0	0	-0.1843	1	0	0	-0.085	1	0	0	-0.0043	1	0	0	0.0732	1	0	0	0.15	1	0	0	0.2169	1	0	0	0.2654	1	0	0	0.2873	1	0	0	0.283	1	0	0	0.259	1	0	0	0.2189	1	0	0	0.1672	1	0	0	0.1084	1	0	0	0.0467	1	0	0	-0.0252	1	0	0	-0.112	1	0	0	-0.2062	1	0	0	-0.301	1	0	0	-0.3894	1	0	0	-0.4632	1	0	0	-0.5271	1	0	0	-0.5878	1	0	0	-0.6421	1	0	0	-0.686	1	0	0	-0.7158	1	0	0	-0.7281	1	0	0	-0.7175	1	0	0	-0.6828	1	0	0	-0.6335	1	0	0	-0.575	1	0	0	-0.5156	1	0	0	-0.454	1	0	0	-0.3793	1	0	0	-0.2986	1	0	0	-0.2231	1	0	0	-0.163	1	0	0	-0.1139	1	0	0	-0.0671	1	0	0	-0.0225	1	0	0	0.0201	1	0	0	0.0608	1	0	0	0.0996	1	0	0	0.1367	1	0	0	0.1721	1	0	0	0.206	1	0	0	0.2385	1	0	0	0.2665	1	0	0	0.2879	1	0	0	0.3049	1	0	0	0.3199	1	0	0	0.3354	1	0	0	0.352	1	0	0	0.3752	1	0	0	0.4128	1	0	0	0.4558	1	0	0	0.4889	1	0	0	0.4933	1	0	0	0.456	1	0	0	0.3826	1	0	0	0.286	1	0	0	0.1811	1	0	0	0.082	1	0	0	-0.0253	1	0	0	-0.145	1	0	0	-0.2507	1	0	0	-0.316	1	0	0	-0.3187	1	0	0	-0.278	1	0	0	-0.2297	1	0	0	-0.213	1	0	0	-0.2329	1	0	0	-0.2705	1	0	0	-0.3181	1	0	0	-0.367	1	0	0	-0.4118	1	0	0	-0.46	1	0	0	-0.5071	1	0	0	-0.544	1	0	0	-0.5744	1	0	0	-0.597	1	0	0	-0.6147	1	0	0	-0.6296	1	0	0	-0.639	1	0	0	-0.64	1	0	0	-0.6298	1	0	0	-0.6116	1	0	0	-0.5911	1	0	0	-0.574	1	0	0	-0.5654	1	0	0	-0.568	1	0	0	-0.5751	1	0	0	-0.58	1	0	0	-0.575	1	0	0	-0.561	1	0	0	-0.5411	1	0	0	-0.52	1	0	0	-0.4992	1	0	0	-0.4822	1	0	0	-0.468	1	0	0	-0.4531	1	0	0	-0.434	1	0	0	-0.407	1	0	0	-0.3689	1	0	0	-0.314	1	0	0	-0.2327	1	0	0	-0.138	1	0	0	-0.0429	1	0	0	0.0414	1	0	0	0.1012	1	0	0	0.13	1	0	0	0.1395	1	0	0	0.1348	1	0	0	0.1203	1	0	0	0.1007	1	0	0	0.0802	1	0	0	0.063	1	0	0	0.0529	1	0	0	0.0444	1	0	0	0.0361	1	0	0	0.0281	1	0	0	0.02	1	0	0	0.0117	1	0	0	0.003	1	0	0	0	1	0
Mo1QingjiejiqiMd010001	Attack04	0	84	0.016667	0	0	1	0	0	-0.0229	1	0	0	-0.047	1	0	0	-0.0631	1	0	0	-0.068	1	0	0	-0.0679	1	0	0	-0.065	1	0	0	-0.0606	1	0	0	-0.055	1	0	0	-0.0495	1	0	0	-0.0447	1	0	0	-0.039	1	0	0	-0.0321	1	0	0	-0.0248	1	0	0	-0.0179	1	0	0	-0.0124	1	0	0	-0.009	1	0	0	-0.0088	1	0	0	-0.0125	1	0	0	-0.0182	1	0	0	-0.0258	1	0	0	-0.0342	1	0	0	-0.0423	1	0	0	-0.0491	1	0	0	-0.054	1	0	0	-0.0601	1	0	0	-0.0649	1	0	0	-0.0677	1	0	0	-0.068	1	0	0	-0.0646	1	0	0	-0.059	1	0	0	-0.0508	1	0	0	-0.037	1	0	0	-0.0143	1	0	0	0.022	1	0	0	0.0798	1	0	0	0.143	1	0	0	0.2006	1	0	0	0.2567	1	0	0	0.3132	1	0	0	0.3663	1	0	0	0.4123	1	0	0	0.45	1	0	0	0.4828	1	0	0	0.511	1	0	0	0.5346	1	0	0	0.556	1	0	0	0.5737	1	0	0	0.589	1	0	0	0.6021	1	0	0	0.613	1	0	0	0.6218	1	0	0	0.6286	1	0	0	0.6334	1	0	0	0.637	1	0	0	0.6407	1	0	0	0.6442	1	0	0	0.6472	1	0	0	0.649	1	0	0	0.6491	1	0	0	0.6471	1	0	0	0.6423	1	0	0	0.6344	1	0	0	0.6231	1	0	0	0.601	1	0	0	0.5542	1	0	0	0.4944	1	0	0	0.4356	1	0	0	0.3838	1	0	0	0.3344	1	0	0	0.2854	1	0	0	0.2368	1	0	0	0.1889	1	0	0	0.1469	1	0	0	0.1149	1	0	0	0.0901	1	0	0	0.069	1	0	0	0.0509	1	0	0	0.034	1	0	0	0.0213	1	0	0	0.012	1	0	0	0.0042	1	0	0	0.002	1	0	0	0.0005	1	0	0	0	1	0																																																																																																																																																																																																																								
Mo1QingjiejiqiMd010001	Attack11	0	51	0	0	0	1	0	0	-0.0595	1	0	0	-0.13	1	0	0	-0.2019	1	0	0	-0.267	1	0	0	-0.3158	1	0	0	-0.341	1	0	0	-0.3221	1	0	0	-0.193	1	0	0	-0.003	1	0	0	0.151	1	0	0	0.2265	1	0	0	0.265	1	0	0	0.3029	1	0	0	0.343	1	0	0	0.3788	1	0	0	0.4112	1	0	0	0.4404	1	0	0	0.4666	1	0	0	0.4916	1	0	0	0.517	1	0	0	0.5444	1	0	0	0.5741	1	0	0	0.6031	1	0	0	0.721	1	0	0	0.7299	1	0	0	0.7382	1	0	0	0.7454	1	0	0	0.7509	1	0	0	0.7541	1	0	0	0.7544	1	0	0	0.7511	1	0	0	0.7436	1	0	0	0.7313	1	0	0	0.714	1	0	0	0.6717	1	0	0	0.599	1	0	0	0.5151	1	0	0	0.438	1	0	0	0.3714	1	0	0	0.307	1	0	0	0.2407	1	0	0	0.171	1	0	0	0.1058	1	0	0	0.045	1	0	0	-0.006	1	0	0	-0.048	1	0	0	-0.0741	1	0	0	-0.0897	1	0	0	-0.1011	1	0	0	-0.114	1	0																																																																																																																																																																																																																																																																																																																																																																
Mo1QingjiejiqiMd010001	Attack21	0	14	0	0	0	1	0	0	0	1	0	0	0	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
Mo1QingjiejiqiMd010001	Attack22	0	20	0	0	0	1	0	0	0.1849	1	0	0	0.371	1	0	0	0.5464	1	0	0	0.706	1	0	0	0.8549	1	0	0	0.987	1	0	0	1.0982	1	0	0	1.188	1	0	0	1.2582	1	0	0	1.307	1	0	0	1.3298	1	0	0	1.3307	1	0	0	1.3236	1	0	0	1.314	1	0	0	1.296	1	0	0	1.277	1	0	0	1.2652	1	0	0	1.2617	1	0	0	1.2605	1	0	0	1.259	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
Mo1QingjiejiqiMd010001	Attack51	0	40	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.0007	1	0	0	-0.0019	1	0	0	-0.0029	1	0	0	-0.0034	1	0	0	-0.0026	1	0	0	-0.0001	1	0	0	0.0042	1	0	0	0.01	1	0	0	0.0168	1	0	0	0.024	1	0	0	0.0313	1	0	0	0.038	1	0	0	0.0437	1	0	0	0.0462	1	0	0	0.046	1	0	0	0.0454	1	0	0	0.0469	1	0	0	0.0526	1	0	0	0.0648	1	0	0	0.089	1	0	0	0.1335	1	0	0	0.189	1	0	0	0.2443	1	0	0	0.3028	1	0	0	0.3647	1	0	0	0.427	1	0	0	0.4909	1	0	0	0.557	1	0	0	0.6167	1	0	0	0.663	1	0	0	0.6983	1	0	0	0.73	1	0	0	0.7683	1	0	0	0.8102	1	0	0	0.8539	1	0	0	0.898	1	0																																																																																																																																																																																																																																																																																																																																																																																																								
Mo1QingjiejiqiMd010001	Attack52	0	121	0	0	0	1	0	0	0	1	0	0	0	1	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
Mo1QingjiejiqiMd010001	Attack53	0	40	0	0	0	1	0	0	-0.019	1	0	0	-0.0361	1	0	0	-0.0543	1	0	0	-0.077	1	0	0	-0.1071	1	0	0	-0.1457	1	0	0	-0.1905	1	0	0	-0.236	1	0	0	-0.2767	1	0	0	-0.307	1	0	0	-0.3212	1	0	0	-0.3229	1	0	0	-0.32	1	0	0	-0.3165	1	0	0	-0.3119	1	0	0	-0.3062	1	0	0	-0.3008	1	0	0	-0.2959	1	0	0	-0.291	1	0	0	-0.286	1	0	0	-0.2802	1	0	0	-0.2748	1	0	0	-0.2729	1	0	0	-0.275	1	0	0	-0.2785	1	0	0	-0.2901	1	0	0	-0.3194	1	0	0	-0.37	1	0	0	-0.4314	1	0	0	-0.493	1	0	0	-0.5567	1	0	0	-0.62	1	0	0	-0.6816	1	0	0	-0.741	1	0	0	-0.7885	1	0	0	-0.8269	1	0	0	-0.8594	1	0	0	-0.885	1	0	0	-0.896	1	0	0	-0.898	1	0																																																																																																																																																																																																																																																																																																																																																																																																								
