Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	Cos[1]	Sin[1]	OffsetX[2]	OffsetZ[2]	Cos[2]	Sin[2]	OffsetX[3]	OffsetZ[3]	Cos[3]	Sin[3]	OffsetX[4]	OffsetZ[4]	Cos[4]	Sin[4]	OffsetX[5]	OffsetZ[5]	Cos[5]	Sin[5]	OffsetX[6]	OffsetZ[6]	Cos[6]	Sin[6]	OffsetX[7]	OffsetZ[7]	Cos[7]	Sin[7]	OffsetX[8]	OffsetZ[8]	Cos[8]	Sin[8]	OffsetX[9]	OffsetZ[9]	Cos[9]	Sin[9]	OffsetX[10]	OffsetZ[10]	Cos[10]	Sin[10]	OffsetX[11]	OffsetZ[11]	Cos[11]	Sin[11]	OffsetX[12]	OffsetZ[12]	Cos[12]	Sin[12]	OffsetX[13]	OffsetZ[13]	Cos[13]	Sin[13]	OffsetX[14]	OffsetZ[14]	Cos[14]	Sin[14]	OffsetX[15]	OffsetZ[15]	Cos[15]	Sin[15]	OffsetX[16]	OffsetZ[16]	Cos[16]	Sin[16]	OffsetX[17]	OffsetZ[17]	Cos[17]	Sin[17]	OffsetX[18]	OffsetZ[18]	Cos[18]	Sin[18]	OffsetX[19]	OffsetZ[19]	Cos[19]	Sin[19]	OffsetX[20]	OffsetZ[20]	Cos[20]	Sin[20]	OffsetX[21]	OffsetZ[21]	Cos[21]	Sin[21]	OffsetX[22]	OffsetZ[22]	Cos[22]	Sin[22]	OffsetX[23]	OffsetZ[23]	Cos[23]	Sin[23]	OffsetX[24]	OffsetZ[24]	Cos[24]	Sin[24]	OffsetX[25]	OffsetZ[25]	Cos[25]	Sin[25]	OffsetX[26]	OffsetZ[26]	Cos[26]	Sin[26]	OffsetX[27]	OffsetZ[27]	Cos[27]	Sin[27]	OffsetX[28]	OffsetZ[28]	Cos[28]	Sin[28]	OffsetX[29]	OffsetZ[29]	Cos[29]	Sin[29]	OffsetX[30]	OffsetZ[30]	Cos[30]	Sin[30]	OffsetX[31]	OffsetZ[31]	Cos[31]	Sin[31]	OffsetX[32]	OffsetZ[32]	Cos[32]	Sin[32]	OffsetX[33]	OffsetZ[33]	Cos[33]	Sin[33]	OffsetX[34]	OffsetZ[34]	Cos[34]	Sin[34]	OffsetX[35]	OffsetZ[35]	Cos[35]	Sin[35]	OffsetX[36]	OffsetZ[36]	Cos[36]	Sin[36]	OffsetX[37]	OffsetZ[37]	Cos[37]	Sin[37]	OffsetX[38]	OffsetZ[38]	Cos[38]	Sin[38]	OffsetX[39]	OffsetZ[39]	Cos[39]	Sin[39]	OffsetX[40]	OffsetZ[40]	Cos[40]	Sin[40]	OffsetX[41]	OffsetZ[41]	Cos[41]	Sin[41]	OffsetX[42]	OffsetZ[42]	Cos[42]	Sin[42]	OffsetX[43]	OffsetZ[43]	Cos[43]	Sin[43]	OffsetX[44]	OffsetZ[44]	Cos[44]	Sin[44]	OffsetX[45]	OffsetZ[45]	Cos[45]	Sin[45]	OffsetX[46]	OffsetZ[46]	Cos[46]	Sin[46]	OffsetX[47]	OffsetZ[47]	Cos[47]	Sin[47]	OffsetX[48]	OffsetZ[48]	Cos[48]	Sin[48]	OffsetX[49]	OffsetZ[49]	Cos[49]	Sin[49]	OffsetX[50]	OffsetZ[50]	Cos[50]	Sin[50]	OffsetX[51]	OffsetZ[51]	Cos[51]	Sin[51]	OffsetX[52]	OffsetZ[52]	Cos[52]	Sin[52]	OffsetX[53]	OffsetZ[53]	Cos[53]	Sin[53]	OffsetX[54]	OffsetZ[54]	Cos[54]	Sin[54]	OffsetX[55]	OffsetZ[55]	Cos[55]	Sin[55]	OffsetX[56]	OffsetZ[56]	Cos[56]	Sin[56]	OffsetX[57]	OffsetZ[57]	Cos[57]	Sin[57]	OffsetX[58]	OffsetZ[58]	Cos[58]	Sin[58]	OffsetX[59]	OffsetZ[59]	Cos[59]	Sin[59]	OffsetX[60]	OffsetZ[60]	Cos[60]	Sin[60]	OffsetX[61]	OffsetZ[61]	Cos[61]	Sin[61]
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand1	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Move1	0	54	0.016667	0	0	1	0	0	-0.0971	1	0	0	0.8729	1	0	0	2.8899	1	0	0	3.8654	1	0	0	4.4009	1	0	0	4.8778	1	0	0	5.4047	1	0	0	5.8804	1	0	0	6.1222	1	0	0	6.3498	1	0	0	6.5703	1	0	0	6.7713	1	0	0	6.8917	1	0	0	6.9702	1	0	0	7.0274	1	0	0	7.0756	1	0	0	7.1336	1	0	0	7.1829	1	0	0	7.2254	1	0	0	7.2733	1	0	0	7.2848	1	0	0	7.2877	1	0	0	7.2892	1	0	0	7.2906	1	0	0	7.2917	1	0	0	7.2918	1	0	0	7.2915	1	0	0	7.2907	1	0	0	7.2906	1	0	0	7.2912	1	0	0	7.2949	1	0	0	7.2998	1	0	0	7.3041	1	0	0	7.3073	1	0	0	7.3077	1	0	0	7.3049	1	0	0	7.3037	1	0	0	7.3027	1	0	0	7.3016	1	0	0	7.3004	1	0	0	7.2994	1	0	0	7.2984	1	0	0	7.2974	1	0	0	7.2966	1	0	0	7.2958	1	0	0	7.2951	1	0	0	7.2944	1	0	0	7.2938	1	0	0	7.2931	1	0	0	7.2925	1	0	0	7.2918	1	0	0	7.291	1	0	0	7.2898	1	0	0	7.2892	1	0																								
R4BiankaMd010011	Move2	0	47	0.033333	0	0	1	0	0	-0.4586	1	0	0	-1.6351	1	0	0	-2.6343	1	0	0	-3.263	1	0	0	-3.7542	1	0	0	-4.0717	1	0	0	-4.2827	1	0	0	-4.4226	1	0	0	-4.5812	1	0	0	-4.7336	1	0	0	-4.8641	1	0	0	-4.9711	1	0	0	-5.0531	1	0	0	-5.0921	1	0	0	-5.1309	1	0	0	-5.1897	1	0	0	-5.2501	1	0	0	-5.2897	1	0	0	-5.3176	1	0	0	-5.3397	1	0	0	-5.3511	1	0	0	-5.3613	1	0	0	-5.3699	1	0	0	-5.3773	1	0	0	-5.3835	1	0	0	-5.3881	1	0	0	-5.3909	1	0	0	-5.3922	1	0	0	-5.3931	1	0	0	-5.3938	1	0	0	-5.3944	1	0	0	-5.3946	1	0	0	-5.3945	1	0	0	-5.3944	1	0	0	-5.3943	1	0	0	-5.3945	1	0	0	-5.3947	1	0	0	-5.3948	1	0	0	-5.3948	1	0	0	-5.3948	1	0	0	-5.3949	1	0	0	-5.395	1	0	0	-5.395	1	0	0	-5.3951	1	0	0	-5.3952	1	0	0	-5.3953	1	0	0	-5.396	1	0																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
R4BiankaMd010011	Stand2	0	67	0																																																																																																																																																																																																																																																				
