Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	Cos[1]	Sin[1]	OffsetX[2]	OffsetZ[2]	Cos[2]	Sin[2]	OffsetX[3]	OffsetZ[3]	Cos[3]	Sin[3]	OffsetX[4]	OffsetZ[4]	Cos[4]	Sin[4]	OffsetX[5]	OffsetZ[5]	Cos[5]	Sin[5]	OffsetX[6]	OffsetZ[6]	Cos[6]	Sin[6]	OffsetX[7]	OffsetZ[7]	Cos[7]	Sin[7]	OffsetX[8]	OffsetZ[8]	Cos[8]	Sin[8]	OffsetX[9]	OffsetZ[9]	Cos[9]	Sin[9]	OffsetX[10]	OffsetZ[10]	Cos[10]	Sin[10]	OffsetX[11]	OffsetZ[11]	Cos[11]	Sin[11]	OffsetX[12]	OffsetZ[12]	Cos[12]	Sin[12]	OffsetX[13]	OffsetZ[13]	Cos[13]	Sin[13]	OffsetX[14]	OffsetZ[14]	Cos[14]	Sin[14]	OffsetX[15]	OffsetZ[15]	Cos[15]	Sin[15]	OffsetX[16]	OffsetZ[16]	Cos[16]	Sin[16]	OffsetX[17]	OffsetZ[17]	Cos[17]	Sin[17]	OffsetX[18]	OffsetZ[18]	Cos[18]	Sin[18]	OffsetX[19]	OffsetZ[19]	Cos[19]	Sin[19]	OffsetX[20]	OffsetZ[20]	Cos[20]	Sin[20]	OffsetX[21]	OffsetZ[21]	Cos[21]	Sin[21]	OffsetX[22]	OffsetZ[22]	Cos[22]	Sin[22]	OffsetX[23]	OffsetZ[23]	Cos[23]	Sin[23]	OffsetX[24]	OffsetZ[24]	Cos[24]	Sin[24]	OffsetX[25]	OffsetZ[25]	Cos[25]	Sin[25]	OffsetX[26]	OffsetZ[26]	Cos[26]	Sin[26]	OffsetX[27]	OffsetZ[27]	Cos[27]	Sin[27]	OffsetX[28]	OffsetZ[28]	Cos[28]	Sin[28]	OffsetX[29]	OffsetZ[29]	Cos[29]	Sin[29]	OffsetX[30]	OffsetZ[30]	Cos[30]	Sin[30]	OffsetX[31]	OffsetZ[31]	Cos[31]	Sin[31]	OffsetX[32]	OffsetZ[32]	Cos[32]	Sin[32]	OffsetX[33]	OffsetZ[33]	Cos[33]	Sin[33]	OffsetX[34]	OffsetZ[34]	Cos[34]	Sin[34]	OffsetX[35]	OffsetZ[35]	Cos[35]	Sin[35]	OffsetX[36]	OffsetZ[36]	Cos[36]	Sin[36]	OffsetX[37]	OffsetZ[37]	Cos[37]	Sin[37]	OffsetX[38]	OffsetZ[38]	Cos[38]	Sin[38]	OffsetX[39]	OffsetZ[39]	Cos[39]	Sin[39]	OffsetX[40]	OffsetZ[40]	Cos[40]	Sin[40]	OffsetX[41]	OffsetZ[41]	Cos[41]	Sin[41]	OffsetX[42]	OffsetZ[42]	Cos[42]	Sin[42]	OffsetX[43]	OffsetZ[43]	Cos[43]	Sin[43]	OffsetX[44]	OffsetZ[44]	Cos[44]	Sin[44]	OffsetX[45]	OffsetZ[45]	Cos[45]	Sin[45]	OffsetX[46]	OffsetZ[46]	Cos[46]	Sin[46]	OffsetX[47]	OffsetZ[47]	Cos[47]	Sin[47]	OffsetX[48]	OffsetZ[48]	Cos[48]	Sin[48]	OffsetX[49]	OffsetZ[49]	Cos[49]	Sin[49]	OffsetX[50]	OffsetZ[50]	Cos[50]	Sin[50]	OffsetX[51]	OffsetZ[51]	Cos[51]	Sin[51]	OffsetX[52]	OffsetZ[52]	Cos[52]	Sin[52]	OffsetX[53]	OffsetZ[53]	Cos[53]	Sin[53]	OffsetX[54]	OffsetZ[54]	Cos[54]	Sin[54]	OffsetX[55]	OffsetZ[55]	Cos[55]	Sin[55]	OffsetX[56]	OffsetZ[56]	Cos[56]	Sin[56]	OffsetX[57]	OffsetZ[57]	Cos[57]	Sin[57]	OffsetX[58]	OffsetZ[58]	Cos[58]	Sin[58]	OffsetX[59]	OffsetZ[59]	Cos[59]	Sin[59]	OffsetX[60]	OffsetZ[60]	Cos[60]	Sin[60]	OffsetX[61]	OffsetZ[61]	Cos[61]	Sin[61]	OffsetX[62]	OffsetZ[62]	Cos[62]	Sin[62]	OffsetX[63]	OffsetZ[63]	Cos[63]	Sin[63]	OffsetX[64]	OffsetZ[64]	Cos[64]	Sin[64]	OffsetX[65]	OffsetZ[65]	Cos[65]	Sin[65]	OffsetX[66]	OffsetZ[66]	Cos[66]	Sin[66]	OffsetX[67]	OffsetZ[67]	Cos[67]	Sin[67]	OffsetX[68]	OffsetZ[68]	Cos[68]	Sin[68]	OffsetX[69]	OffsetZ[69]	Cos[69]	Sin[69]	OffsetX[70]	OffsetZ[70]	Cos[70]	Sin[70]	OffsetX[71]	OffsetZ[71]	Cos[71]	Sin[71]	OffsetX[72]	OffsetZ[72]	Cos[72]	Sin[72]	OffsetX[73]	OffsetZ[73]	Cos[73]	Sin[73]	OffsetX[74]	OffsetZ[74]	Cos[74]	Sin[74]	OffsetX[75]	OffsetZ[75]	Cos[75]	Sin[75]	OffsetX[76]	OffsetZ[76]	Cos[76]	Sin[76]	OffsetX[77]	OffsetZ[77]	Cos[77]	Sin[77]	OffsetX[78]	OffsetZ[78]	Cos[78]	Sin[78]	OffsetX[79]	OffsetZ[79]	Cos[79]	Sin[79]	OffsetX[80]	OffsetZ[80]	Cos[80]	Sin[80]	OffsetX[81]	OffsetZ[81]	Cos[81]	Sin[81]	OffsetX[82]	OffsetZ[82]	Cos[82]	Sin[82]	OffsetX[83]	OffsetZ[83]	Cos[83]	Sin[83]	OffsetX[84]	OffsetZ[84]	Cos[84]	Sin[84]	OffsetX[85]	OffsetZ[85]	Cos[85]	Sin[85]	OffsetX[86]	OffsetZ[86]	Cos[86]	Sin[86]	OffsetX[87]	OffsetZ[87]	Cos[87]	Sin[87]	OffsetX[88]	OffsetZ[88]	Cos[88]	Sin[88]	OffsetX[89]	OffsetZ[89]	Cos[89]	Sin[89]	OffsetX[90]	OffsetZ[90]	Cos[90]	Sin[90]	OffsetX[91]	OffsetZ[91]	Cos[91]	Sin[91]	OffsetX[92]	OffsetZ[92]	Cos[92]	Sin[92]	OffsetX[93]	OffsetZ[93]	Cos[93]	Sin[93]	OffsetX[94]	OffsetZ[94]	Cos[94]	Sin[94]
Me1JiegouqiutuMd010001	Attack01	0	77	0.033333	0	0	1	0	0	0.0171	1	0	0	0.061	1	0	0	0.1205	1	0	0	0.186	1	0	0	0.2334	1	0	0	0.255	1	0	0	0.2686	1	0	0	0.289	1	0	0	0.3302	1	0	0	0.3681	1	0	0	0.3953	1	0	0	0.4223	1	0	0	0.4571	1	0	0	0.5076	1	0	0	0.5828	1	0	0	0.6912	1	0	0	0.8057	1	0	0	0.9061	1	0	0	1.0188	1	0	0	1.1721	1	0	0	1.3946	1	0	0	1.712	1	0	0	2.0728	1	0	0	2.357	1	0	0	2.4907	1	0	0	2.5404	1	0	0	2.5692	1	0	0	2.5993	1	0	0	2.6244	1	0	0	2.639	1	0	0	2.6431	1	0	0	2.642	1	0	0	2.6388	1	0	0	2.6341	1	0	0	2.6279	1	0	0	2.6207	1	0	0	2.6132	1	0	0	2.6058	1	0	0	2.5992	1	0	0	2.5939	1	0	0	2.5903	1	0	0	2.5892	1	0	0	2.5912	1	0	0	2.5993	1	0	0	2.6141	1	0	0	2.635	1	0	0	2.6635	1	0	0	2.7122	1	0	0	2.7637	1	0	0	2.7786	1	0	0	2.7546	1	0	0	2.701	1	0	0	2.6077	1	0	0	2.484	1	0	0	2.3658	1	0	0	2.2567	1	0	0	2.1566	1	0	0	2.0651	1	0	0	1.9819	1	0	0	1.9068	1	0	0	1.8394	1	0	0	1.781	1	0	0	1.7359	1	0	0	1.7036	1	0	0	1.6827	1	0	0	1.672	1	0	0	1.6713	1	0	0	1.6743	1	0	0	1.6796	1	0	0	1.6865	1	0	0	1.6939	1	0	0	1.701	1	0	0	1.7071	1	0	0	1.712	1	0	0	1.7151	1	0	0	1.717	1	0	0	1.717	1	0																																																																
Me1JiegouqiutuMd010001	Attack02	0	93	0.033333	0	0	1	0	0	0.113	1	0	0	0.1626	1	0	0	0.2008	1	0	0	0.2849	1	0	0	0.4725	1	0	0	0.816	1	0	0	1.2914	1	0	0	1.984	1	0	0	2.5299	1	0	0	2.6924	1	0	0	2.9756	1	0	0	3.473	1	0	0	3.8221	1	0	0	4.242	1	0	0	4.5235	1	0	0	4.6786	1	0	0	4.761	1	0	0	4.825	1	0	0	4.8829	1	0	0	4.9129	1	0	0	4.9233	1	0	0	4.9232	1	0	0	4.9213	1	0	0	4.9265	1	0	0	4.9478	1	0	0	4.9932	1	0	0	5.0423	1	0	0	5.0777	1	0	0	5.114	1	0	0	5.1672	1	0	0	5.2532	1	0	0	5.3881	1	0	0	5.5884	1	0	0	5.845	1	0	0	6.0981	1	0	0	6.323	1	0	0	6.4572	1	0	0	6.624	1	0	0	6.704	1	0	0	6.713	1	0	0	6.7103	1	0	0	6.685	1	0	0	6.6414	1	0	0	6.6085	1	0	0	6.5939	1	0	0	6.597	1	0	0	6.6216	1	0	0	6.665	1	0	0	6.7246	1	0	0	6.798	1	0	0	6.8825	1	0	0	6.977	1	0	0	7.0742	1	0	0	7.16	1	0	0	7.2251	1	0	0	7.2744	1	0	0	7.3121	1	0	0	7.3427	1	0	0	7.3706	1	0	0	7.4002	1	0	0	7.4359	1	0	0	7.472	1	0	0	7.4884	1	0	0	7.4954	1	0	0	7.5092	1	0	0	7.544	1	0	0	7.5912	1	0	0	7.632	1	0	0	7.6617	1	0	0	7.6795	1	0	0	7.6861	1	0	0	7.6857	1	0	0	7.6813	1	0	0	7.675	1	0	0	7.6676	1	0	0	7.6584	1	0	0	7.6469	1	0	0	7.634	1	0	0	7.6229	1	0	0	7.6138	1	0	0	7.6069	1	0	0	7.6025	1	0	0	7.6009	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0	0	7.601	1	0
Me1JiegouqiutuMd010001	Attack03	0	73	0.033333	0	0	1	0	0	0.0126	1	0	0	0.0285	1	0	0	0.0475	1	0	0	0.0697	1	0	0	0.0949	1	0	0	0.1233	1	0	0	0.1548	1	0	0	0.1894	1	0	0	0.2269	1	0	0	0.267	1	0	0	0.2856	1	0	0	0.276	1	0	0	0.2669	1	0	0	0.286	1	0	0	0.3642	1	0	0	0.527	1	0	0	0.864	1	0	0	1.741	1	0	0	2.7756	1	0	0	3.502	1	0	0	4.0868	1	0	0	4.613	1	0	0	5.1267	1	0	0	5.628	1	0	0	6.0356	1	0	0	6.297	1	0	0	6.4806	1	0	0	6.6246	1	0	0	6.7647	1	0	0	6.937	1	0	0	7.1746	1	0	0	7.5091	1	0	0	7.8985	1	0	0	8.265	1	0	0	8.541	1	0	0	8.702	1	0	0	8.8258	1	0	0	8.9249	1	0	0	9.0035	1	0	0	9.0657	1	0	0	9.1155	1	0	0	9.1571	1	0	0	9.1946	1	0	0	9.232	1	0	0	9.2697	1	0	0	9.3009	1	0	0	9.3197	1	0	0	9.3271	1	0	0	9.3273	1	0	0	9.3239	1	0	0	9.3205	1	0	0	9.3203	1	0	0	9.3224	1	0	0	9.3237	1	0	0	9.3241	1	0	0	9.3238	1	0	0	9.3229	1	0	0	9.3215	1	0	0	9.3197	1	0	0	9.3177	1	0	0	9.3157	1	0	0	9.3137	1	0	0	9.3118	1	0	0	9.3103	1	0	0	9.3092	1	0	0	9.309	1	0	0	9.309	1	0	0	9.309	1	0	0	9.309	1	0	0	9.309	1	0	0	9.309	1	0	0	9.309	1	0	0	9.309	1	0																																																																																
Me1JiegouqiutuMd010001	Attack04	0	27	0.033333	0	0	1	0	0.0024	0.0138	1	0	0.015	0.059	1	0	0.0392	0.1406	1	0	0.0813	0.2648	1	0	0.1447	0.4388	1	0	0.231	0.635	1	0	0.3315	0.7871	1	0	0.4265	0.9187	1	0	0.4914	1.0701	1	0	0.5031	1.278	1	0	0.4672	1.47	1	0	0.402	1.579	1	0	0.3192	1.6493	1	0	0.232	1.723	1	0	0.1508	1.8395	1	0	0.0734	1.9746	1	0	-0.0036	2.1106	1	0	-0.08	2.248	1	0	-0.1552	2.3846	1	0	-0.2291	2.5204	1	0	-0.3013	2.6542	1	0	-0.3716	2.7841	1	0	-0.4398	2.9094	1	0	-0.5057	3.0288	1	0	-0.5692	3.1411	1	0	-0.63	3.245	1	0	-0.669	3.309	1	0																																																																																																																																																																																																																																																																								
Me1JiegouqiutuMd010001	Attack05	0	61	0	0	0	1	0	-0.0265	0.0606	1	0	-0.0439	0.0828	1	0	-0.0664	0.1032	1	0	-0.0878	0.1332	1	0	-0.1031	0.1858	1	0	-0.107	0.274	1	0	-0.0816	0.4278	1	0	0.063	0.765	1	0	0.2684	1.1597	1	0	0.412	1.389	1	0	0.4798	1.4573	1	0	0.5403	1.513	1	0	0.5938	1.5571	1	0	0.6407	1.5909	1	0	0.6817	1.6154	1	0	0.7171	1.6319	1	0	0.7475	1.6415	1	0	0.7734	1.6454	1	0	0.7953	1.6447	1	0	0.8137	1.6407	1	0	0.8291	1.6344	1	0	0.842	1.627	1	0	0.8535	1.62	1	0	0.8642	1.6144	1	0	0.8743	1.6113	1	0	0.8836	1.6114	1	0	0.8924	1.6156	1	0	0.9005	1.6249	1	0	0.908	1.6401	1	0	0.915	1.662	1	0	0.9156	1.69	1	0	0.906	1.7248	1	0	0.8898	1.7692	1	0	0.8702	1.8259	1	0	0.8511	1.8964	1	0	0.8386	1.9638	1	0	0.8308	2.0218	1	0	0.8234	2.0696	1	0	0.8122	2.1063	1	0	0.793	2.131	1	0	0.7657	2.1421	1	0	0.7371	2.1417	1	0	0.7136	2.1349	1	0	0.6992	2.1261	1	0	0.6891	2.1173	1	0	0.6823	2.1084	1	0	0.6781	2.0995	1	0	0.6758	2.0908	1	0	0.6746	2.0822	1	0	0.674	2.074	1	0	0.6738	2.0662	1	0	0.6742	2.0589	1	0	0.6752	2.0522	1	0	0.6765	2.0462	1	0	0.6781	2.0409	1	0	0.6799	2.0362	1	0	0.6815	2.0324	1	0	0.6831	2.0294	1	0	0.6843	2.0272	1	0	0.685	2.026	1	0																																																																																																																																				
Me1JiegouqiutuMd010001	Attack06	0	47	0.033333	0	0	1	0	0	0.0828	1	0	0	0.1609	1	0	0	0.2082	1	0	0	0.2492	1	0	0	0.3097	1	0	0	0.414	1	0	0	0.5027	1	0	0	0.5436	1	0	0	0.645	1	0	0	0.8902	1	0	0	1.3092	1	0	0	1.904	1	0	0	2.3604	1	0	0	2.629	1	0	0	2.8949	1	0	0	3.088	1	0	0	3.2246	1	0	0	3.3174	1	0	0	3.3817	1	0	0	3.433	1	0	0	3.4841	1	0	0	3.5517	1	0	0	3.6346	1	0	0	3.711	1	0	0	3.7478	1	0	0	3.761	1	0	0	3.7683	1	0	0	3.7706	1	0	0	3.7689	1	0	0	3.7644	1	0	0	3.758	1	0	0	3.7509	1	0	0	3.744	1	0	0	3.7382	1	0	0	3.7326	1	0	0	3.7274	1	0	0	3.7225	1	0	0	3.718	1	0	0	3.7138	1	0	0	3.71	1	0	0	3.7066	1	0	0	3.7036	1	0	0	3.7011	1	0	0	3.6991	1	0	0	3.6975	1	0	0	3.6964	1	0	0	3.696	1	0																																																																																																																																																																																								
Me1JiegouqiutuMd010001	Attack07	0	64	0.016667	0	0	1	0	-0.002	0.0007	1	0	-0.0067	0.005	1	0	-0.0134	0.0132	1	0	-0.0216	0.0262	1	0	-0.0312	0.0452	1	0	-0.0418	0.0712	1	0	-0.0532	0.1053	1	0	-0.065	0.1485	1	0	-0.077	0.2019	1	0	-0.089	0.267	1	0	-0.0971	0.3194	1	0	-0.1	0.344	1	0	-0.0991	0.3632	1	0	-0.096	0.396	1	0	-0.0926	0.4616	1	0	-0.09	0.58	1	0	-0.0889	0.8125	1	0	-0.089	1.504	1	0	-0.089	2.6396	1	0	-0.089	3.728	1	0	-0.089	4.1946	1	0	-0.089	4.531	1	0	-0.0894	5.1862	1	0	-0.091	5.667	1	0	-0.0902	6.0021	1	0	-0.086	6.407	1	0	-0.0815	6.6279	1	0	-0.0772	6.7102	1	0	-0.0734	6.7647	1	0	-0.07	6.902	1	0	-0.0695	7.186	1	0	-0.087	7.434	1	0	-0.112	7.6084	1	0	-0.1225	7.7838	1	0	-0.0985	8.0303	1	0	-0.039	8.352	1	0	0.0143	8.6204	1	0	0.059	8.8336	1	0	0.0971	9.0029	1	0	0.1311	9.1417	1	0	0.1632	9.2638	1	0	0.196	9.383	1	0	0.2312	9.511	1	0	0.2718	9.6609	1	0	0.3198	9.8451	1	0	0.378	10.079	1	0	0.4521	10.2779	1	0	0.508	10.432	1	0	0.4926	10.6504	1	0	0.4482	10.7986	1	0	0.3972	10.8555	1	0	0.3255	10.9052	1	0	0.2187	11.0321	1	0	0.108	11.21	1	0	0.0141	11.3759	1	0	-0.109	11.597	1	0	-0.1544	11.6816	1	0	-0.229	11.819	1	0	-0.373	12.078	1	0	-0.5167	12.3354	1	0	-0.6264	12.5316	1	0	-0.668	12.6061	1	0	-0.669	12.6081	1	0	-0.669	12.608	1	0																																																																																																																				
Me1JiegouqiutuMd010001	Attack08	0	34	0.016667	0	0	1	0	0	0.0213	1	0	0	0.0727	1	0	0	0.1346	1	0	0	0.186	1	0	0	0.2179	1	0	0	0.236	1	0	0	0.2446	1	0	0	0.25	1	0	0	0.2575	1	0	0	0.265	1	0	0	0.2718	1	0	0	0.2786	1	0	0	0.2849	1	0	0	0.29	1	0	0	0.2946	1	0	0	0.2986	1	0	0	0.3023	1	0	0	0.306	1	0	0	0.3091	1	0	0	0.3116	1	0	0	0.3136	1	0	0	0.315	1	0	0	0.3165	1	0	0	0.3181	1	0	0	0.3193	1	0	0	0.32	1	0	0	0.3208	1	0	0	0.3211	1	0	0	0.321	1	0	0	0.321	1	0	0	0.3212	1	0	0	0.3216	1	0	0	0.3219	1	0	0	0.322	1	0																																																																																																																																																																																																																																												
Me1JiegouqiutuMd010001	Attack09	0	68	0	0	0	1	0	0	0.0344	1	0	0	0.0611	1	0	0	0.0869	1	0	0	0.1183	1	0	0	0.1646	1	0	0	0.2328	1	0	0	0.3303	1	0	0	0.447	1	0	0	0.5491	1	0	0	0.6547	1	0	0	0.7919	1	0	0	0.9888	1	0	0	1.2743	1	0	0	1.635	1	0	0	1.9539	1	0	0	2.14	1	0	0	2.2051	1	0	0	2.2383	1	0	0	2.2674	1	0	0	2.295	1	0	0	2.3136	1	0	0	2.3205	1	0	0	2.3207	1	0	0	2.318	1	0	0	2.3139	1	0	0	2.3081	1	0	0	2.3012	1	0	0	2.2937	1	0	0	2.2862	1	0	0	2.2793	1	0	0	2.2735	1	0	0	2.2693	1	0	0	2.2673	1	0	0	2.268	1	0	0	2.2738	1	0	0	2.2865	1	0	0	2.3054	1	0	0	2.3305	1	0	0	2.3716	1	0	0	2.4269	1	0	0	2.4568	1	0	0	2.444	1	0	0	2.4004	1	0	0	2.322	1	0	0	2.2042	1	0	0	2.0822	1	0	0	1.9701	1	0	0	1.867	1	0	0	1.7727	1	0	0	1.6867	1	0	0	1.6089	1	0	0	1.539	1	0	0	1.4771	1	0	0	1.4275	1	0	0	1.391	1	0	0	1.3664	1	0	0	1.3524	1	0	0	1.349	1	0	0	1.351	1	0	0	1.3556	1	0	0	1.3621	1	0	0	1.3694	1	0	0	1.3767	1	0	0	1.383	1	0	0	1.3886	1	0	0	1.392	1	0	0	1.3946	1	0	0	1.395	1	0																																																																																																				
Me1JiegouqiutuMd010001	Attack10	0	32	0.016667	0	0	1	0	0	0.0085	1	0	0	0.0137	1	0	0	0.0157	1	0	0	0.015	1	0	0	0.012	1	0	0	0.009	1	0	0	0.006	1	0	0	0.0029	1	0	0	-0.002	1	0	0	-0.009	1	0	0	-0.0154	1	0	0	-0.0231	1	0	0	-0.0303	1	0	0	-0.0363	1	0	0	-0.0403	1	0	0	-0.0413	1	0	0	-0.0409	1	0	0	-0.0407	1	0	0	-0.0406	1	0	0	-0.0405	1	0	0	-0.0405	1	0	0	-0.0405	1	0	0	-0.0405	1	0	0	-0.0406	1	0	0	-0.0407	1	0	0	-0.0408	1	0	0	-0.0408	1	0	0	-0.0409	1	0	0	-0.041	1	0	0	-0.041	1	0	0	-0.041	1	0	0	-0.041	1	0																																																																																																																																																																																																																																																				
