Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	Cos[1]	Sin[1]	OffsetX[2]	OffsetZ[2]	Cos[2]	Sin[2]	OffsetX[3]	OffsetZ[3]	Cos[3]	Sin[3]	OffsetX[4]	OffsetZ[4]	Cos[4]	Sin[4]	OffsetX[5]	OffsetZ[5]	Cos[5]	Sin[5]	OffsetX[6]	OffsetZ[6]	Cos[6]	Sin[6]	OffsetX[7]	OffsetZ[7]	Cos[7]	Sin[7]	OffsetX[8]	OffsetZ[8]	Cos[8]	Sin[8]	OffsetX[9]	OffsetZ[9]	Cos[9]	Sin[9]	OffsetX[10]	OffsetZ[10]	Cos[10]	Sin[10]	OffsetX[11]	OffsetZ[11]	Cos[11]	Sin[11]	OffsetX[12]	OffsetZ[12]	Cos[12]	Sin[12]	OffsetX[13]	OffsetZ[13]	Cos[13]	Sin[13]	OffsetX[14]	OffsetZ[14]	Cos[14]	Sin[14]	OffsetX[15]	OffsetZ[15]	Cos[15]	Sin[15]	OffsetX[16]	OffsetZ[16]	Cos[16]	Sin[16]	OffsetX[17]	OffsetZ[17]	Cos[17]	Sin[17]	OffsetX[18]	OffsetZ[18]	Cos[18]	Sin[18]	OffsetX[19]	OffsetZ[19]	Cos[19]	Sin[19]	OffsetX[20]	OffsetZ[20]	Cos[20]	Sin[20]	OffsetX[21]	OffsetZ[21]	Cos[21]	Sin[21]	OffsetX[22]	OffsetZ[22]	Cos[22]	Sin[22]	OffsetX[23]	OffsetZ[23]	Cos[23]	Sin[23]	OffsetX[24]	OffsetZ[24]	Cos[24]	Sin[24]	OffsetX[25]	OffsetZ[25]	Cos[25]	Sin[25]	OffsetX[26]	OffsetZ[26]	Cos[26]	Sin[26]	OffsetX[27]	OffsetZ[27]	Cos[27]	Sin[27]	OffsetX[28]	OffsetZ[28]	Cos[28]	Sin[28]	OffsetX[29]	OffsetZ[29]	Cos[29]	Sin[29]	OffsetX[30]	OffsetZ[30]	Cos[30]	Sin[30]	OffsetX[31]	OffsetZ[31]	Cos[31]	Sin[31]	OffsetX[32]	OffsetZ[32]	Cos[32]	Sin[32]	OffsetX[33]	OffsetZ[33]	Cos[33]	Sin[33]	OffsetX[34]	OffsetZ[34]	Cos[34]	Sin[34]	OffsetX[35]	OffsetZ[35]	Cos[35]	Sin[35]	OffsetX[36]	OffsetZ[36]	Cos[36]	Sin[36]	OffsetX[37]	OffsetZ[37]	Cos[37]	Sin[37]	OffsetX[38]	OffsetZ[38]	Cos[38]	Sin[38]	OffsetX[39]	OffsetZ[39]	Cos[39]	Sin[39]	OffsetX[40]	OffsetZ[40]	Cos[40]	Sin[40]	OffsetX[41]	OffsetZ[41]	Cos[41]	Sin[41]	OffsetX[42]	OffsetZ[42]	Cos[42]	Sin[42]	OffsetX[43]	OffsetZ[43]	Cos[43]	Sin[43]	OffsetX[44]	OffsetZ[44]	Cos[44]	Sin[44]	OffsetX[45]	OffsetZ[45]	Cos[45]	Sin[45]	OffsetX[46]	OffsetZ[46]	Cos[46]	Sin[46]	OffsetX[47]	OffsetZ[47]	Cos[47]	Sin[47]	OffsetX[48]	OffsetZ[48]	Cos[48]	Sin[48]	OffsetX[49]	OffsetZ[49]	Cos[49]	Sin[49]	OffsetX[50]	OffsetZ[50]	Cos[50]	Sin[50]	OffsetX[51]	OffsetZ[51]	Cos[51]	Sin[51]	OffsetX[52]	OffsetZ[52]	Cos[52]	Sin[52]	OffsetX[53]	OffsetZ[53]	Cos[53]	Sin[53]	OffsetX[54]	OffsetZ[54]	Cos[54]	Sin[54]	OffsetX[55]	OffsetZ[55]	Cos[55]	Sin[55]	OffsetX[56]	OffsetZ[56]	Cos[56]	Sin[56]	OffsetX[57]	OffsetZ[57]	Cos[57]	Sin[57]	OffsetX[58]	OffsetZ[58]	Cos[58]	Sin[58]	OffsetX[59]	OffsetZ[59]	Cos[59]	Sin[59]	OffsetX[60]	OffsetZ[60]	Cos[60]	Sin[60]	OffsetX[61]	OffsetZ[61]	Cos[61]	Sin[61]	OffsetX[62]	OffsetZ[62]	Cos[62]	Sin[62]	OffsetX[63]	OffsetZ[63]	Cos[63]	Sin[63]	OffsetX[64]	OffsetZ[64]	Cos[64]	Sin[64]	OffsetX[65]	OffsetZ[65]	Cos[65]	Sin[65]	OffsetX[66]	OffsetZ[66]	Cos[66]	Sin[66]	OffsetX[67]	OffsetZ[67]	Cos[67]	Sin[67]	OffsetX[68]	OffsetZ[68]	Cos[68]	Sin[68]	OffsetX[69]	OffsetZ[69]	Cos[69]	Sin[69]	OffsetX[70]	OffsetZ[70]	Cos[70]	Sin[70]	OffsetX[71]	OffsetZ[71]	Cos[71]	Sin[71]	OffsetX[72]	OffsetZ[72]	Cos[72]	Sin[72]	OffsetX[73]	OffsetZ[73]	Cos[73]	Sin[73]	OffsetX[74]	OffsetZ[74]	Cos[74]	Sin[74]	OffsetX[75]	OffsetZ[75]	Cos[75]	Sin[75]	OffsetX[76]	OffsetZ[76]	Cos[76]	Sin[76]	OffsetX[77]	OffsetZ[77]	Cos[77]	Sin[77]	OffsetX[78]	OffsetZ[78]	Cos[78]	Sin[78]	OffsetX[79]	OffsetZ[79]	Cos[79]	Sin[79]	OffsetX[80]	OffsetZ[80]	Cos[80]	Sin[80]	OffsetX[81]	OffsetZ[81]	Cos[81]	Sin[81]	OffsetX[82]	OffsetZ[82]	Cos[82]	Sin[82]	OffsetX[83]	OffsetZ[83]	Cos[83]	Sin[83]	OffsetX[84]	OffsetZ[84]	Cos[84]	Sin[84]
R2LuxiyaMd010021	Attack01	0	25	0.033333	0	0	1	0	0	0.0421	1	0	0	0.559	1	0	0	1.1456	1	0	0	1.181	1	0	0	1.1606	1	0	0	1.146	1	0	0	1.1348	1	0	0	1.127	1	0	0	1.1249	1	0	0	1.133	1	0	0	1.1518	1	0	0	1.246	1	0	0	1.3339	1	0	0	1.387	1	0	0	1.4425	1	0	0	1.498	1	0	0	1.5503	1	0	0	1.597	1	0	0	1.5693	1	0	0	1.519	1	0	0	1.4637	1	0	0	1.441	1	0	0	1.4367	1	0	0	1.438	1	0	0	1.439	1	0																																																																																																																																																																																																																																								
R2LuxiyaMd010021	Attack02	0	27	0	0	0	1	0	0	-0.2013	1	0	0	-0.064	1	0	0	0.2163	1	0	0	0.383	1	0	0	0.498	1	0	0	0.586	1	0	0	0.9251	1	0	0	0.929	1	0	0	0.9198	1	0	0	0.914	1	0	0	0.908	1	0	0	0.901	1	0	0	0.894	1	0	0	0.888	1	0	0	0.8397	1	0	0	0.788	1	0	0	0.7366	1	0	0	0.693	1	0	0	0.6648	1	0	0	0.65	1	0	0	0.6436	1	0	0	0.645	1	0	0	0.6496	1	0	0	0.654	1	0	0	0.655	1	0	0	0.656	1	0																																																																																																																																																																																																																																				
R2LuxiyaMd010021	Attack03	0	21	0	0	0	1	0	0	-0.0474	1	0	0	-0.06	1	0	0	0.4793	1	0	0	0.852	1	0	0	0.8468	1	0	0	0.845	1	0	0	0.8451	1	0	0	0.851	1	0	0	0.856	1	0	0	0.861	1	0	0	0.9226	1	0	0	1	1	0	0	1.1116	1	0	0	1.239	1	0	0	1.3689	1	0	0	1.42	1	0	0	1.4296	1	0	0	1.41	1	0	0	1.3742	1	0	0	1.335	1	0																																																																																																																																																																																																																																																												
R2LuxiyaMd010021	Attack04	0	21	0.033333	0	0	1	0	0	0.1561	1	0	0	0.427	1	0	0	0.6954	1	0	0	1.416	1	0	0	1.7009	1	0	0	1.7	1	0	0	1.688	1	0	0	1.675	1	0	0	1.6711	1	0	0	1.674	1	0	0	1.6996	1	0	0	1.77	1	0	0	1.899	1	0	0	2.038	1	0	0	2.1425	1	0	0	2.129	1	0	0	2.0913	1	0	0	2.056	1	0	0	2.0381	1	0	0	2.019	1	0	0	2.006	1	0																																																																																																																																																																																																																																																								
R2LuxiyaMd010021	Attack05	0	24	0.016667	0	0	1	0	0	-0.1925	1	0	0	0.102	1	0	0	0.0514	1	0	0	-0.141	1	0	0	0.1051	1	0	0	0.044	1	0	0	-0.0961	1	0	0	-0.243	1	0	0	-0.2841	1	0	0	-0.306	1	0	0	-0.3181	1	0	0	-0.32	1	0	0	-0.306	1	0	0	-0.275	1	0	0	-0.2011	1	0	0	-0.018	1	0	0	0.2019	1	0	0	0.405	1	0	0	0.4585	1	0	0	0.458	1	0	0	0.4237	1	0	0	0.375	1	0	0	0.3382	1	0	0	0.33	1	0																																																																																																																																																																																																																																												
R2LuxiyaMd010021	Attack06	0	24	0	0	0	1	0	0	-0.0521	1	0	0	-0.111	1	0	0	-0.15	1	0	0	-0.143	1	0	0	0.1618	1	0	0	2.207	1	0	0	4.7553	1	0	0	4.707	1	0	0	4.7609	1	0	0	4.77	1	0	0	4.7593	1	0	0	4.743	1	0	0	4.7457	1	0	0	4.79	1	0	0	4.8502	1	0	0	4.935	1	0	0	5.0353	1	0	0	5.148	1	0	0	5.2268	1	0	0	5.202	1	0	0	5.1652	1	0	0	5.116	1	0	0	5.0834	1	0	0	5.052	1	0																																																																																																																																																																																																																																												
R2LuxiyaMd010021	Attack11	0	40	0	0	0	1	0	0	0.1125	1	0	0	0.342	1	0	0	0.6154	1	0	0	0.684	1	0	0	0.7898	1	0	0	1.061	1	0	0	1.1329	1	0	0	1.072	1	0	0	1.0416	1	0	0	1.136	1	0	0	1.041	1	0	0	1.089	1	0	0	1.1283	1	0	0	1.034	1	0	0	1.1128	1	0	0	1.087	1	0	0	1.0628	1	0	0	1.123	1	0	0	0.8456	1	0	0	0.737	1	0	0	0.7063	1	0	0	0.697	1	0	0	0.703	1	0	0	0.717	1	0	0	0.7392	1	0	0	0.767	1	0	0	0.8375	1	0	0	0.935	1	0	0	1.0005	1	0	0	1.075	1	0	0	1.1638	1	0	0	1.293	1	0	0	1.4056	1	0	0	1.39	1	0	0	1.3576	1	0	0	1.315	1	0	0	1.2764	1	0	0	1.257	1	0	0	1.2384	1	0	0	1.222	1	0																																																																																																																																																																												
R2LuxiyaMd010021	Attack13	0	54	0.016667	0	0	1	0	0	0.1125	1	0	0	0.342	1	0	0	0.6154	1	0	0	0.684	1	0	0	0.7898	1	0	0	1.061	1	0	0	1.1324	1	0	0	1.072	1	0	0	1.0416	1	0	0	1.136	1	0	0	1.041	1	0	0	1.089	1	0	0	1.1283	1	0	0	1.034	1	0	0	1.1128	1	0	0	1.087	1	0	0	1.0628	1	0	0	1.123	1	0	0	0.8454	1	0	0	0.741	1	0	0	0.7094	1	0	0	0.688	1	0	0	0.6769	1	0	0	0.677	1	0	0	0.6902	1	0	0	0.718	1	0	0	0.8181	1	0	0	1.151	1	0	0	1.217	1	0	0	1.202	1	0	0	1.1881	1	0	0	1.173	1	0	0	1.1574	1	0	0	1.144	1	0	0	1.1341	1	0	0	1.122	1	0	0	1.1103	1	0	0	1.103	1	0	0	1.1034	1	0	0	1.114	1	0	0	1.1432	1	0	0	1.196	1	0	0	1.297	1	0	0	1.416	1	0	0	1.5375	1	0	0	1.659	1	0	0	1.6846	1	0	0	1.7	1	0	0	1.7044	1	0	0	1.702	1	0	0	1.6971	1	0	0	1.69	1	0	0	1.6841	1	0	0	1.683	1	0																																																																																																																				
R2LuxiyaMd010021	Attack21	0	33	0	0	0	1	0	0	0.4479	1	0	0	0.825	1	0	0	0.8541	1	0	0	0.989	1	0	0	1.1955	1	0	0	1.133	1	0	0	1.0991	1	0	0	1.108	1	0	0	1.1245	1	0	0	1.141	1	0	0	0.5901	1	0	0	-0.178	1	0	0	-0.3912	1	0	0	-0.457	1	0	0	-0.4853	1	0	0	-0.498	1	0	0	-0.4965	1	0	0	-0.486	1	0	0	-0.4673	1	0	0	-0.443	1	0	0	-0.4136	1	0	0	-0.383	1	0	0	-0.3567	1	0	0	-0.336	1	0	0	-0.3236	1	0	0	-0.318	1	0	0	-0.3202	1	0	0	-0.326	1	0	0	-0.3364	1	0	0	-0.347	1	0	0	-0.3581	1	0	0	-0.366	1	0																																																																																																																																																																																																												
R2LuxiyaMd010021	Attack31	0	33	0.033333	0	0	1	0	0	-0.003	1	0	0	0.138	1	0	0	0.2131	1	0	0	0.618	1	0	0	0.9613	1	0	0	1.181	1	0	0	1.6921	1	0	0	2.228	1	0	0	2.4687	1	0	0	2.705	1	0	0	2.7634	1	0	0	2.796	1	0	0	2.809	1	0	0	2.813	1	0	0	2.8211	1	0	0	2.828	1	0	0	2.8285	1	0	0	2.829	1	0	0	2.8387	1	0	0	2.863	1	0	0	2.8903	1	0	0	2.911	1	0	0	2.9272	1	0	0	2.948	1	0	0	2.9706	1	0	0	2.991	1	0	0	3.0095	1	0	0	3.02	1	0	0	3.0261	1	0	0	3.031	1	0	0	3.035	1	0	0	3.039	1	0	0	3.041	1	0																																																																																																																																																																																																								
