Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	Cos[1]	Sin[1]	OffsetX[2]	OffsetZ[2]	Cos[2]	Sin[2]	OffsetX[3]	OffsetZ[3]	Cos[3]	Sin[3]	OffsetX[4]	OffsetZ[4]	Cos[4]	Sin[4]	OffsetX[5]	OffsetZ[5]	Cos[5]	Sin[5]	OffsetX[6]	OffsetZ[6]	Cos[6]	Sin[6]	OffsetX[7]	OffsetZ[7]	Cos[7]	Sin[7]	OffsetX[8]	OffsetZ[8]	Cos[8]	Sin[8]	OffsetX[9]	OffsetZ[9]	Cos[9]	Sin[9]	OffsetX[10]	OffsetZ[10]	Cos[10]	Sin[10]	OffsetX[11]	OffsetZ[11]	Cos[11]	Sin[11]	OffsetX[12]	OffsetZ[12]	Cos[12]	Sin[12]	OffsetX[13]	OffsetZ[13]	Cos[13]	Sin[13]	OffsetX[14]	OffsetZ[14]	Cos[14]	Sin[14]	OffsetX[15]	OffsetZ[15]	Cos[15]	Sin[15]	OffsetX[16]	OffsetZ[16]	Cos[16]	Sin[16]	OffsetX[17]	OffsetZ[17]	Cos[17]	Sin[17]	OffsetX[18]	OffsetZ[18]	Cos[18]	Sin[18]	OffsetX[19]	OffsetZ[19]	Cos[19]	Sin[19]	OffsetX[20]	OffsetZ[20]	Cos[20]	Sin[20]	OffsetX[21]	OffsetZ[21]	Cos[21]	Sin[21]	OffsetX[22]	OffsetZ[22]	Cos[22]	Sin[22]	OffsetX[23]	OffsetZ[23]	Cos[23]	Sin[23]	OffsetX[24]	OffsetZ[24]	Cos[24]	Sin[24]	OffsetX[25]	OffsetZ[25]	Cos[25]	Sin[25]	OffsetX[26]	OffsetZ[26]	Cos[26]	Sin[26]	OffsetX[27]	OffsetZ[27]	Cos[27]	Sin[27]	OffsetX[28]	OffsetZ[28]	Cos[28]	Sin[28]	OffsetX[29]	OffsetZ[29]	Cos[29]	Sin[29]	OffsetX[30]	OffsetZ[30]	Cos[30]	Sin[30]	OffsetX[31]	OffsetZ[31]	Cos[31]	Sin[31]	OffsetX[32]	OffsetZ[32]	Cos[32]	Sin[32]	OffsetX[33]	OffsetZ[33]	Cos[33]	Sin[33]	OffsetX[34]	OffsetZ[34]	Cos[34]	Sin[34]	OffsetX[35]	OffsetZ[35]	Cos[35]	Sin[35]	OffsetX[36]	OffsetZ[36]	Cos[36]	Sin[36]	OffsetX[37]	OffsetZ[37]	Cos[37]	Sin[37]	OffsetX[38]	OffsetZ[38]	Cos[38]	Sin[38]	OffsetX[39]	OffsetZ[39]	Cos[39]	Sin[39]	OffsetX[40]	OffsetZ[40]	Cos[40]	Sin[40]	OffsetX[41]	OffsetZ[41]	Cos[41]	Sin[41]	OffsetX[42]	OffsetZ[42]	Cos[42]	Sin[42]	OffsetX[43]	OffsetZ[43]	Cos[43]	Sin[43]	OffsetX[44]	OffsetZ[44]	Cos[44]	Sin[44]	OffsetX[45]	OffsetZ[45]	Cos[45]	Sin[45]	OffsetX[46]	OffsetZ[46]	Cos[46]	Sin[46]	OffsetX[47]	OffsetZ[47]	Cos[47]	Sin[47]	OffsetX[48]	OffsetZ[48]	Cos[48]	Sin[48]	OffsetX[49]	OffsetZ[49]	Cos[49]	Sin[49]	OffsetX[50]	OffsetZ[50]	Cos[50]	Sin[50]	OffsetX[51]	OffsetZ[51]	Cos[51]	Sin[51]	OffsetX[52]	OffsetZ[52]	Cos[52]	Sin[52]	OffsetX[53]	OffsetZ[53]	Cos[53]	Sin[53]	OffsetX[54]	OffsetZ[54]	Cos[54]	Sin[54]	OffsetX[55]	OffsetZ[55]	Cos[55]	Sin[55]	OffsetX[56]	OffsetZ[56]	Cos[56]	Sin[56]	OffsetX[57]	OffsetZ[57]	Cos[57]	Sin[57]	OffsetX[58]	OffsetZ[58]	Cos[58]	Sin[58]	OffsetX[59]	OffsetZ[59]	Cos[59]	Sin[59]	OffsetX[60]	OffsetZ[60]	Cos[60]	Sin[60]	OffsetX[61]	OffsetZ[61]	Cos[61]	Sin[61]	OffsetX[62]	OffsetZ[62]	Cos[62]	Sin[62]	OffsetX[63]	OffsetZ[63]	Cos[63]	Sin[63]	OffsetX[64]	OffsetZ[64]	Cos[64]	Sin[64]	OffsetX[65]	OffsetZ[65]	Cos[65]	Sin[65]	OffsetX[66]	OffsetZ[66]	Cos[66]	Sin[66]	OffsetX[67]	OffsetZ[67]	Cos[67]	Sin[67]	OffsetX[68]	OffsetZ[68]	Cos[68]	Sin[68]	OffsetX[69]	OffsetZ[69]	Cos[69]	Sin[69]	OffsetX[70]	OffsetZ[70]	Cos[70]	Sin[70]	OffsetX[71]	OffsetZ[71]	Cos[71]	Sin[71]	OffsetX[72]	OffsetZ[72]	Cos[72]	Sin[72]	OffsetX[73]	OffsetZ[73]	Cos[73]	Sin[73]	OffsetX[74]	OffsetZ[74]	Cos[74]	Sin[74]	OffsetX[75]	OffsetZ[75]	Cos[75]	Sin[75]	OffsetX[76]	OffsetZ[76]	Cos[76]	Sin[76]	OffsetX[77]	OffsetZ[77]	Cos[77]	Sin[77]	OffsetX[78]	OffsetZ[78]	Cos[78]	Sin[78]	OffsetX[79]	OffsetZ[79]	Cos[79]	Sin[79]	OffsetX[80]	OffsetZ[80]	Cos[80]	Sin[80]	OffsetX[81]	OffsetZ[81]	Cos[81]	Sin[81]	OffsetX[82]	OffsetZ[82]	Cos[82]	Sin[82]	OffsetX[83]	OffsetZ[83]	Cos[83]	Sin[83]	OffsetX[84]	OffsetZ[84]	Cos[84]	Sin[84]	OffsetX[85]	OffsetZ[85]	Cos[85]	Sin[85]	OffsetX[86]	OffsetZ[86]	Cos[86]	Sin[86]	OffsetX[87]	OffsetZ[87]	Cos[87]	Sin[87]	OffsetX[88]	OffsetZ[88]	Cos[88]	Sin[88]	OffsetX[89]	OffsetZ[89]	Cos[89]	Sin[89]	OffsetX[90]	OffsetZ[90]	Cos[90]	Sin[90]	OffsetX[91]	OffsetZ[91]	Cos[91]	Sin[91]	OffsetX[92]	OffsetZ[92]	Cos[92]	Sin[92]	OffsetX[93]	OffsetZ[93]	Cos[93]	Sin[93]	OffsetX[94]	OffsetZ[94]	Cos[94]	Sin[94]	OffsetX[95]	OffsetZ[95]	Cos[95]	Sin[95]	OffsetX[96]	OffsetZ[96]	Cos[96]	Sin[96]	OffsetX[97]	OffsetZ[97]	Cos[97]	Sin[97]	OffsetX[98]	OffsetZ[98]	Cos[98]	Sin[98]	OffsetX[99]	OffsetZ[99]	Cos[99]	Sin[99]	OffsetX[100]	OffsetZ[100]	Cos[100]	Sin[100]	OffsetX[101]	OffsetZ[101]	Cos[101]	Sin[101]	OffsetX[102]	OffsetZ[102]	Cos[102]	Sin[102]	OffsetX[103]	OffsetZ[103]	Cos[103]	Sin[103]	OffsetX[104]	OffsetZ[104]	Cos[104]	Sin[104]	OffsetX[105]	OffsetZ[105]	Cos[105]	Sin[105]	OffsetX[106]	OffsetZ[106]	Cos[106]	Sin[106]	OffsetX[107]	OffsetZ[107]	Cos[107]	Sin[107]	OffsetX[108]	OffsetZ[108]	Cos[108]	Sin[108]	OffsetX[109]	OffsetZ[109]	Cos[109]	Sin[109]	OffsetX[110]	OffsetZ[110]	Cos[110]	Sin[110]	OffsetX[111]	OffsetZ[111]	Cos[111]	Sin[111]	OffsetX[112]	OffsetZ[112]	Cos[112]	Sin[112]	OffsetX[113]	OffsetZ[113]	Cos[113]	Sin[113]	OffsetX[114]	OffsetZ[114]	Cos[114]	Sin[114]	OffsetX[115]	OffsetZ[115]	Cos[115]	Sin[115]	OffsetX[116]	OffsetZ[116]	Cos[116]	Sin[116]	OffsetX[117]	OffsetZ[117]	Cos[117]	Sin[117]	OffsetX[118]	OffsetZ[118]	Cos[118]	Sin[118]	OffsetX[119]	OffsetZ[119]	Cos[119]	Sin[119]	OffsetX[120]	OffsetZ[120]	Cos[120]	Sin[120]	OffsetX[121]	OffsetZ[121]	Cos[121]	Sin[121]	OffsetX[122]	OffsetZ[122]	Cos[122]	Sin[122]	OffsetX[123]	OffsetZ[123]	Cos[123]	Sin[123]
Mb1MelodyMd010001	Attack01	0	109	0	0	0	1	0	0	0.0493	1	0	0	0.102	1	0	0	0.2131	1	0	0	0.322	1	0	0	0.4423	1	0	0	0.556	1	0	0	0.5944	1	0	0	0.598	1	0	0	0.6007	1	0	0	0.6	1	0	0	0.5995	1	0	0	0.627	1	0	0	0.6686	1	0	0	0.69	1	0	0	0.6752	1	0	0	0.639	1	0	0	0.6211	1	0	0	0.61	1	0	0	0.5989	1	0	0	0.599	1	0	0	0.6119	1	0	0	0.636	1	0	0	0.7833	1	0	0	1.132	1	0	0	1.463	1	0	0	3.918	1	0	0	5.6009	1	0	0	5.55	1	0	0	5.5799	1	0	0	5.594	1	0	0	5.5555	1	0	0	5.482	1	0	0	5.4402	1	0	0	5.485	1	0	0	5.8219	1	0	0	6.106	1	0	0	6.3117	1	0	0	6.468	1	0	0	6.6174	1	0	0	6.776	1	0	0	6.9404	1	0	0	7.133	1	0	0	7.237	1	0	0	7.16	1	0	0	6.9347	1	0	0	6.805	1	0	0	6.7363	1	0	0	6.708	1	0	0	6.7887	1	0	0	6.884	1	0	0	6.868	1	0	0	6.736	1	0	0	6.6901	1	0	0	6.724	1	0	0	6.7816	1	0	0	6.829	1	0	0	6.8119	1	0	0	6.95	1	0	0	7.1344	1	0	0	7.509	1	0	0	7.6609	1	0	0	7.671	1	0	0	7.6732	1	0	0	7.681	1	0	0	7.6705	1	0	0	7.641	1	0	0	7.5951	1	0	0	7.475	1	0	0	7.372	1	0	0	7.358	1	0	0	7.3525	1	0	0	7.348	1	0	0	7.347	1	0	0	7.347	1	0	0	7.347	1	0	0	7.347	1	0	0	7.347	1	0	0	7.346	1	0	0	7.3441	1	0	0	7.34	1	0	0	7.3331	1	0	0	7.324	1	0	0	7.2925	1	0	0	7.243	1	0	0	7.1759	1	0	0	7.128	1	0	0	7.0983	1	0	0	7.071	1	0	0	7.0474	1	0	0	7.026	1	0	0	7.0069	1	0	0	6.99	1	0	0	6.9754	1	0	0	6.962	1	0	0	6.9592	1	0	0	6.97	1	0	0	6.9912	1	0	0	7.018	1	0	0	7.0429	1	0	0	7.061	1	0	0	7.0688	1	0	0	7.089	1	0	0	7.1184	1	0	0	7.149	1	0	0	7.1741	1	0	0	7.198	1	0	0	7.2126	1	0	0	7.226	1	0	0	7.226	1	0																																																				
Mb1MelodyMd010001	Attack02	0	119	0.033333	0	0	1	0	0	-0.0495	1	0	0	-0.109	1	0	0	-0.1049	1	0	0	-0.077	1	0	0	-0.0058	1	0	0	0.16	1	0	0	0.3583	1	0	0	0.542	1	0	0	0.712	1	0	0	0.846	1	0	0	0.9655	1	0	0	1.022	1	0	0	1.0206	1	0	0	1.017	1	0	0	1.0476	1	0	0	1.075	1	0	0	1.0667	1	0	0	1.036	1	0	0	1.0302	1	0	0	1.029	1	0	0	1.0285	1	0	0	1.047	1	0	0	1.1056	1	0	0	1.244	1	0	0	1.4096	1	0	0	1.573	1	0	0	1.7215	1	0	0	1.806	1	0	0	1.862	1	0	0	1.9	1	0	0	1.9265	1	0	0	1.944	1	0	0	1.9468	1	0	0	1.944	1	0	0	1.9556	1	0	0	1.992	1	0	0	2.0873	1	0	0	2.079	1	0	0	2.067	1	0	0	2.074	1	0	0	2.2944	1	0	0	2.562	1	0	0	2.6571	1	0	0	2.769	1	0	0	2.8471	1	0	0	2.952	1	0	0	3.1316	1	0	0	3.301	1	0	0	3.4312	1	0	0	3.549	1	0	0	3.7008	1	0	0	3.927	1	0	0	4.0887	1	0	0	4.185	1	0	0	4.2628	1	0	0	4.38	1	0	0	4.7503	1	0	0	5.122	1	0	0	5.3132	1	0	0	5.321	1	0	0	5.2996	1	0	0	5.286	1	0	0	5.3267	1	0	0	5.517	1	0	0	5.8098	1	0	0	6.053	1	0	0	6.1614	1	0	0	6.299	1	0	0	6.5124	1	0	0	6.602	1	0	0	6.6458	1	0	0	6.665	1	0	0	6.6733	1	0	0	6.675	1	0	0	6.6751	1	0	0	6.673	1	0	0	6.6681	1	0	0	6.661	1	0	0	6.6499	1	0	0	6.633	1	0	0	6.6092	1	0	0	6.582	1	0	0	6.5492	1	0	0	6.494	1	0	0	6.4287	1	0	0	6.36	1	0	0	6.2922	1	0	0	6.23	1	0	0	6.1779	1	0	0	6.137	1	0	0	6.1063	1	0	0	6.087	1	0	0	6.0848	1	0	0	6.087	1	0	0	6.0929	1	0	0	6.1	1	0	0	6.1075	1	0	0	6.115	1	0	0	6.125	1	0	0	6.134	1	0	0	6.1409	1	0	0	6.148	1	0	0	6.1585	1	0	0	6.169	1	0	0	6.1785	1	0	0	6.188	1	0	0	6.197	1	0	0	6.205	1	0	0	6.2126	1	0	0	6.218	1	0	0	6.2237	1	0	0	6.225	1	0	0	6.2242	1	0	0	6.219	1	0	0	6.2145	1	0	0	6.209	1	0	0	6.2063	1	0	0	6.207	1	0	0	6.208	1	0												
Mb1MelodyMd010001	Attack05	0	67	0.033333	0	0	1	0	0	0.0621	1	0	0	0.015	1	0	0	-0.1352	1	0	0	-0.299	1	0	0	-0.4117	1	0	0	-0.502	1	0	0	-0.5859	1	0	0	-0.716	1	0	0	-0.8967	1	0	0	-1.093	1	0	0	-1.222	1	0	0	-1.369	1	0	0	-1.5552	1	0	0	-1.728	1	0	0	-1.8398	1	0	0	-1.891	1	0	0	-1.9471	1	0	0	-2.018	1	0	0	-2.1624	1	0	0	-2.299	1	0	0	-2.4056	1	0	0	-2.492	1	0	0	-2.5879	1	0	0	-2.784	1	0	0	-2.9489	1	0	0	-3.162	1	0	0	-3.1884	1	0	0	-3.2	1	0	0	-3.2025	1	0	0	-3.205	1	0	0	-3.2076	1	0	0	-3.209	1	0	0	-3.208	1	0	0	-3.206	1	0	0	-3.2045	1	0	0	-3.203	1	0	0	-3.2027	1	0	0	-3.216	1	0	0	-3.2503	1	0	0	-3.297	1	0	0	-3.343	1	0	0	-3.38	1	0	0	-3.3913	1	0	0	-3.398	1	0	0	-3.4008	1	0	0	-3.399	1	0	0	-3.3896	1	0	0	-3.369	1	0	0	-3.3137	1	0	0	-3.237	1	0	0	-3.1487	1	0	0	-3.057	1	0	0	-2.9721	1	0	0	-2.903	1	0	0	-2.8514	1	0	0	-2.821	1	0	0	-2.8114	1	0	0	-2.813	1	0	0	-2.815	1	0	0	-2.816	1	0	0	-2.8165	1	0	0	-2.817	1	0	0	-2.8189	1	0	0	-2.822	1	0	0	-2.8255	1	0	0	-2.829	1	0	0	-2.831	1	0																																																																																																																																																																																																																												
Mb1MelodyMd010001	Attack06	0	57	0	0	0	1	0	0	0.1419	1	0	0	0.287	1	0	0	0.4607	1	0	0	0.776	1	0	0	1.1357	1	0	0	1.384	1	0	0	1.4617	1	0	0	1.509	1	0	0	1.5643	1	0	0	1.651	1	0	0	1.7412	1	0	0	1.845	1	0	0	1.9621	1	0	0	2.06	1	0	0	2.1394	1	0	0	2.238	1	0	0	2.533	1	0	0	3.081	1	0	0	3.2531	1	0	0	3.278	1	0	0	3.2925	1	0	0	3.299	1	0	0	3.3046	1	0	0	3.309	1	0	0	3.3094	1	0	0	3.303	1	0	0	3.2867	1	0	0	3.258	1	0	0	3.2212	1	0	0	3.182	1	0	0	3.1317	1	0	0	3.086	1	0	0	3.0568	1	0	0	3.058	1	0	0	3.0811	1	0	0	3.112	1	0	0	3.1473	1	0	0	3.187	1	0	0	3.229	1	0	0	3.271	1	0	0	3.3102	1	0	0	3.346	1	0	0	3.3794	1	0	0	3.415	1	0	0	3.4522	1	0	0	3.487	1	0	0	3.5061	1	0	0	3.525	1	0	0	3.5413	1	0	0	3.562	1	0	0	3.5811	1	0	0	3.598	1	0	0	3.61	1	0	0	3.613	1	0	0	3.6159	1	0	0	3.62	1	0	0	3.62	1	0																																																																																																																																																																																																																																																																				
Mb1MelodyMd010001	Attack11	0	74	0.016667	0	0	1	0	0	-0.0411	1	0	0	-0.161	1	0	0	-0.2172	1	0	0	-0.098	1	0	0	0.103	1	0	0	0.17	1	0	0	0.1667	1	0	0	0.133	1	0	0	0.0745	1	0	0	0.015	1	0	0	-0.0436	1	0	0	-0.101	1	0	0	-0.143	1	0	0	-0.176	1	0	0	-0.2628	1	0	0	-0.39	1	0	0	-0.5388	1	0	0	-0.646	1	0	0	-0.6496	1	0	0	-0.633	1	0	0	-0.6365	1	0	0	-0.64	1	0	0	-0.6435	1	0	0	-0.647	1	0	0	-0.6515	1	0	0	-0.655	1	0	0	-0.6586	1	0	0	-0.661	1	0	0	-0.6625	1	0	0	-0.663	1	0	0	-0.5106	1	0	0	-0.104	1	0	0	0.308	1	0	0	0.612	1	0	0	0.7304	1	0	0	0.805	1	0	0	0.8457	1	0	0	0.883	1	0	0	0.9062	1	0	0	0.917	1	0	0	0.9246	1	0	0	0.93	1	0	0	0.9337	1	0	0	0.934	1	0	0	0.9311	1	0	0	0.927	1	0	0	0.922	1	0	0	0.916	1	0	0	0.9096	1	0	0	0.901	1	0	0	0.8916	1	0	0	0.88	1	0	0	0.8663	1	0	0	0.837	1	0	0	0.7972	1	0	0	0.753	1	0	0	0.7056	1	0	0	0.657	1	0	0	0.6023	1	0	0	0.541	1	0	0	0.482	1	0	0	0.432	1	0	0	0.399	1	0	0	0.392	1	0	0	0.3914	1	0	0	0.392	1	0	0	0.3949	1	0	0	0.398	1	0	0	0.4011	1	0	0	0.402	1	0	0	0.4006	1	0	0	0.398	1	0	0	0.3937	1	0	0	0.393	1	0																																																																																																																																																																																																
Mb1MelodyMd010001	Attack12	0	81	0	0	0	1	0	0	-0.0215	1	0	0	-0.005	1	0	0	0.0329	1	0	0	0.073	1	0	0	0.1051	1	0	0	0.126	1	0	0	0.1244	1	0	0	0.089	1	0	0	0.0167	1	0	0	-0.067	1	0	0	-0.1352	1	0	0	-0.182	1	0	0	-0.2294	1	0	0	-0.278	1	0	0	-0.3227	1	0	0	-0.354	1	0	0	-0.3746	1	0	0	-0.394	1	0	0	-0.4131	1	0	0	-0.431	1	0	0	-0.4476	1	0	0	-0.463	1	0	0	-0.4766	1	0	0	-0.489	1	0	0	-0.4996	1	0	0	-0.508	1	0	0	-0.5136	1	0	0	-0.517	1	0	0	-0.5176	1	0	0	-0.516	1	0	0	-0.3815	1	0	0	-0.056	1	0	0	0.3027	1	0	0	0.749	1	0	0	0.9949	1	0	0	1.071	1	0	0	1.0956	1	0	0	1.109	1	0	0	1.1098	1	0	0	1.106	1	0	0	1.1046	1	0	0	1.102	1	0	0	1.099	1	0	0	1.096	1	0	0	1.093	1	0	0	1.09	1	0	0	1.0869	1	0	0	1.067	1	0	0	1.0306	1	0	0	0.956	1	0	0	0.8546	1	0	0	0.742	1	0	0	0.6257	1	0	0	0.515	1	0	0	0.4187	1	0	0	0.345	1	0	0	0.3218	1	0	0	0.32	1	0	0	0.3282	1	0	0	0.334	1	0	0	0.3355	1	0	0	0.337	1	0	0	0.3385	1	0	0	0.34	1	0	0	0.3415	1	0	0	0.343	1	0	0	0.3455	1	0	0	0.346	1	0	0	0.3475	1	0	0	0.349	1	0	0	0.3495	1	0	0	0.35	1	0	0	0.3542	1	0	0	0.363	1	0	0	0.3749	1	0	0	0.388	1	0	0	0.4015	1	0	0	0.416	1	0	0	0.4296	1	0	0	0.441	1	0	0	0.441	1	0																																																																																																																																																																				
Mb1MelodyMd010001	Attack13	0	87	0.033333	0	0	1	0	0	-0.0411	1	0	0	-0.161	1	0	0	-0.2167	1	0	0	-0.098	1	0	0	0.103	1	0	0	0.17	1	0	0	0.1667	1	0	0	0.133	1	0	0	0.0745	1	0	0	0.015	1	0	0	-0.0446	1	0	0	-0.101	1	0	0	-0.143	1	0	0	-0.176	1	0	0	-0.2633	1	0	0	-0.39	1	0	0	-0.5382	1	0	0	-0.646	1	0	0	-0.6495	1	0	0	-0.633	1	0	0	-0.636	1	0	0	-0.639	1	0	0	-0.6435	1	0	0	-0.647	1	0	0	-0.6515	1	0	0	-0.655	1	0	0	-0.6586	1	0	0	-0.661	1	0	0	-0.6625	1	0	0	-0.664	1	0	0	-0.5106	1	0	0	-0.104	1	0	0	0.3046	1	0	0	0.595	1	0	0	0.7549	1	0	0	0.916	1	0	0	0.9868	1	0	0	1.035	1	0	0	1.083	1	0	0	1.15	1	0	0	1.2409	1	0	0	1.325	1	0	0	1.3738	1	0	0	1.417	1	0	0	1.4899	1	0	0	1.573	1	0	0	1.7107	1	0	0	1.881	1	0	0	1.9273	1	0	0	2.121	1	0	0	2.1378	1	0	0	2.131	1	0	0	2.1205	1	0	0	2.11	1	0	0	2.1038	1	0	0	2.11	1	0	0	2.1266	1	0	0	2.151	1	0	0	2.1704	1	0	0	2.173	1	0	0	2.1754	1	0	0	2.18	1	0	0	2.1876	1	0	0	2.193	1	0	0	2.1829	1	0	0	2.175	1	0	0	2.1694	1	0	0	2.166	1	0	0	2.1645	1	0	0	2.164	1	0	0	2.1622	1	0	0	2.158	1	0	0	2.1498	1	0	0	2.136	1	0	0	2.1184	1	0	0	2.102	1	0	0	2.0937	1	0	0	2.091	1	0	0	2.0869	1	0	0	2.085	1	0	0	2.0839	1	0	0	2.084	1	0	0	2.0864	1	0	0	2.09	1	0	0	2.092	1	0	0	2.095	1	0	0	2.094	1	0																																																																																																																																												
Mb1MelodyMd010001	Attack14	0	97	0	0	0	1	0	0	-0.0215	1	0	0	-0.006	1	0	0	0.0329	1	0	0	0.073	1	0	0	0.1051	1	0	0	0.126	1	0	0	0.1244	1	0	0	0.089	1	0	0	0.0172	1	0	0	-0.067	1	0	0	-0.1357	1	0	0	-0.182	1	0	0	-0.2294	1	0	0	-0.278	1	0	0	-0.3227	1	0	0	-0.354	1	0	0	-0.3741	1	0	0	-0.394	1	0	0	-0.4131	1	0	0	-0.431	1	0	0	-0.4476	1	0	0	-0.463	1	0	0	-0.4766	1	0	0	-0.489	1	0	0	-0.4996	1	0	0	-0.508	1	0	0	-0.5136	1	0	0	-0.517	1	0	0	-0.5176	1	0	0	-0.516	1	0	0	-0.4221	1	0	0	-0.119	1	0	0	0.4053	1	0	0	1.329	1	0	0	1.8138	1	0	0	1.916	1	0	0	1.9625	1	0	0	1.991	1	0	0	1.9979	1	0	0	1.987	1	0	0	1.9696	1	0	0	1.949	1	0	0	1.9311	1	0	0	1.919	1	0	0	1.909	1	0	0	1.827	1	0	0	1.6714	1	0	0	1.5	1	0	0	1.3558	1	0	0	1.251	1	0	0	1.1495	1	0	0	1.049	1	0	0	0.956	1	0	0	0.872	1	0	0	0.7977	1	0	0	0.73	1	0	0	0.6644	1	0	0	0.601	1	0	0	0.5462	1	0	0	0.506	1	0	0	0.4923	1	0	0	0.492	1	0	0	0.4914	1	0	0	0.492	1	0	0	0.4925	1	0	0	0.494	1	0	0	0.4945	1	0	0	0.496	1	0	0	0.4975	1	0	0	0.498	1	0	0	0.499	1	0	0	0.499	1	0	0	0.4986	1	0	0	0.497	1	0	0	0.4971	1	0	0	0.496	1	0	0	0.4955	1	0	0	0.495	1	0	0	0.494	1	0	0	0.494	1	0	0	0.494	1	0	0	0.494	1	0	0	0.4935	1	0	0	0.493	1	0	0	0.492	1	0	0	0.491	1	0	0	0.4895	1	0	0	0.488	1	0	0	0.488	1	0	0	0.488	1	0	0	0.4881	1	0	0	0.487	1	0	0	0.487	1	0	0	0.486	1	0	0	0.485	1	0	0	0.485	1	0	0	0.485	1	0																																																																																																				
Mb1MelodyMd010001	Attack21	0	46	0.016667	0	0	1	0	0	0.0391	1	0	0	-0.041	1	0	0	-0.0748	1	0	0	-0.041	1	0	0	0.0114	1	0	0	0.083	1	0	0	0.2056	1	0	0	0.335	1	0	0	0.4601	1	0	0	0.485	1	0	0	0.435	1	0	0	0.385	1	0	0	0.3733	1	0	0	0.419	1	0	0	0.4442	1	0	0	0.449	1	0	0	0.4497	1	0	0	0.447	1	0	0	0.4425	1	0	0	0.439	1	0	0	0.4289	1	0	0	0.411	1	0	0	0.4174	1	0	0	0.444	1	0	0	0.4831	1	0	0	0.521	1	0	0	0.5473	1	0	0	0.561	1	0	0	0.5567	1	0	0	0.549	1	0	0	0.5404	1	0	0	0.532	1	0	0	0.5241	1	0	0	0.514	1	0	0	0.4997	1	0	0	0.483	1	0	0	0.4658	1	0	0	0.452	1	0	0	0.4436	1	0	0	0.442	1	0	0	0.4415	1	0	0	0.441	1	0	0	0.44	1	0	0	0.44	1	0	0	0.4395	1	0	0	0.439	1	0																																																																																																																																																																																																																																																																																																																
Mb1MelodyMd010001	Attack22	0	71	0.033333	0	0	1	0	0	0.2374	1	0	0	0.251	1	0	0	0.1609	1	0	0	0.108	1	0	0	0.1435	1	0	0	0.233	1	0	0	0.3836	1	0	0	0.604	1	0	0	0.8227	1	0	0	0.993	1	0	0	1.1195	1	0	0	1.309	1	0	0	1.3876	1	0	0	1.411	1	0	0	1.4215	1	0	0	1.406	1	0	0	1.2915	1	0	0	1.078	1	0	0	0.8312	1	0	0	0.716	1	0	0	0.6364	1	0	0	0.568	1	0	0	0.5282	1	0	0	0.477	1	0	0	0.3901	1	0	0	0.294	1	0	0	0.2079	1	0	0	0.124	1	0	0	0.049	1	0	0	-0.016	1	0	0	-0.1038	1	0	0	-0.187	1	0	0	-0.2307	1	0	0	-0.253	1	0	0	-0.263	1	0	0	-0.264	1	0	0	-0.2615	1	0	0	-0.26	1	0	0	-0.259	1	0	0	-0.259	1	0	0	-0.2594	1	0	0	-0.26	1	0	0	-0.261	1	0	0	-0.262	1	0	0	-0.2585	1	0	0	-0.245	1	0	0	-0.2273	1	0	0	-0.205	1	0	0	-0.1795	1	0	0	-0.154	1	0	0	-0.1269	1	0	0	-0.101	1	0	0	-0.0786	1	0	0	-0.063	1	0	0	-0.057	1	0	0	-0.052	1	0	0	-0.0474	1	0	0	-0.044	1	0	0	-0.041	1	0	0	-0.039	1	0	0	-0.0375	1	0	0	-0.036	1	0	0	-0.0345	1	0	0	-0.033	1	0	0	-0.0315	1	0	0	-0.03	1	0	0	-0.0293	1	0	0	-0.031	1	0	0	-0.0355	1	0	0	-0.039	1	0	0	-0.041	1	0																																																																																																																																																																																																												
