Id	MallId	PluginId	Price	Weight
1	101	18100014	400	5
2	101	18100024	400	5
3	101	18100034	400	5
4	101	18100044	400	5
5	101	18100054	400	5
6	101	18100064	400	5
7	101	18101014	400	5
8	101	18101024	400	5
9	101	18101034	400	5
10	101	18102014	400	5
11	101	18102024	400	5
12	101	18102034	400	5
13	101	18103014	400	5
14	101	18103024	400	5
15	101	18103034	400	5
16	101	18104014	400	5
17	101	18104024	400	5
18	101	18104034	400	5
19	101	18105014	400	5
20	101	18105024	400	5
21	101	18105034	400	5
22	101	18106014	400	5
23	101	18106024	400	5
24	101	18106034	400	5
25	101	18107014	400	5
26	101	18107024	400	5
27	101	18107034	400	5
28	101	18108014	400	5
29	101	18108024	400	5
30	101	18108034	400	5
31	101	18109014	400	5
32	101	18109024	400	5
33	101	18109034	400	5
34	101	18110014	400	5
35	101	18110024	400	5
36	101	18110034	400	5
37	101	18111014	400	5
38	101	18111024	400	5
39	101	18111034	400	5
40	101	18112014	400	5
41	101	18112024	400	5
42	101	18112034	400	5
43	101	18113014	400	5
44	101	18113024	400	5
45	101	18113034	400	5
46	101	18114014	400	5
47	101	18114024	400	5
48	101	18114034	400	5
49	101	18115014	400	5
50	101	18115024	400	5
51	101	18115034	400	5
52	101	18116014	400	5
53	101	18116024	400	5
54	101	18116034	400	5
55	101	18117014	400	5
56	101	18117024	400	5
57	101	18117034	400	5
58	101	18118014	400	5
59	101	18118024	400	5
60	101	18118034	400	5
61	101	18119014	400	5
62	101	18119024	400	5
63	101	18119034	400	5
64	101	18120014	400	5
65	101	18120024	400	5
66	101	18120034	400	5
67	101	18121014	400	5
68	101	18121024	400	5
69	101	18121034	400	5
70	101	18122014	400	5
71	101	18122024	400	5
72	101	18122034	400	5
73	101	18123014	400	5
74	101	18123024	400	5
75	101	18123034	400	5
76	101	18124014	400	5
77	101	18124024	400	5
78	101	18124034	400	5
79	101	18125014	400	5
80	101	18125024	400	5
81	101	18125034	400	5
82	101	18126014	400	5
83	101	18126024	400	5
84	101	18126034	400	5
85	101	18127014	400	5
86	101	18127024	400	5
87	101	18127034	400	5
88	101	18128014	400	5
89	101	18128024	400	5
90	101	18128034	400	5
91	101	18129014	400	5
92	101	18129024	400	5
93	101	18129034	400	5
94	101	18130014	400	5
95	101	18130024	400	5
96	101	18130034	400	5
97	101	18131014	400	5
98	101	18131024	400	5
99	101	18131034	400	5
100	101	18132014	400	5
101	101	18132024	400	5
102	101	18132034	400	5
103	101	18133014	400	5
104	101	18133024	400	5
105	101	18133034	400	5
106	101	18134014	400	5
107	101	18134024	400	5
108	101	18134034	400	5
109	101	18135014	400	5
110	101	18135024	400	5
111	101	18135034	400	5
112	101	18136014	400	5
113	101	18136024	400	5
114	101	18136034	400	5
