Id	Icon[1]	Icon[2]	Icon[3]	Icon[4]	Icon[5]	Icon[6]	LinkEffect[1]	LinkEffect[2]	LinkEffect[3]	LinkEffect[4]	LinkEffect[5]	LinkEffect[6]	ReleaseEffect[1]	ReleaseEffect[2]	ReleaseEffect[3]	ReleaseEffect[4]	ReleaseEffect[5]	ReleaseEffect[6]	ExEffect[1]	ExEffect[2]	ExEffect[3]	ExEffect[4]	ExEffect[5]	ExEffect[6]	ClickEffect[1]	ClickEffect[2]	ClickEffect[3]	ClickEffect[4]	ClickEffect[5]	ClickEffect[6]
400101	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400102	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400103	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400201	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400202	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400203	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400301	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400302	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400303	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400401	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400402	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400403	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400501	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400502	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400503	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400601	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400602	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400603	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400701	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400702	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400703	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400801	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400802	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400803	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
400901	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
400902	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
400903	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401001	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401002	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401003	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401101	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401102	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401103	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401201	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401202	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401203	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401301	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401302	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401303	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401401	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401402	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401403	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401501	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401502	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401503	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401601	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401602	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401603	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401701	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401702	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401703	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401801	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401802	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401803	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
401901	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
401902	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
401903	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402001	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402002	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402003	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402101	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402102	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402103	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402201	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402202	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402203	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402301	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402302	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402303	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402401	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402402	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402403	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402501	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402502	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402503	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402601	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402602	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402603	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402701	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402702	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402703	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402801	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402802	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402803	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
402901	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
402902	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
402903	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403001	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403002	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403003	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403101	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403102	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403103	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403201	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403202	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403203	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403301	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403302	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403303	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403401	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403402	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403403	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403501	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403502	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403503	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403601	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403602	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403603	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403701	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403702	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403703	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403801	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403802	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403803	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
403901	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
403902	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
403903	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404001	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404002	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404003	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404101	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404102	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404103	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404201	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404202	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404203	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404301	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404302	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404303	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404401	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404402	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404403	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404501	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404502	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404503	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404601	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404602	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404603	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404701	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404702	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404703	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
404801	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna11.png						FxUiBallLinkRed																							
404802	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna21.png						FxUiBallLinkBlue																							
404803	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna31.png						FxUiBallLinkYellow																							
