Id	Icon[1]	Icon[2]	Icon[3]	Icon[4]	Icon[5]	Icon[6]	LinkEffect[1]	LinkEffect[2]	LinkEffect[3]	LinkEffect[4]	LinkEffect[5]	LinkEffect[6]	ReleaseEffect[1]	ReleaseEffect[2]	ReleaseEffect[3]	ReleaseEffect[4]	ReleaseEffect[5]	ReleaseEffect[6]	ExEffect[1]	ExEffect[2]	ExEffect[3]	ExEffect[4]	ExEffect[5]	ExEffect[6]	ClickEffect[1]	ClickEffect[2]	ClickEffect[3]	ClickEffect[4]	ClickEffect[5]	ClickEffect[6]
420701	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral11.png																													
420702	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral21.png																													
420703	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral31.png																													
420801	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral11.png																													
420802	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral21.png																													
420803	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral31.png																													
421001	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral11.png																													
421002	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral21.png																													
421003	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral31.png																													
421101	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral11.png																													
421102	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral21.png																													
421103	Assets/Product/Texture/Image/UiFight/FightSkillIconGeneral31.png																													
