Id	Type	Priority	Root	PrefixRoot	PreLoadRoot
1002144	OnFrame	0	1002144	-1002144
1000053	OnFrame	0	1000053	-1000053
1000056	OnFrame	0	1000056	-1000056
1000061	AfterDamageCalc	0	1000061	-1000061
1000062	OnNpcDestroy	0	1000062	-1000062
1002	OnFrame	0	1002	-1002
1003	OnFrame	0	1003	-1003
1006	OnFrame	0	1006	-1006
1000009	OnFrame	0	1000009	-1000009
1000011	AfterDamageCalc	0	1000011	-1000011
1000012	OnFrame	0	1000012	-1000012
1000016	OnFrame	0	1000016	
1000017	OnFrame	0	1000017	
1000018	OnFrame	0	1000018	-1000018
1000020	OnFrame	0	1000020	
1000021	OnFrame	0	1000021	
1000022	OnFrame	0	1000022	
1000023	OnFrame	0	1000023	
1000024	OnFrame	0	1000024	
1000025	OnFrame	0	1000025	
1000026	OnFrame	0	1000026	
1000027	OnFrame	0	1000027	-1000027
1000028	OnFrame	0	1000028	
1000030	OnFrame	0	1000030	-1000030
1000031	OnFrame	0	1000031	
1000041	OnFrame	0	1000041	-1000041
1000042	OnFrame	0	1000042	
1000045	OnFrame	0	1000045	-1000045
1000046	OnFrame	0	1000046	-1000046
1000047	OnFrame	0	1000047	-1000047
1000048	OnFrame	0	1000048	-1000048
1000066	OnFrame	0	1000066	-1000066
1000067	OnFrame	0	1000067	-1000067
1002070	OnFrame	0	1002070	
1002071	OnFrame	0	1002071	
1002072	OnFrame	0	1002072	
1002073	OnFrame	0	1002073	
1002079	OnFrame	0	1002079	
