Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc	SmallIcon	NodeTypeEffectUrl
10011	Awake	Assets/Product/Texture/Image/BgStory/Bgstory429.jpg	The enemy should have surrendered as they are already completely surrounded by you.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10012	Awake	Assets/Product/Texture/Image/BgStory/Bgstory429.jpg	The enemy should have surrendered as they are already completely surrounded by you.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10021	Besiege	Assets/Product/Texture/Image/BgStory/Bgstory298.png	No matter how many enemies there are, quality always triumphs over quantity.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10022	Besiege	Assets/Product/Texture/Image/BgStory/Bgstory298.png	No matter how many enemies there are, quality always triumphs over quantity.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10023	Nest	Assets/Product/Texture/Image/BgStory/Bgstory298.png	It seems to be a nest of something. You can pass through it... or simply put whatever inside to rout.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10031	Besiege	Assets/Product/Texture/Image/BgStory/Bgstory298.png	No matter how many enemies there are, quality always triumphs over quantity.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10032	Besiege	Assets/Product/Texture/Image/BgStory/Bgstory298.png	No matter how many enemies there are, quality always triumphs over quantity.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10033	Trap	Assets/Product/Texture/Image/BgStory/Bgstory360.png	Everything seems to have died down. You have a hunch that the enemies might be much stronger this time.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
10034	Trap	Assets/Product/Texture/Image/BgStory/Bgstory360.png	Everything seems to have died down. You have a hunch that the enemies might be much stronger this time.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
10041	Trap	Assets/Product/Texture/Image/BgStory/Bgstory360.png	Everything seems to have died down. You have a hunch that the enemies might be much stronger this time.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
10042	Trap	Assets/Product/Texture/Image/BgStory/Bgstory360.png	Everything seems to have died down. You have a hunch that the enemies might be much stronger this time.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20011	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20012	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20021	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20022	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20023	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20024	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20025	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20026	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20031	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20032	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20033	Welcoming Ceremony	Assets/Product/Texture/Image/BgStory/Bgstory301.png	The townsfolk are welcoming you... Well, not exactly "welcoming" though.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20034	Unfortunate Conflict	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	Ignorance leads to fear, fear breeds conflicts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20035	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20036	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20037	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20038	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20039	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20040	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20041	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20042	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20043	Welcoming Ceremony	Assets/Product/Texture/Image/BgStory/Bgstory301.png	The townsfolk are welcoming you... Well, not exactly "welcoming" though.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20044	Unfortunate Conflict	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	Ignorance leads to fear, fear breeds conflicts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20045	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20046	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20047	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20048	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20049	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20050	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20051	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20052	Buddy Up	Assets/Product/Texture/Image/BgStory/Bgstory362.png	To buddy up, you first need to kick their butts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20053	Welcoming Ceremony	Assets/Product/Texture/Image/BgStory/Bgstory301.png	The townsfolk are welcoming you... Well, not exactly "welcoming" though.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20054	Unfortunate Conflict	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	Ignorance leads to fear, fear breeds conflicts.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20055	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20056	Go Toe to Toe	Assets/Product/Texture/Image/BgStory/Bgstory378.png	Enough for the farce. Let's go get them!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
